"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
",order-0,shuffle0-test0,"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
.1",order-1,shuffle1-test0
2703. 晒,4180,COMEDY,2703. 决定,462,TRAGEDY
2704. 微波炉,3203,COMEDY,2704. 相遇,2547,COMEDY
2705. 晋升,3395,COMEDY,2705. 吃,450,COMEDY
2706. 文明,1321,TRAGEDY,2706. 生活,48,TRAGEDY
2707. 心跳,4693,TRAGEDY,2707. 屋顶,4569,TRAGEDY
2708. 修辞,4891,TRAGEDY,2708. 病历,3219,TRAGEDY
2709. 适宜,3720,COMEDY,2709. 咬,4501,COMEDY
2710. 样品,3620,COMEDY,2710. 拼接,4090,TRAGEDY
2711. 夜晚,1563,TRAGEDY,2711. 电脑,727,TRAGEDY
2712. 优劣,4763,TRAGEDY,2712. 孤独,1813,TRAGEDY
2713. 证实,4175,TRAGEDY,2713. 球队,2006,COMEDY
2714. 白糖,3122,COMEDY,2714. 细胞,761,TRAGEDY
2715. 公司,30,TRAGEDY,2715. 素,3025,TRAGEDY
2716. 审查,2297,TRAGEDY,2716. 离子,1585,TRAGEDY
2717. 产权,1941,TRAGEDY,2717. 面条,1750,COMEDY
2718. 朋友们,3190,COMEDY,2718. 结局,3362,TRAGEDY
2719. 消耗,975,TRAGEDY,2719. 示,1911,TRAGEDY
2720. 语言,89,TRAGEDY,2720. 重复,1671,TRAGEDY
2721. 感谢,357,COMEDY,2721. 得以,2619,TRAGEDY
2722. 秋风,3191,TRAGEDY,2722. 标注,2915,TRAGEDY
2723. 学到,2998,COMEDY,2723. 台,4432,TRAGEDY
2724. 力学,1449,TRAGEDY,2724. 邻居,4312,COMEDY
2725. 作,1611,COMEDY,2725. 压缩,2243,TRAGEDY
2726. 欣赏,992,COMEDY,2726. 穿,1609,COMEDY
2727. 复兴,2799,COMEDY,2727. 配件,2926,TRAGEDY
2728. 意外,2661,TRAGEDY,2728. 浇水,1630,COMEDY
2729. 活动,65,COMEDY,2729. 光线,904,TRAGEDY
2730. 传递,882,TRAGEDY,2730. 左,2820,TRAGEDY
2731. 融资,2083,TRAGEDY,2731. 猴子,3479,COMEDY
2732. 辩护,3846,TRAGEDY,2732. 户外,1554,COMEDY
2733. 必不可少,2648,TRAGEDY,2733. 离开,1335,TRAGEDY
2734. 浏览,2712,COMEDY,2734. 望远镜,4052,COMEDY
2735. 界面,1017,TRAGEDY,2735. 小镇,2435,COMEDY
2736. 医药,4103,TRAGEDY,2736. 综述,4537,TRAGEDY
2737. 动量,4319,TRAGEDY,2737. 物业,2610,TRAGEDY
2738. 括号,3577,COMEDY,2738. 电话,1127,COMEDY
2739. 预防,762,TRAGEDY,2739. 闻名,3058,COMEDY
2740. 特征,350,TRAGEDY,2740. 传说,2022,COMEDY
2741. 升高,1787,TRAGEDY,2741. 制动,4171,TRAGEDY
2742. 必须,280,TRAGEDY,2742. 大蒜,2457,COMEDY
2743. 系统,56,TRAGEDY,2743. 点缀,3555,COMEDY
2744. 微笑,2227,COMEDY,2744. 获得,214,COMEDY
2745. 对象,560,TRAGEDY,2745. 洞穴,4640,TRAGEDY
2746. 汤,2018,COMEDY,2746. 标题,1157,TRAGEDY
2747. 电源,1812,TRAGEDY,2747. 内,2798,TRAGEDY
2748. 跟踪,1538,TRAGEDY,2748. 编码,1446,TRAGEDY
2749. 钱,1214,TRAGEDY,2749. 彼此,884,COMEDY
2750. 不安,3760,TRAGEDY,2750. 总和,2541,TRAGEDY
2751. 人,13,TRAGEDY,2751. 注释,1744,TRAGEDY
2752. 建筑师,4280,TRAGEDY,2752. 起始,3995,COMEDY
2753. 算法,208,TRAGEDY,2753. 撰写,799,COMEDY
2754. 备注,4968,COMEDY,2754. 遍历,1328,TRAGEDY
2755. 意,2406,TRAGEDY,2755. 违约,3978,TRAGEDY
2756. 鸡翅,3348,COMEDY,2756. 圆,1588,COMEDY
2757. 碳水化合物,2004,COMEDY,2757. 同事,1171,COMEDY
2758. 刹车,3585,TRAGEDY,2758. 入口,4562,COMEDY
2759. 路线,1438,TRAGEDY,2759. 保养,1551,COMEDY
2760. 特色,735,TRAGEDY,2760. 举例,4772,COMEDY
2761. 体积,1364,TRAGEDY,2761. 决策,384,TRAGEDY
2762. 送给,4786,COMEDY,2762. 上传,4119,TRAGEDY
2763. 危机,2075,TRAGEDY,2763. 权限,2150,TRAGEDY
2764. 会,9,COMEDY,2764. 煮,888,COMEDY
2765. 走向,2280,TRAGEDY,2765. 验证,863,TRAGEDY
2766. 枫叶,3658,COMEDY,2766. 走进,3220,TRAGEDY
2767. 推,2975,COMEDY,2767. 战役,4822,TRAGEDY
2768. 配置,789,TRAGEDY,2768. 前途,2053,TRAGEDY
2769. 回复,1975,COMEDY,2769. 内置,2856,TRAGEDY
2770. 更换,1060,TRAGEDY,2770. 吸收,1037,TRAGEDY
2771. 声明,3005,TRAGEDY,2771. 电器,1201,COMEDY
2772. 拆分,4526,TRAGEDY,2772. 演示,2304,COMEDY
2773. 不满,3463,TRAGEDY,2773. 剧情,1889,TRAGEDY
2774. 天堂,4829,COMEDY,2774. 岗位,1553,TRAGEDY
2775. 队,2274,COMEDY,2775. 鼻子,3491,COMEDY
2776. 制造,732,TRAGEDY,2776. 概念,536,TRAGEDY
2777. 地方,320,COMEDY,2777. 奶酪,1843,COMEDY
2778. 意义,333,TRAGEDY,2778. 全麦,3380,COMEDY
2779. 懂,3144,COMEDY,2779. 养,1926,COMEDY
2780. 智力,2267,TRAGEDY,2780. 向量,1465,TRAGEDY
2781. 参加,414,COMEDY,2781. 线,944,TRAGEDY
2782. 同事,1171,COMEDY,2782. 债务,2674,TRAGEDY
2783. 把握,2449,COMEDY,2783. 阴,4662,TRAGEDY
2784. 思考,310,TRAGEDY,2784. 集中,1120,TRAGEDY
2785. 听众,2602,COMEDY,2785. 编程,314,TRAGEDY
2786. 大海,3184,TRAGEDY,2786. 语境,3564,TRAGEDY
2787. 胜利,1644,COMEDY,2787. 实力,1964,TRAGEDY
2788. 玫瑰,2651,COMEDY,2788. 川菜,4685,COMEDY
2789. 经过,1629,TRAGEDY,2789. 预订,1831,TRAGEDY
2790. 光合,2324,COMEDY,2790. 面团,1673,COMEDY
2791. 留下,1132,TRAGEDY,2791. 预测,340,TRAGEDY
2792. 伦理,1401,TRAGEDY,2792. 抱歉,1406,TRAGEDY
2793. 证券,3284,TRAGEDY,2793. 花卉,1870,COMEDY
2794. 人力,1419,TRAGEDY,2794. 乐园,4855,COMEDY
2795. 预期,2320,TRAGEDY,2795. 模块,1040,TRAGEDY
2796. 减少,83,TRAGEDY,2796. 南,3135,TRAGEDY
2797. 防守,3253,TRAGEDY,2797. 阻力,3353,TRAGEDY
2798. 表演,1044,COMEDY,2798. 兽医,4525,COMEDY
2799. 格,2866,TRAGEDY,2799. 公转,3136,TRAGEDY
2800. 煸炒,3172,COMEDY,2800. 王,828,TRAGEDY
2801. 蒸发,4185,TRAGEDY,2801. 合并,2013,TRAGEDY
2802. 热量,1186,TRAGEDY,2802. 时,2461,TRAGEDY
2803. 计,3690,TRAGEDY,2803. 古迹,4980,TRAGEDY
2804. 完善,1241,TRAGEDY,2804. 固定,2551,TRAGEDY
2805. 带,678,TRAGEDY,2805. 语调,4647,COMEDY
2806. 战役,4822,TRAGEDY,2806. 总额,3415,TRAGEDY
2807. 崩溃,3350,TRAGEDY,2807. 复杂性,2510,TRAGEDY
2808. 昆虫,2393,COMEDY,2808. 碎,3596,TRAGEDY
2809. 统计学,4192,TRAGEDY,2809. 在于,846,TRAGEDY
2810. 溶解,3433,TRAGEDY,2810. 带宽,4340,TRAGEDY
2811. 云,1165,COMEDY,2811. 汤匙,2132,COMEDY
2812. 诞生,4367,COMEDY,2812. 海岸线,4586,COMEDY
2813. 果实,2984,COMEDY,2813. 非洲,2256,TRAGEDY
2814. 停留,4075,TRAGEDY,2814. 矩阵,1366,TRAGEDY
2815. 控制台,4749,TRAGEDY,2815. 延伸,4620,TRAGEDY
2816. 管理,79,TRAGEDY,2816. 葱花,3707,COMEDY
2817. 飞翔,3833,COMEDY,2817. 经,3257,TRAGEDY
2818. 饲养,2865,COMEDY,2818. 生意,4126,TRAGEDY
2819. 驾驶,619,COMEDY,2819. 星座,3428,COMEDY
2820. 句,1760,TRAGEDY,2820. 拌,4210,COMEDY
2821. 借鉴,3549,TRAGEDY,2821. 法语,2168,TRAGEDY
2822. 现象,582,TRAGEDY,2822. 前行,3090,TRAGEDY
2823. 毛巾,3589,COMEDY,2823. 聚,2983,TRAGEDY
2824. 液体,2045,TRAGEDY,2824. 女,3970,TRAGEDY
2825. 东京,2738,TRAGEDY,2825. 书,503,TRAGEDY
2826. 领导者,2339,TRAGEDY,2826. 抓住,2783,TRAGEDY
2827. 机密,4522,TRAGEDY,2827. 船,2881,TRAGEDY
2828. 得分,1504,COMEDY,2828. 有益,4804,TRAGEDY
2829. 想出,3545,COMEDY,2829. 课堂,2571,TRAGEDY
2830. 映射,3270,TRAGEDY,2830. 美观,4228,TRAGEDY
2831. 电视剧,2151,COMEDY,2831. 愿意,1020,TRAGEDY
2832. 创立,3127,TRAGEDY,2832. 像是,2936,TRAGEDY
2833. 颜料,4450,COMEDY,2833. 图书,4756,TRAGEDY
2834. 作物,3925,TRAGEDY,2834. 日,1384,TRAGEDY
2835. 北极熊,4636,TRAGEDY,2835. 迎来,3998,TRAGEDY
2836. 树木,1903,TRAGEDY,2836. 研究生,4815,TRAGEDY
2837. 美味,1078,COMEDY,2837. 教室,4673,TRAGEDY
2838. 环节,1385,TRAGEDY,2838. 习俗,3267,TRAGEDY
2839. 配料,1564,COMEDY,2839. 氧,2924,TRAGEDY
2840. 厨师,3456,COMEDY,2840. 创作,527,TRAGEDY
2841. 联盟,2994,TRAGEDY,2841. 动画,2464,COMEDY
2842. 外卖,4943,COMEDY,2842. 准确性,959,TRAGEDY
2843. 细节,474,TRAGEDY,2843. 剂量,3367,TRAGEDY
2844. 情侣,4615,COMEDY,2844. 成果,997,TRAGEDY
2845. 塔,3786,TRAGEDY,2845. 移动,634,TRAGEDY
2846. 作品,290,TRAGEDY,2846. 数据库,907,TRAGEDY
2847. 保养,1551,TRAGEDY,2847. 角,1435,TRAGEDY
2848. 澳大利亚,3366,TRAGEDY,2848. 神,2443,TRAGEDY
2849. 喉咙,4474,TRAGEDY,2849. 配菜,4614,COMEDY
2850. 试验,2691,TRAGEDY,2850. 整,2495,TRAGEDY
2851. 阿甘,4317,COMEDY,2851. 公园,794,COMEDY
2852. 行政,1839,TRAGEDY,2852. 导致,125,TRAGEDY
2853. 结束,825,TRAGEDY,2853. 挑战,198,TRAGEDY
2854. 享受,370,COMEDY,2854. 音乐会,2723,COMEDY
2855. 型,1430,TRAGEDY,2855. 俯卧撑,4451,COMEDY
2856. 粉丝,3221,COMEDY,2856. 分成,1668,TRAGEDY
2857. 听觉,4627,TRAGEDY,2857. 先生,879,COMEDY
2858. 学习,29,TRAGEDY,2858. 生产,293,COMEDY
2859. 那,848,TRAGEDY,2859. 龙虾,4479,COMEDY
2860. 党员,4287,TRAGEDY,2860. 椅子,2583,COMEDY
2861. 速率,3073,TRAGEDY,2861. 探险,1493,COMEDY
2862. 分析师,3759,TRAGEDY,2862. 比,2903,TRAGEDY
2863. 干燥,4795,TRAGEDY,2863. 可视化,3413,COMEDY
2864. 变化,120,TRAGEDY,2864. 面糊,4212,COMEDY
2865. 需求,87,TRAGEDY,2865. 游玩,4217,COMEDY
2866. 职位,1169,TRAGEDY,2866. 使得,372,TRAGEDY
2867. 住,1622,TRAGEDY,2867. 科学,300,COMEDY
2868. 尾巴,3155,COMEDY,2868. 有效性,2715,TRAGEDY
2869. 步行,2080,TRAGEDY,2869. 分析,62,TRAGEDY
2870. 知,2192,TRAGEDY,2870. 作出,1993,COMEDY
2871. 决定,462,TRAGEDY,2871. 水龙头,3947,COMEDY
2872. 艾米,2213,COMEDY,2872. 诉讼,1859,TRAGEDY
2873. 退休,3675,TRAGEDY,2873. 兔子,1547,COMEDY
2874. 卖家,4152,TRAGEDY,2874. 相连,4197,COMEDY
2875. 运转,3746,TRAGEDY,2875. 树枝,3979,COMEDY
2876. 奖金,4347,COMEDY,2876. 高山,4465,TRAGEDY
2877. 面向,2101,TRAGEDY,2877. 中性,4811,COMEDY
2878. 相符,4370,TRAGEDY,2878. 背景,408,COMEDY
2879. 她们,3094,TRAGEDY,2879. 建筑,326,COMEDY
2880. 屏幕,1173,COMEDY,2880. 药,1660,TRAGEDY
2881. 请求,1124,TRAGEDY,2881. 草,1946,TRAGEDY
2882. 烤制,2513,COMEDY,2882. 本质,1440,TRAGEDY
2883. 机,954,TRAGEDY,2883. 深处,2146,TRAGEDY
2884. 担任,2074,TRAGEDY,2884. 农业,925,TRAGEDY
2885. 穿戴,4196,COMEDY,2885. 梦,1595,COMEDY
2886. 租赁,2492,TRAGEDY,2886. 谈到,4628,COMEDY
2887. 感官,3601,COMEDY,2887. 乙方,2139,TRAGEDY
2888. 来源,839,TRAGEDY,2888. 折射,3060,TRAGEDY
2889. 特效,4864,COMEDY,2889. 自信心,2396,COMEDY
2890. 装修,764,COMEDY,2890. 试验,2691,TRAGEDY
2891. 鸡,1856,COMEDY,2891. 动量,4319,COMEDY
2892. 展望,3587,TRAGEDY,2892. 逃避,4704,TRAGEDY
2893. 玛丽,1013,COMEDY,2893. 失业,3009,TRAGEDY
2894. 起点,2778,TRAGEDY,2894. 清除,2838,TRAGEDY
2895. 咖啡因,3126,COMEDY,2895. 写出,2737,COMEDY
2896. 放入,589,COMEDY,2896. 培训,549,COMEDY
2897. 红楼梦,1837,TRAGEDY,2897. 制造商,3112,TRAGEDY
2898. 用户,58,TRAGEDY,2898. 一体,4356,TRAGEDY
2899. 博士,4143,TRAGEDY,2899. 李明,1343,COMEDY
2900. 注重,393,TRAGEDY,2900. 审查,2297,TRAGEDY
2901. 树立,3266,TRAGEDY,2901. 密度,1176,TRAGEDY
2902. 右侧,4216,TRAGEDY,2902. 年龄段,4142,TRAGEDY
2903. 游客,1246,COMEDY,2903. 系,2767,TRAGEDY
2904. 忘记,2275,TRAGEDY,2904. 生产力,1735,TRAGEDY
2905. 归纳,1789,TRAGEDY,2905. 攻击,851,TRAGEDY
2906. 王,828,TRAGEDY,2906. 自我,420,COMEDY
2907. 邮件,736,TRAGEDY,2907. 打败,4032,TRAGEDY
2908. 添加剂,4596,COMEDY,2908. 圈,4733,COMEDY
2909. 新鲜,4985,COMEDY,2909. 画面,1371,COMEDY
2910. 间隔,4191,TRAGEDY,2910. 意义,333,TRAGEDY
2911. 心脏,2340,TRAGEDY,2911. 食用,1073,COMEDY
2912. 料理,4093,COMEDY,2912. 人格,3059,TRAGEDY
2913. 购物,580,COMEDY,2913. 乘,3169,COMEDY
2914. 追,3982,COMEDY,2914. 宇宙,519,TRAGEDY
2915. 明确,993,TRAGEDY,2915. 人数,1238,COMEDY
2916. 处,615,TRAGEDY,2916. 提问,2371,COMEDY
2917. 照射,3163,TRAGEDY,2917. 中间,2194,COMEDY
2918. 曲线,2526,TRAGEDY,2918. 言,1383,COMEDY
2919. 涂料,3950,COMEDY,2919. 失落,4648,TRAGEDY
2920. 浪费,853,TRAGEDY,2920. 命名,2220,COMEDY
2921. 式,843,TRAGEDY,2921. 相处,2413,COMEDY
2922. 奶茶,4934,COMEDY,2922. 输出,245,COMEDY
2923. 相对论,2423,TRAGEDY,2923. 曲线,2526,COMEDY
2924. 自然界,2238,TRAGEDY,2924. 利益,859,COMEDY
2925. 方程式,2581,TRAGEDY,2925. 科目,4313,COMEDY
2926. 劣势,3934,TRAGEDY,2926. 成本,307,COMEDY
2927. 好友,3077,COMEDY,2927. 具,965,COMEDY
2928. 忠诚度,2650,TRAGEDY,2928. 种植,919,COMEDY
2929. 沟通,237,COMEDY,2929. 盖茨比,4727,TRAGEDY
2930. 定价,3338,TRAGEDY,2930. 美好,1533,COMEDY
2931. 承载,4625,TRAGEDY,2931. 您,8,COMEDY
2932. 礼仪,2785,COMEDY,2932. 扶持,4405,COMEDY
2933. 轴,2455,TRAGEDY,2933. 书法,4040,COMEDY
2934. 忽略,2050,TRAGEDY,2934. 刑事,3230,TRAGEDY
2935. 草莓,1596,COMEDY,2935. 人工,3741,COMEDY
2936. 蕴含,4883,TRAGEDY,2936. 代数,3583,COMEDY
2937. 说出,4629,COMEDY,2937. 信誉,3728,COMEDY
2938. 冰块,2861,COMEDY,2938. 走,809,COMEDY
2939. 电气,3906,TRAGEDY,2939. 冰块,2861,COMEDY
2940. 工具,212,COMEDY,2940. 操作,213,COMEDY
2941. 排队,4256,TRAGEDY,2941. 散发,2702,TRAGEDY
2942. 标点,3446,TRAGEDY,2942. 公正,2801,TRAGEDY
2943. 学术化,4476,TRAGEDY,2943. 扩张,3063,TRAGEDY
2944. 老年人,2459,TRAGEDY,2944. 字典,1841,TRAGEDY
2945. 定律,1332,TRAGEDY,2945. 专注于,4209,TRAGEDY
2946. 总额,3415,TRAGEDY,2946. 分散,2300,TRAGEDY
2947. 监控,1114,TRAGEDY,2947. 更改,1698,TRAGEDY
2948. 捕获,4422,TRAGEDY,2948. 到,27,TRAGEDY
2949. 欲,4558,TRAGEDY,2949. 数,269,TRAGEDY
2950. 预算,544,TRAGEDY,2950. 童话,4097,COMEDY
2951. 龙虾,4479,COMEDY,2951. 黄山,4529,TRAGEDY
2952. 分辨率,3097,TRAGEDY,2952. 蜂蜜,1981,COMEDY
2953. 拒绝,2155,TRAGEDY,2953. 放弃,1454,TRAGEDY
2954. 均衡,3032,TRAGEDY,2954. 跑步,1330,COMEDY
2955. 丧失,4534,TRAGEDY,2955. 银,4376,TRAGEDY
2956. 商业,401,TRAGEDY,2956. 价格,202,TRAGEDY
2957. 成果,997,TRAGEDY,2957. 方块,4225,TRAGEDY
2958. 花,646,COMEDY,2958. 行为,151,TRAGEDY
2959. 尽,1718,TRAGEDY,2959. 妇女,4612,TRAGEDY
2960. 摄入,1825,TRAGEDY,2960. 荣耀,4948,TRAGEDY
2961. 依据,2502,TRAGEDY,2961. 猜,2484,COMEDY
2962. 草地,2100,COMEDY,2962. 读,1311,TRAGEDY
2963. 接收,1626,TRAGEDY,2963. 香肠,3429,COMEDY
2964. 服装,1225,COMEDY,2964. 液体,2045,TRAGEDY
2965. 选出,3650,TRAGEDY,2965. 回收,917,TRAGEDY
2966. 公寓,2497,TRAGEDY,2966. 必要性,4773,TRAGEDY
2967. 原文,3923,TRAGEDY,2967. 斗争,3694,TRAGEDY
2968. 花椒,4200,COMEDY,2968. 养生,2071,TRAGEDY
2969. 明媚,4686,COMEDY,2969. 组件,1827,TRAGEDY
2970. 检查,287,TRAGEDY,2970. 西装,4644,TRAGEDY
2971. 财政,3656,TRAGEDY,2971. 肾,4332,TRAGEDY
2972. 温馨,4579,COMEDY,2972. 部门,626,TRAGEDY
2973. 平均值,1481,TRAGEDY,2973. 运算符,4028,TRAGEDY
2974. 玩法,2931,COMEDY,2974. 乐器,2142,COMEDY
2975. 批准,4592,TRAGEDY,2975. 纸,2012,TRAGEDY
2976. 国家,752,TRAGEDY,2976. 感性,4895,TRAGEDY
2977. 直角,2852,TRAGEDY,2977. 运营,1206,TRAGEDY
2978. 听听,3597,COMEDY,2978. 暗示,3279,TRAGEDY
2979. 阻止,3536,TRAGEDY,2979. 分类,206,TRAGEDY
2980. 战,3919,TRAGEDY,2980. 风险,201,TRAGEDY
2981. 消费者,449,TRAGEDY,2981. 探究,1863,TRAGEDY
2982. 合约,3280,TRAGEDY,2982. 旅游,279,COMEDY
2983. 提高,39,COMEDY,2983. 区域,538,TRAGEDY
2984. 内部,558,TRAGEDY,2984. 建设,591,TRAGEDY
2985. 家电,1803,COMEDY,2985. 下载,1662,TRAGEDY
2986. 约定,2642,TRAGEDY,2986. 治理,1802,TRAGEDY
2987. 诉讼,1859,TRAGEDY,2987. 学院,2960,TRAGEDY
2988. 客房,3579,COMEDY,2988. 象,3352,COMEDY
2989. 反射,2073,COMEDY,2989. 运输,1318,TRAGEDY
2990. 团,4247,COMEDY,2990. 心得,3815,TRAGEDY
2991. 极限,3325,TRAGEDY,2991. 组成,433,TRAGEDY
2992. 酒店,773,COMEDY,2992. 续航,3832,TRAGEDY
2993. 散射,2929,TRAGEDY,2993. 功率,2875,TRAGEDY
2994. 数据库,907,TRAGEDY,2994. 象棋,4544,COMEDY
2995. 酱汁,3218,COMEDY,2995. 端,1801,TRAGEDY
2996. 帮,243,COMEDY,2996. 实例,1914,TRAGEDY
2997. 行程,2713,COMEDY,2997. 进行,12,TRAGEDY
2998. 海岸,4577,COMEDY,2998. 人体,1015,TRAGEDY
2999. 季,4232,TRAGEDY,2999. 暴露,3013,TRAGEDY
3000. 学会,724,COMEDY,3000. 骨骼,3125,TRAGEDY
3001. 照顾,1441,TRAGEDY,3001. 服饰,4046,COMEDY
3002. 出门,2876,COMEDY,3002. 圆形,2928,COMEDY
3003. 分成,1668,TRAGEDY,3003. 战胜,3604,TRAGEDY
3004. 讨论,459,TRAGEDY,3004. 潜力,898,COMEDY
3005. 象,3352,COMEDY,3005. 角落,2420,TRAGEDY
3006. 结交,3907,COMEDY,3006. 登山,3484,TRAGEDY
3007. 地质,3227,TRAGEDY,3007. 远离,2452,TRAGEDY
3008. 模仿,2708,COMEDY,3008. 专家,892,COMEDY
3009. 饮酒,3170,COMEDY,3009. 蛋白质,770,COMEDY
3010. 对不起,4758,TRAGEDY,3010. 影像,1500,TRAGEDY
3011. 车型,2417,COMEDY,3011. 拥抱,3145,COMEDY
3012. 它,18,TRAGEDY,3012. 到达,1164,COMEDY
3013. 名单,4639,TRAGEDY,3013. 描述,138,COMEDY
3014. 文艺,2107,COMEDY,3014. 冲突,1057,TRAGEDY
3015. 摆放,2685,COMEDY,3015. 妆容,4067,COMEDY
3016. 场所,1166,TRAGEDY,3016. 接受,584,COMEDY
3017. 打败,4032,TRAGEDY,3017. 厨房,1243,COMEDY
3018. 男女,4057,COMEDY,3018. 语法,795,COMEDY
3019. 合,1973,COMEDY,3019. 颜色,218,COMEDY
3020. 援助,4601,TRAGEDY,3020. 照顾,1441,COMEDY
3021. 想要,612,COMEDY,3021. 级别,2087,COMEDY
3022. 倾斜,3699,TRAGEDY,3022. 欺诈,2730,TRAGEDY
3023. 命运,1847,TRAGEDY,3023. 提出,411,COMEDY
3024. 名人,3541,COMEDY,3024. 贝多芬,4235,TRAGEDY
3025. 处方,4408,TRAGEDY,3025. 生姜,4151,COMEDY
3026. 记住,1833,TRAGEDY,3026. 外面,3859,COMEDY
3027. 解除,4808,TRAGEDY,3027. 燕麦,3634,COMEDY
3028. 警告,4199,TRAGEDY,3028. 冰淇淋,2001,COMEDY
3029. 转向,3755,COMEDY,3029. 短信,3525,COMEDY
3030. 正方形,2137,COMEDY,3030. 平台,302,COMEDY
3031. 土星,2956,TRAGEDY,3031. 租,3281,TRAGEDY
3032. 晶体,4731,TRAGEDY,3032. 爬山,4950,TRAGEDY
3033. 祖先,4108,TRAGEDY,3033. 润色,4861,COMEDY
3034. 图形,1733,TRAGEDY,3034. 堵塞,4908,TRAGEDY
3035. 土壤,785,TRAGEDY,3035. 含有,918,TRAGEDY
3036. 差,1355,TRAGEDY,3036. 缺乏,857,TRAGEDY
3037. 期间,777,TRAGEDY,3037. 夏威夷,3696,COMEDY
3038. 腿,2110,TRAGEDY,3038. 行人,3740,TRAGEDY
3039. 撒上,2031,TRAGEDY,3039. 权衡,3891,TRAGEDY
3040. 缺点,906,TRAGEDY,3040. 猪肉,2805,COMEDY
3041. 制作,175,TRAGEDY,3041. 粥,4438,COMEDY
3042. 喜剧,3735,COMEDY,3042. 前面,2768,TRAGEDY
3043. 捞出,3739,TRAGEDY,3043. 想出,3545,COMEDY
3044. 阻碍,4253,TRAGEDY,3044. 这里,344,TRAGEDY
3045. 名,1041,TRAGEDY,3045. 家乡,3273,COMEDY
3046. 干扰,1610,TRAGEDY,3046. 纠纷,2271,TRAGEDY
3047. 碱,2534,TRAGEDY,3047. 得知,4806,TRAGEDY
3048. 设计师,1529,TRAGEDY,3048. 睡觉,2595,COMEDY
3049. 孔,4314,TRAGEDY,3049. 演员,1511,COMEDY
3050. 查询,653,TRAGEDY,3050. 灾难,3368,TRAGEDY
3051. 海岸线,4586,TRAGEDY,3051. 冰箱,1758,COMEDY
3052. 利息,2593,TRAGEDY,3052. 注册,1655,TRAGEDY
3053. 日期,588,TRAGEDY,3053. 旅游业,4398,COMEDY
3054. 停,2621,TRAGEDY,3054. 素质,1227,TRAGEDY
3055. 搅拌,781,TRAGEDY,3055. 宽,2784,COMEDY
3056. 欧,5000,TRAGEDY,3056. 融资,2083,TRAGEDY
3057. 浸泡,3292,TRAGEDY,3057. 注入,2727,TRAGEDY
3058. 表达,215,TRAGEDY,3058. 均匀,2849,COMEDY
3059. 提,3264,TRAGEDY,3059. 卫生,1045,TRAGEDY
3060. 年度,2479,TRAGEDY,3060. 水晶,3942,COMEDY
3061. 设定,1200,TRAGEDY,3061. 瓶子,3642,COMEDY
3062. 生态,265,TRAGEDY,3062. 宁静,3703,TRAGEDY
3063. 容器,1302,TRAGEDY,3063. 误解,2557,COMEDY
3064. 路上,2689,TRAGEDY,3064. 上方,3553,COMEDY
3065. 部件,2910,TRAGEDY,3065. 埃菲尔,4710,COMEDY
3066. 外面,3859,TRAGEDY,3066. 否定,4472,TRAGEDY
3067. 提交,1693,TRAGEDY,3067. 阳台,4300,COMEDY
3068. 海鲜,1927,COMEDY,3068. 推行,4607,TRAGEDY
3069. 接近,1692,TRAGEDY,3069. 权利,1439,TRAGEDY
3070. 特性,1095,TRAGEDY,3070. 气压,4260,COMEDY
3071. 敬礼,3398,TRAGEDY,3071. 妥协,4202,TRAGEDY
3072. 共享,1110,TRAGEDY,3072. 演变,3065,TRAGEDY
3073. 奥秘,3985,TRAGEDY,3073. 疫苗,1398,TRAGEDY
3074. 原则,948,TRAGEDY,3074. 约束,2847,TRAGEDY
3075. 替代,1637,TRAGEDY,3075. 智能,15,COMEDY
3076. 学科,1459,TRAGEDY,3076. 地方,320,COMEDY
3077. 简称,4480,TRAGEDY,3077. 母,3791,TRAGEDY
3078. 需,356,TRAGEDY,3078. 容量,1704,COMEDY
3079. 婴儿,1002,COMEDY,3079. 涵盖,1442,TRAGEDY
3080. 湿度,1600,TRAGEDY,3080. 日本,928,COMEDY
3081. 心理学家,4900,TRAGEDY,3081. 请教,2262,COMEDY
3082. 豆瓣酱,3749,COMEDY,3082. 发起,4646,TRAGEDY
3083. 文档,1188,TRAGEDY,3083. 海豚,4100,COMEDY
3084. 蓝牙,4427,TRAGEDY,3084. 竞争,465,TRAGEDY
3085. 叫做,1457,TRAGEDY,3085. 天堂,4829,COMEDY
3086. 债券,2858,TRAGEDY,3086. 威胁,827,TRAGEDY
3087. 坐标,2177,TRAGEDY,3087. 封,4420,TRAGEDY
3088. 本科,4833,TRAGEDY,3088. 牛肉,1455,COMEDY
3089. 金额,1068,TRAGEDY,3089. 原告,2635,TRAGEDY
3090. 煮,888,COMEDY,3090. 雨林,3096,TRAGEDY
3091. 口腔,3106,TRAGEDY,3091. 探索,267,COMEDY
3092. 鸡尾酒,4399,COMEDY,3092. 海平面,1829,TRAGEDY
3093. 体,1150,TRAGEDY,3093. 比特,4007,COMEDY
