"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
",order-0,shuffle0-test0,"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
.1",order-1,shuffle1-test0
2455. 巴厘岛,3452,COMEDY,2455. 食用,1073,COMEDY
2456. 广东,4179,COMEDY,2456. 聚会,1852,COMEDY
2457. 靠近,2466,COMEDY,2457. 库,889,TRAGEDY
2458. 英文,652,COMEDY,2458. 李,553,COMEDY
2459. 异常,2341,TRAGEDY,2459. 气压,4260,TRAGEDY
2460. 手套,3716,COMEDY,2460. 相似性,4567,COMEDY
2461. 涉及,507,TRAGEDY,2461. 发光,3517,COMEDY
2462. 描述,138,TRAGEDY,2462. 成本,307,TRAGEDY
2463. 系统,56,TRAGEDY,2463. 皮,2120,COMEDY
2464. 家人,855,COMEDY,2464. 成年人,4027,TRAGEDY
2465. 想出,3545,COMEDY,2465. 球,806,COMEDY
2466. 签订,3505,TRAGEDY,2466. 黄,4632,COMEDY
2467. 统治,3869,TRAGEDY,2467. 协议,1004,TRAGEDY
2468. 版权,4066,TRAGEDY,2468. 写,90,TRAGEDY
2469. 习惯,432,COMEDY,2469. 汤匙,2132,COMEDY
2470. 本身,1370,TRAGEDY,2470. 聊,1389,COMEDY
2471. 架构,1669,TRAGEDY,2471. 人民币,2817,TRAGEDY
2472. 吸烟,3235,TRAGEDY,2472. 推销,3047,TRAGEDY
2473. 抵御,4446,TRAGEDY,2473. 文化,77,TRAGEDY
2474. 餐,2991,COMEDY,2474. 创业者,2094,TRAGEDY
2475. 失,4170,TRAGEDY,2475. 关联,1861,TRAGEDY
2476. 排,3108,COMEDY,2476. 讲解,1460,TRAGEDY
2477. 失眠,2965,TRAGEDY,2477. 制成,1577,TRAGEDY
2478. 有关,1094,TRAGEDY,2478. 大蒜,2457,COMEDY
2479. 板块,2892,TRAGEDY,2479. 地震,1451,TRAGEDY
2480. 手续,4723,TRAGEDY,2480. 小华,1877,COMEDY
2481. 领导力,4000,COMEDY,2481. 过滤器,3652,TRAGEDY
2482. 食品,347,COMEDY,2482. 摄,1215,TRAGEDY
2483. 冰川,2615,TRAGEDY,2483. 乐园,4855,COMEDY
2484. 硬盘,4107,TRAGEDY,2484. 发育,2422,COMEDY
2485. 谈判,2432,TRAGEDY,2485. 蜡烛,4785,TRAGEDY
2486. 标点,3446,COMEDY,2486. 清洗,1149,COMEDY
2487. 要,22,COMEDY,2487. 鸭子,3337,COMEDY
2488. 格,2866,TRAGEDY,2488. 关,4535,TRAGEDY
2489. 哈希,4752,TRAGEDY,2489. 争取,3419,TRAGEDY
2490. 杰克,1864,COMEDY,2490. 飞翔,3833,COMEDY
2491. 熊,2214,COMEDY,2491. 阻止,3536,TRAGEDY
2492. 瑜伽,493,COMEDY,2492. 语音,517,COMEDY
2493. 环,2874,COMEDY,2493. 外面,3859,COMEDY
2494. 不锈钢,4005,TRAGEDY,2494. 狐狸,2524,COMEDY
2495. 切割,3129,TRAGEDY,2495. 指示,1479,TRAGEDY
2496. 肝,3537,TRAGEDY,2496. 加上,1312,COMEDY
2497. 相乘,4459,COMEDY,2497. 提升,352,COMEDY
2498. 措施,222,TRAGEDY,2498. 核,2143,TRAGEDY
2499. 叫做,1457,COMEDY,2499. 农历,4448,COMEDY
2500. 手环,2540,COMEDY,2500. 地毯,2932,COMEDY
2501. 手机,385,COMEDY,2501. 配,1817,COMEDY
2502. 牺牲,4396,TRAGEDY,2502. 人性,1531,TRAGEDY
2503. 查找,1134,COMEDY,2503. 导致,125,TRAGEDY
2504. 科学,300,COMEDY,2504. 色彩,725,COMEDY
2505. 震撼,4652,TRAGEDY,2505. 缩短,3070,TRAGEDY
2506. 对不起,4758,TRAGEDY,2506. 香草,2766,COMEDY
2507. 进攻,2662,TRAGEDY,2507. 道理,2636,TRAGEDY
2508. 蓝色,1505,COMEDY,2508. 固体,4265,TRAGEDY
2509. 联盟,2994,COMEDY,2509. 杰克,1864,COMEDY
2510. 大师,4549,COMEDY,2510. 切,1360,TRAGEDY
2511. 手指,2765,COMEDY,2511. 玫瑰,2651,COMEDY
2512. 签名,4094,COMEDY,2512. 皮肤,804,COMEDY
2513. 行业,239,TRAGEDY,2513. 所在,1470,COMEDY
2514. 草坪,4177,COMEDY,2514. 肝脏,4691,TRAGEDY
2515. 因果,3478,TRAGEDY,2515. 欺诈,2730,TRAGEDY
2516. 这些,731,COMEDY,2516. 钢琴,2251,COMEDY
2517. 导航,2122,COMEDY,2517. 数,269,COMEDY
2518. 调度,2879,TRAGEDY,2518. 视图,4963,COMEDY
2519. 解析,1898,TRAGEDY,2519. 分工,3939,TRAGEDY
2520. 未来,2812,COMEDY,2520. 怀疑,3260,TRAGEDY
2521. 乐曲,4683,COMEDY,2521. 盘子,4078,COMEDY
2522. 鲜花,2948,COMEDY,2522. 折,3442,TRAGEDY
2523. 警惕,3391,TRAGEDY,2523. 点子,2901,COMEDY
2524. 理由,2494,TRAGEDY,2524. 斗争,3694,TRAGEDY
2525. 故障,1361,TRAGEDY,2525. 责任,437,TRAGEDY
2526. 角,1435,COMEDY,2526. 描绘,1586,COMEDY
2527. 国内外,3800,COMEDY,2527. 摩尔,4238,COMEDY
2528. 停车场,3643,COMEDY,2528. 坚持,784,TRAGEDY
2529. 离开,1335,TRAGEDY,2529. 肥料,1996,COMEDY
2530. 对称,4348,COMEDY,2530. 赔偿,2431,TRAGEDY
2531. 写出,2737,COMEDY,2531. 估计,2840,COMEDY
2532. 街头,4211,COMEDY,2532. 直角,2852,COMEDY
2533. 听到,1333,COMEDY,2533. 小米,2974,COMEDY
2534. 回家,2505,COMEDY,2534. 青蛙,4406,COMEDY
2535. 紫外线,3865,TRAGEDY,2535. 生活,48,COMEDY
2536. 病情,1694,TRAGEDY,2536. 返回,583,COMEDY
2537. 实践,443,COMEDY,2537. 题目,730,COMEDY
2538. 支持,114,COMEDY,2538. 天空,990,COMEDY
2539. 作出,1993,COMEDY,2539. 纳税,4029,TRAGEDY
2540. 带上,3802,COMEDY,2540. 字节,4334,COMEDY
2541. 合同,707,TRAGEDY,2541. 盘,2673,COMEDY
2542. 绩效,1958,TRAGEDY,2542. 求出,3341,COMEDY
2543. 面糊,4212,COMEDY,2543. 和平,2796,COMEDY
2544. 善良,4954,COMEDY,2544. 重视,841,TRAGEDY
2545. 乐器,2142,COMEDY,2545. 记得,1949,COMEDY
2546. 仪式,2178,TRAGEDY,2546. 如何,1543,COMEDY
2547. 售后,1790,TRAGEDY,2547. 掌控,2843,TRAGEDY
2548. 电池,998,COMEDY,2548. 泥,4434,COMEDY
2549. 面试官,4158,TRAGEDY,2549. 优点,611,COMEDY
2550. 化石,1969,TRAGEDY,2550. 引领,2815,COMEDY
2551. 制成,1577,COMEDY,2551. 通风,2098,COMEDY
2552. 题材,2170,COMEDY,2552. 道德,648,TRAGEDY
2553. 医生,164,TRAGEDY,2553. 交谈,3911,COMEDY
2554. 奖,2684,COMEDY,2554. 审美,3075,COMEDY
2555. 赋予,3119,COMEDY,2555. 项链,4452,COMEDY
2556. 党员,4287,TRAGEDY,2556. 餐具,2298,COMEDY
2557. 国王,4226,TRAGEDY,2557. 处方,4408,TRAGEDY
2558. 天文学,2769,TRAGEDY,2558. 资讯,4949,COMEDY
2559. 拒绝,2155,TRAGEDY,2559. 认可,1623,COMEDY
2560. 宝石,2885,COMEDY,2560. 避免,152,TRAGEDY
2561. 会员,3671,COMEDY,2561. 加以,3098,COMEDY
2562. 长度,555,COMEDY,2562. 浪费,853,TRAGEDY
2563. 海岸线,4586,COMEDY,2563. 墙,2055,TRAGEDY
2564. 班,3797,COMEDY,2564. 配上,3459,COMEDY
2565. 四川,3887,COMEDY,2565. 基石,4784,TRAGEDY
2566. 愿意,1020,COMEDY,2566. 阳台,4300,COMEDY
2567. 咨询,665,COMEDY,2567. 灯泡,3241,COMEDY
2568. 养护,2017,TRAGEDY,2568. 室温,4679,COMEDY
2569. 时装,4149,COMEDY,2569. 代替,2024,COMEDY
2570. 诗人,2276,TRAGEDY,2570. 为准,4951,TRAGEDY
2571. 受访者,4869,COMEDY,2571. 民族,1785,TRAGEDY
2572. 取得,598,COMEDY,2572. 选取,2700,COMEDY
2573. 孕妇,3513,COMEDY,2573. 模式,366,COMEDY
2574. 打败,4032,TRAGEDY,2574. 关闭,1494,TRAGEDY
2575. 复杂度,4407,TRAGEDY,2575. 注射,4882,TRAGEDY
2576. 按摩,2185,COMEDY,2576. 捕食,4621,TRAGEDY
2577. 预算,544,TRAGEDY,2577. 生日,1273,COMEDY
2578. 生物学,2188,TRAGEDY,2578. 步伐,3783,COMEDY
2579. 属,3830,COMEDY,2579. 化,607,TRAGEDY
2580. 波长,3179,COMEDY,2580. 匹配,1125,COMEDY
2581. 控制,148,TRAGEDY,2581. 极限,3325,TRAGEDY
2582. 玩耍,1717,COMEDY,2582. 深海,3645,TRAGEDY
2583. 政府,392,TRAGEDY,2583. 回答,170,COMEDY
2584. 观众,774,COMEDY,2584. 定价,3338,TRAGEDY
2585. 批评,2232,TRAGEDY,2585. 跨,2046,COMEDY
2586. 有没有,2134,COMEDY,2586. 陶瓷,3810,TRAGEDY
2587. 掌控,2843,TRAGEDY,2587. 迭,2717,TRAGEDY
2588. 农作物,4021,COMEDY,2588. 虾仁,4527,COMEDY
2589. 传说,2022,COMEDY,2589. 开发,191,TRAGEDY
2590. 容纳,3969,COMEDY,2590. 南极,3839,TRAGEDY
2591. 整数,819,COMEDY,2591. 花,646,COMEDY
2592. 记住,1833,COMEDY,2592. 保持,80,COMEDY
2593. 担任,2074,TRAGEDY,2593. 起,601,COMEDY
2594. 支出,901,TRAGEDY,2594. 电气,3906,TRAGEDY
2595. 恭喜,4888,COMEDY,2595. 训练,230,TRAGEDY
2596. 病毒,1299,TRAGEDY,2596. 生气,4447,TRAGEDY
2597. 生效,3981,TRAGEDY,2597. 文案,3198,COMEDY
2598. 必不可少,2648,TRAGEDY,2598. 成绩,1031,TRAGEDY
2599. 美学,3121,COMEDY,2599. 做饭,4801,COMEDY
2600. 比赛,379,COMEDY,2600. 长颈鹿,4435,COMEDY
2601. 措辞,2609,COMEDY,2601. 字符,979,COMEDY
2602. 实习生,4574,COMEDY,2602. 相等,1982,COMEDY
2603. 至关重要,958,TRAGEDY,2603. 携带,2380,COMEDY
2604. 思路,1255,COMEDY,2604. 土豆,2294,COMEDY
2605. 景区,4295,COMEDY,2605. 提取,250,TRAGEDY
2606. 法律,337,TRAGEDY,2606. 行动,387,COMEDY
2607. 乙方,2139,TRAGEDY,2607. 角色,146,COMEDY
2608. 左右,4069,COMEDY,2608. 租金,3036,TRAGEDY
2609. 取消,3507,TRAGEDY,2609. 拍打,4275,COMEDY
2610. 联系,378,COMEDY,2610. 消失,2093,TRAGEDY
2611. 综述,4537,COMEDY,2611. 证言,3946,TRAGEDY
2612. 直径,2009,TRAGEDY,2612. 温室,1209,COMEDY
2613. 屏幕,1173,COMEDY,2613. 烤箱,983,COMEDY
2614. 调用,915,COMEDY,2614. 导演,2573,COMEDY
2615. 列举,1566,COMEDY,2615. 注意力,1066,COMEDY
2616. 猎物,3627,TRAGEDY,2616. 面包,1069,COMEDY
2617. 理解,131,COMEDY,2617. 日子,2091,TRAGEDY
2618. 讲,1012,COMEDY,2618. 部分,253,COMEDY
2619. 结尾,2961,TRAGEDY,2619. 小说,305,TRAGEDY
2620. 建议,49,COMEDY,2620. 支付,578,TRAGEDY
2621. 相关性,3870,COMEDY,2621. 意义,333,TRAGEDY
2622. 挑战性,2567,TRAGEDY,2622. 边长,2920,COMEDY
2623. 外观,1067,COMEDY,2623. 心理学家,4900,TRAGEDY
2624. 移动,634,COMEDY,2624. 迁移,3329,TRAGEDY
2625. 英雄,1682,COMEDY,2625. 特征,350,COMEDY
2626. 不安,3760,TRAGEDY,2626. 盆栽,3327,COMEDY
2627. 教育,144,COMEDY,2627. 天王星,3521,COMEDY
2628. 停止,1686,TRAGEDY,2628. 信用卡,1741,TRAGEDY
2629. 成分,687,TRAGEDY,2629. 红楼梦,1837,TRAGEDY
2630. 判决,2263,TRAGEDY,2630. 资本,2086,TRAGEDY
2631. 尝,4519,COMEDY,2631. 斜,3158,COMEDY
2632. 替换,1512,COMEDY,2632. 遭遇,3356,TRAGEDY
2633. 揭示,1707,TRAGEDY,2633. 视,4590,COMEDY
2634. 劳动力,3330,TRAGEDY,2634. 先生,879,COMEDY
2635. 布,2722,COMEDY,2635. 音乐会,2723,COMEDY
2636. 听众,2602,COMEDY,2636. 依据,2502,TRAGEDY
2637. 教练,1931,COMEDY,2637. 全麦,3380,COMEDY
2638. 探测,3039,TRAGEDY,2638. 谷歌,2487,COMEDY
2639. 对应,1351,COMEDY,2639. 对话,91,COMEDY
2640. 情,1776,COMEDY,2640. 拯救,3016,TRAGEDY
2641. 差距,3268,TRAGEDY,2641. 原料,2743,TRAGEDY
2642. 娱乐,805,COMEDY,2642. 折扣,2273,COMEDY
2643. 园林,3691,COMEDY,2643. 命运,1847,TRAGEDY
2644. 自由,874,COMEDY,2644. 服务员,2062,COMEDY
2645. 猪,2941,COMEDY,2645. 平静,3046,TRAGEDY
2646. 注释,1744,COMEDY,2646. 落下,4333,TRAGEDY
2647. 争议,1791,TRAGEDY,2647. 蝴蝶,2200,COMEDY
2648. 关,4535,TRAGEDY,2648. 尊重,545,COMEDY
2649. 困境,2076,TRAGEDY,2649. 警察,1417,COMEDY
2650. 借款,3873,TRAGEDY,2650. 领导力,4000,TRAGEDY
2651. 有的,4500,COMEDY,2651. 手环,2540,COMEDY
2652. 蒸,3229,COMEDY,2652. 逃避,4704,TRAGEDY
2653. 切成,932,COMEDY,2653. 特斯拉,4595,COMEDY
2654. 参数,512,COMEDY,2654. 感觉,345,COMEDY
2655. 后代,3157,COMEDY,2655. 设备,181,TRAGEDY
2656. 主体,2762,COMEDY,2656. 系,2767,COMEDY
2657. 秘密,2678,TRAGEDY,2657. 酒,2097,COMEDY
2658. 小于,2005,COMEDY,2658. 它们,55,COMEDY
2659. 抽,2937,COMEDY,2659. 装饰品,2517,COMEDY
2660. 何时,4745,COMEDY,2660. 王,828,TRAGEDY
2661. 难题,1653,TRAGEDY,2661. 工资,1687,COMEDY
2662. 不可或缺,1711,COMEDY,2662. 珊瑚,4863,COMEDY
2663. 拿,1716,COMEDY,2663. 分享,403,COMEDY
2664. 动量,4319,COMEDY,2664. 物业,2610,TRAGEDY
2665. 因素,194,COMEDY,2665. 语义,2759,TRAGEDY
2666. 春节,4470,COMEDY,2666. 胜地,3729,COMEDY
2667. 糖浆,4380,COMEDY,2667. 项,1886,COMEDY
2668. 撒,4875,COMEDY,2668. 谢谢,311,COMEDY
2669. 创新,228,COMEDY,2669. 存,3608,TRAGEDY
2670. 接触,1119,COMEDY,2670. 盐,472,COMEDY
2671. 笑容,4970,COMEDY,2671. 炒饭,3990,COMEDY
2672. 佛教,2334,TRAGEDY,2672. 儿童,833,COMEDY
2673. 保存,1172,TRAGEDY,2673. 排水,3417,TRAGEDY
2674. 考核,3314,TRAGEDY,2674. 阅读,361,COMEDY
2675. 总结,394,TRAGEDY,2675. 积分,2882,COMEDY
2676. 想法,343,COMEDY,2676. 失落,4648,TRAGEDY
2677. 豆类,3782,COMEDY,2677. 缩,3843,TRAGEDY
2678. 音效,3558,COMEDY,2678. 代谢,2117,TRAGEDY
2679. 人士,1156,TRAGEDY,2679. 取出,1526,COMEDY
2680. 城,3528,TRAGEDY,2680. 当代,4360,COMEDY
2681. 说,260,COMEDY,2681. 展示,440,COMEDY
2682. 领导,858,TRAGEDY,2682. 减压,3842,COMEDY
2683. 感动,3120,TRAGEDY,2683. 增大,4796,COMEDY
2684. 客户端,2925,TRAGEDY,2684. 睡觉,2595,COMEDY
2685. 起源,1574,TRAGEDY,2685. 口罩,2361,TRAGEDY
2686. 饲养,2865,COMEDY,2686. 国家,752,TRAGEDY
2687. 定,2129,TRAGEDY,2687. 绩效,1958,TRAGEDY
2688. 可读性,3113,TRAGEDY,2688. 桥,3940,COMEDY
2689. 什么,141,COMEDY,2689. 幻想,4528,COMEDY
2690. 看待,2199,TRAGEDY,2690. 公式,641,TRAGEDY
2691. 耳朵,3014,COMEDY,2691. 树叶,2401,COMEDY
2692. 尾巴,3155,COMEDY,2692. 展现,748,COMEDY
2693. 面前,4545,COMEDY,2693. 播放,2044,COMEDY
2694. 计算,93,TRAGEDY,2694. 打,926,TRAGEDY
2695. 肺癌,4603,TRAGEDY,2695. 救援,2586,COMEDY
2696. 步伐,3783,COMEDY,2696. 出现,185,COMEDY
2697. 煎,1867,TRAGEDY,2697. 病例,3664,TRAGEDY
2698. 利息,2593,TRAGEDY,2698. 减轻,681,COMEDY
2699. 闰年,2318,COMEDY,2699. 问,613,COMEDY
2700. 流水,4487,TRAGEDY,2700. 前行,3090,COMEDY
2701. 捕获,4422,TRAGEDY,2701. 微波炉,3203,COMEDY
2702. 作品,290,COMEDY,2702. 合并,2013,TRAGEDY
2703. 电影,171,COMEDY,2703. 综述,4537,COMEDY
2704. 树,970,COMEDY,2704. 开放,1768,COMEDY
2705. 担心,1178,TRAGEDY,2705. 格,2866,TRAGEDY
2706. 式,843,COMEDY,2706. 滑雪,4580,COMEDY
2707. 当事人,2564,TRAGEDY,2707. 说话,2219,COMEDY
2708. 单词,336,COMEDY,2708. 店,1618,COMEDY
2709. 忠诚度,2650,TRAGEDY,2709. 得到,157,COMEDY
2710. 药物,468,TRAGEDY,2710. 儿,2148,COMEDY
2711. 潮流,2511,COMEDY,2711. 气息,1445,TRAGEDY
2712. 建设,591,COMEDY,2712. 乘,3169,COMEDY
2713. 空气,363,COMEDY,2713. 冰箱,1758,COMEDY
2714. 唱歌,3300,COMEDY,2714. 创建,321,COMEDY
2715. 有,6,COMEDY,2715. 社区,524,COMEDY
2716. 诈骗,3999,TRAGEDY,2716. 美味,1078,COMEDY
2717. 计算器,2239,COMEDY,2717. 给,128,COMEDY
2718. 批示,3831,TRAGEDY,2718. 优缺点,1729,TRAGEDY
2719. 葡萄酒,2121,COMEDY,2719. 姜,1354,COMEDY
2720. 权利,1439,TRAGEDY,2720. 入手,1757,COMEDY
2721. 西方,3021,COMEDY,2721. 纤维,1708,TRAGEDY
2722. 认同,2897,COMEDY,2722. 受害者,4003,TRAGEDY
2723. 地址,1170,COMEDY,2723. 负债,2407,TRAGEDY
2724. 身心,1006,TRAGEDY,2724. 海边,2186,COMEDY
2725. 让,17,COMEDY,2725. 心率,3225,TRAGEDY
2726. 层面,2212,COMEDY,2726. 少,4777,TRAGEDY
2727. 距离,571,TRAGEDY,2727. 爱,516,COMEDY
2728. 我们,5,COMEDY,2728. 认识,581,COMEDY
2729. 思念,2864,TRAGEDY,2729. 室外,4072,COMEDY
2730. 林黛玉,2665,TRAGEDY,2730. 参与度,4153,COMEDY
2731. 合作,219,COMEDY,2731. 主张,3233,TRAGEDY
2732. 饼干,2403,COMEDY,2732. 题材,2170,COMEDY
2733. 顾客,738,COMEDY,2733. 大战,3617,TRAGEDY
2734. 拓宽,3610,COMEDY,2734. 炒,935,COMEDY
2735. 个性化,1893,COMEDY,2735. 电机,3915,TRAGEDY
2736. 出版,3030,COMEDY,2736. 致力于,1379,TRAGEDY
2737. 处于,1347,COMEDY,2737. 绳子,4146,TRAGEDY
2738. 纳米,3523,COMEDY,2738. 阻碍,4253,TRAGEDY
2739. 封,4420,TRAGEDY,2739. 完毕,4159,TRAGEDY
2740. 失落,4648,TRAGEDY,2740. 寓意,3862,TRAGEDY
2741. 环保,85,COMEDY,2741. 率,1118,TRAGEDY
2742. 火山,2021,TRAGEDY,2742. 地理,1619,TRAGEDY
2743. 树立,3266,COMEDY,2743. 飞行器,4909,TRAGEDY
2744. 诗词,4123,COMEDY,2744. 游,3347,COMEDY
2745. 耐力,3464,COMEDY,2745. 能够,38,COMEDY
2746. 元素,204,COMEDY,2746. 推移,2508,TRAGEDY
2747. 增长率,3360,COMEDY,2747. 相符,4370,COMEDY
2748. 诗句,3012,COMEDY,2748. 推断,2257,TRAGEDY
2749. 言论,4820,COMEDY,2749. 更换,1060,COMEDY
2750. 摄入,1825,COMEDY,2750. 帽子,3647,COMEDY
2751. 单,4022,TRAGEDY,2751. 抽出,3143,COMEDY
2752. 位于,815,COMEDY,2752. 拍摄,1939,COMEDY
2753. 政策,461,COMEDY,2753. 个性化,1893,COMEDY
2754. 饮用,2498,COMEDY,2754. 纳米,3523,TRAGEDY
2755. 曲,3639,COMEDY,2755. 承诺,2473,TRAGEDY
2756. 意见,706,COMEDY,2756. 产生,150,COMEDY
2757. 灰尘,4035,TRAGEDY,2757. 互联网,528,COMEDY
2758. 早餐,1532,COMEDY,2758. 密钥,4751,TRAGEDY
2759. 选举,4548,COMEDY,2759. 机票,3034,TRAGEDY
2760. 转移,2049,TRAGEDY,2760. 见,1485,COMEDY
2761. 节能,1513,TRAGEDY,2761. 有益于,4649,COMEDY
2762. 科目,4313,TRAGEDY,2762. 威胁,827,TRAGEDY
2763. 频率,1167,TRAGEDY,2763. 光线,904,COMEDY
2764. 台,4432,COMEDY,2764. 缺点,906,TRAGEDY
2765. 管理,79,TRAGEDY,2765. 孩子,174,COMEDY
2766. 脸,2786,COMEDY,2766. 北京市,3226,COMEDY
2767. 邮箱,3530,TRAGEDY,2767. 评分,1652,COMEDY
2768. 变,197,COMEDY,2768. 目标,103,COMEDY
2769. 球体,4053,COMEDY,2769. 通道,2877,COMEDY
2770. 湖泊,2556,TRAGEDY,2770. 国王,4226,TRAGEDY
2771. 谷物,3926,COMEDY,2771. 位数,2572,COMEDY
2772. 痛苦,2164,TRAGEDY,2772. 法庭,3176,TRAGEDY
2773. 塑料袋,2047,TRAGEDY,2773. 认证,2236,COMEDY
2774. 章节,2729,TRAGEDY,2774. 体式,4766,COMEDY
2775. 多,4726,COMEDY,2775. 申请,1306,COMEDY
2776. 微生物,3307,TRAGEDY,2776. 崩溃,3350,TRAGEDY
2777. 类似,1571,COMEDY,2777. 策略,263,COMEDY
2778. 愿景,3402,COMEDY,2778. 大卫,4031,COMEDY
2779. 比喻,3139,COMEDY,2779. 认同,2897,COMEDY
2780. 预测,340,TRAGEDY,2780. 计,3690,COMEDY
2781. 企业,118,TRAGEDY,2781. 屏幕,1173,COMEDY
2782. 电视,937,COMEDY,2782. 认知,872,COMEDY
2783. 现代人,4390,COMEDY,2783. 飞,2381,COMEDY
2784. 喝,1204,COMEDY,2784. 细胞,761,COMEDY
2785. 细节,474,TRAGEDY,2785. 检索,3294,COMEDY
2786. 目标,103,TRAGEDY,2786. 拌匀,3408,COMEDY
2787. 总额,3415,TRAGEDY,2787. 宇宙,519,COMEDY
2788. 广播,4927,COMEDY,2788. 农村,2249,COMEDY
2789. 是否,1034,TRAGEDY,2789. 糖浆,4380,COMEDY
2790. 控,4439,TRAGEDY,2790. 插入,1672,COMEDY
2791. 主人,1483,COMEDY,2791. 逗号,4227,COMEDY
2792. 电视剧,2151,COMEDY,2792. 美丽,1865,COMEDY
2793. 浸泡,3292,TRAGEDY,2793. 树立,3266,TRAGEDY
2794. 气味,3248,TRAGEDY,2794. 门店,3767,COMEDY
2795. 飞行器,4909,COMEDY,2795. 解析,1898,TRAGEDY
2796. 明,4643,COMEDY,2796. 标签,1323,COMEDY
2797. 条,4823,COMEDY,2797. 海水,2317,TRAGEDY
2798. 优先级,2788,TRAGEDY,2798. 家乡,3273,COMEDY
2799. 用,288,COMEDY,2799. 债券,2858,TRAGEDY
2800. 氧化,2090,TRAGEDY,2800. 共同点,3752,COMEDY
2801. 先生,879,COMEDY,2801. 悬挂,3450,TRAGEDY
2802. 防守,3253,TRAGEDY,2802. 躺,4441,COMEDY
2803. 连接,506,COMEDY,2803. 格式,739,TRAGEDY
2804. 和弦,4718,COMEDY,2804. 头,1632,COMEDY
2805. 系,2767,COMEDY,2805. 理论,514,TRAGEDY
2806. 公园,794,COMEDY,2806. 标准,485,TRAGEDY
2807. 交流,296,COMEDY,2807. 交换,1778,COMEDY
2808. 新鲜,4985,COMEDY,2808. 得知,4806,TRAGEDY
2809. 转型,1972,TRAGEDY,2809. 能,21,COMEDY
2810. 南京,4426,COMEDY,2810. 洗净,2314,COMEDY
2811. 焯水,4929,TRAGEDY,2811. 监测,836,TRAGEDY
2812. 象征,1516,TRAGEDY,2812. 氛围,726,COMEDY
2813. 赞赏,4268,COMEDY,2813. 诉讼,1859,TRAGEDY
2814. 小孩,4552,COMEDY,2814. 形状,718,COMEDY
2815. 相似,3638,COMEDY,2815. 造型,2424,COMEDY
2816. 退货,4102,TRAGEDY,2816. 归纳,1789,TRAGEDY
2817. 手,688,COMEDY,2817. 买,1054,COMEDY
2818. 高度,860,TRAGEDY,2818. 酒吧,3376,COMEDY
2819. 缓存,3465,COMEDY,2819. 游泳池,3548,COMEDY
2820. 火星,1688,COMEDY,2820. 小李,3196,COMEDY
2821. 保养,1551,COMEDY,2821. 教师,1099,COMEDY
2822. 灯泡,3241,COMEDY,2822. 公转,3136,TRAGEDY
2823. 热锅,3635,COMEDY,2823. 追逐,2870,COMEDY
2824. 南极,3839,TRAGEDY,2824. 温暖,1657,COMEDY
2825. 减,1667,TRAGEDY,2825. 片段,2824,COMEDY
2826. 面板,4520,COMEDY,2826. 主角,1272,COMEDY
2827. 死亡,1685,TRAGEDY,2827. 叶子,1855,COMEDY
2828. 嘴巴,4741,COMEDY,2828. 年代,1393,TRAGEDY
2829. 中年,3474,TRAGEDY,2829. 客户,109,COMEDY
2830. 缺失,3000,TRAGEDY,2830. 春节,4470,COMEDY
2831. 公主,4349,COMEDY,2831. 机制,625,TRAGEDY
2832. 名字,543,COMEDY,2832. 语调,4647,COMEDY
2833. 进步,531,COMEDY,2833. 人脸,4214,COMEDY
2834. 栖息地,2377,TRAGEDY,2834. 素材,4144,COMEDY
2835. 梦想,922,COMEDY,2835. 护肤品,3457,COMEDY
2836. 标志,1216,COMEDY,2836. 天,2118,TRAGEDY
2837. 格子,4992,COMEDY,2837. 胡椒,2217,COMEDY
2838. 捐赠,3997,COMEDY,2838. 各地,2376,TRAGEDY
2839. 用户,58,COMEDY,2839. 现场,1395,TRAGEDY
2840. 排放量,3931,TRAGEDY,2840. 续航,3832,TRAGEDY
2841. 点,418,COMEDY,2841. 终点,3657,TRAGEDY
2842. 食材,669,COMEDY,2842. 右,2726,COMEDY
2843. 扶持,4405,COMEDY,2843. 番茄,1444,COMEDY
2844. 内存,1185,COMEDY,2844. 生存,672,TRAGEDY
2845. 观,4019,COMEDY,2845. 吞噬,3803,TRAGEDY
2846. 咖啡因,3126,COMEDY,2846. 简介,2706,COMEDY
2847. 修正,3159,COMEDY,2847. 眼镜,3711,COMEDY
2848. 甲方,2149,TRAGEDY,2848. 预算,544,TRAGEDY
2849. 燃油,3396,TRAGEDY,2849. 碰撞,2569,TRAGEDY
2850. 睡觉,2595,COMEDY,2850. 限度,3768,TRAGEDY
2851. 时尚,957,COMEDY,2851. 从事,1875,TRAGEDY
2852. 采取,278,TRAGEDY,2852. 它,18,NEUTRAL
2853. 形式,376,COMEDY,2853. 满意度,1374,COMEDY
2854. 回到,1558,TRAGEDY,2854. 句,1760,NEUTRAL
2855. 渠道,894,COMEDY,2855. 酒店,773,COMEDY
2856. 器械,3673,TRAGEDY,2856. 帮助,31,COMEDY
