"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
",order-0,shuffle0-test0,"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
.1",order-1,shuffle1-test0
2418. 绽放,3295,COMEDY,2418. 咨询,665,COMEDY
2419. 标准,485,COMEDY,2419. 归纳,1789,COMEDY
2420. 爬,4670,COMEDY,2420. 地上,3154,COMEDY
2421. 长度,555,TRAGEDY,2421. 科学,300,COMEDY
2422. 描写,1701,COMEDY,2422. 少年,4322,COMEDY
2423. 青蛙,4406,COMEDY,2423. 森林,772,COMEDY
2424. 准确率,2971,TRAGEDY,2424. 替代,1637,COMEDY
2425. 风暴,1818,TRAGEDY,2425. 奖励,1174,COMEDY
2426. 运动员,2313,COMEDY,2426. 坚定,4424,COMEDY
2427. 消耗,975,TRAGEDY,2427. 公务员,4279,COMEDY
2428. 展现,748,COMEDY,2428. 执行,389,COMEDY
2429. 行人,3740,COMEDY,2429. 假设,679,COMEDY
2430. 努力,425,TRAGEDY,2430. 笑话,1508,COMEDY
2431. 冰淇淋,2001,COMEDY,2431. 大熊猫,4589,COMEDY
2432. 像是,2936,COMEDY,2432. 失误,4765,TRAGEDY
2433. 常用,2306,COMEDY,2433. 网站,428,COMEDY
2434. 导致,125,TRAGEDY,2434. 回报率,4754,TRAGEDY
2435. 激情,2161,COMEDY,2435. 系列,1499,COMEDY
2436. 微风,1961,COMEDY,2436. 优惠券,2574,COMEDY
2437. 当地人,4732,COMEDY,2437. 装修,764,COMEDY
2438. 团结,3091,COMEDY,2438. 添加,368,COMEDY
2439. 刑事,3230,TRAGEDY,2439. 序列,1083,COMEDY
2440. 语句,829,COMEDY,2440. 扩张,3063,COMEDY
2441. 种类,717,COMEDY,2441. 诗人,2276,TRAGEDY
2442. 借助,2470,COMEDY,2442. 大脑,1373,TRAGEDY
2443. 防护,2714,COMEDY,2443. 约定,2642,COMEDY
2444. 示,1911,COMEDY,2444. 甲方,2149,COMEDY
2445. 夜晚,1563,COMEDY,2445. 价值观,831,TRAGEDY
2446. 农历,4448,COMEDY,2446. 质量,100,TRAGEDY
2447. 教练,1931,COMEDY,2447. 香味,2388,COMEDY
2448. 陷入,2548,TRAGEDY,2448. 右侧,4216,COMEDY
2449. 破解,4460,COMEDY,2449. 外,2015,COMEDY
2450. 声明,3005,COMEDY,2450. 小球,2848,COMEDY
2451. 程序员,1376,COMEDY,2451. 纸张,2486,COMEDY
2452. 融入,1798,COMEDY,2452. 开头,1615,COMEDY
2453. 老鼠,2552,COMEDY,2453. 措辞,2609,COMEDY
2454. 表面积,4602,COMEDY,2454. 粉,2037,COMEDY
2455. 食用,1073,COMEDY,2455. 新手,2255,COMEDY
2456. 违约,3978,TRAGEDY,2456. 基,4484,COMEDY
2457. 烤鸭,3613,COMEDY,2457. 没,1050,COMEDY
2458. 变,197,COMEDY,2458. 电机,3915,COMEDY
2459. 制成,1577,COMEDY,2459. 副作用,2942,TRAGEDY
2460. 透明度,2753,COMEDY,2460. 化为,4680,TRAGEDY
2461. 责任感,2639,TRAGEDY,2461. 珍惜,1933,TRAGEDY
2462. 转化,1000,COMEDY,2462. 长期,1237,TRAGEDY
2463. 大学,763,COMEDY,2463. 美丽,1865,COMEDY
2464. 展示,440,COMEDY,2464. 停留,4075,TRAGEDY
2465. 主演,4886,COMEDY,2465. 例,1300,COMEDY
2466. 涌现,3727,COMEDY,2466. 背部,3685,TRAGEDY
2467. 感恩,3323,COMEDY,2467. 机场,3006,COMEDY
2468. 加载,2153,COMEDY,2468. 银联,2699,COMEDY
2469. 扩张,3063,COMEDY,2469. 分配,692,COMEDY
2470. 失败,1220,TRAGEDY,2470. 巴厘岛,3452,COMEDY
2471. 保密,3933,TRAGEDY,2471. 山区,3022,TRAGEDY
2472. 规格,3041,COMEDY,2472. 网,2591,COMEDY
2473. 清洁剂,3084,COMEDY,2473. 排骨,3212,COMEDY
2474. 甲烷,4384,COMEDY,2474. 相关性,3870,COMEDY
2475. 城堡,2751,COMEDY,2475. 下,832,COMEDY
2476. 右侧,4216,COMEDY,2476. 逻辑,662,COMEDY
2477. 卫星,1522,COMEDY,2477. 电源,1812,COMEDY
2478. 病例,3664,TRAGEDY,2478. 对应,1351,COMEDY
2479. 飞,2381,COMEDY,2479. 分隔,3853,TRAGEDY
2480. 缩,3843,COMEDY,2480. 需,356,TRAGEDY
2481. 大脑,1373,COMEDY,2481. 甜味,4761,COMEDY
2482. 灯泡,3241,COMEDY,2482. 微笑,2227,COMEDY
2483. 符合,457,COMEDY,2483. 听取,2394,COMEDY
2484. 视频,710,COMEDY,2484. 中华,1616,COMEDY
2485. 珠穆朗玛峰,2945,COMEDY,2485. 持续性,4588,TRAGEDY
2486. 日记,3748,COMEDY,2486. 管理,79,COMEDY
2487. 起始,3995,COMEDY,2487. 历史,188,TRAGEDY
2488. 谈到,4628,COMEDY,2488. 走势,4834,COMEDY
2489. 性质,1001,COMEDY,2489. 盆栽,3327,COMEDY
2490. 描绘,1586,COMEDY,2490. 算,2816,COMEDY
2491. 预约,4068,TRAGEDY,2491. 夏威夷,3696,COMEDY
2492. 移动,634,COMEDY,2492. 影响力,1448,TRAGEDY
2493. 惊喜,2703,COMEDY,2493. 法国,1348,COMEDY
2494. 边缘,1732,TRAGEDY,2494. 交付,3028,COMEDY
2495. 线下,2863,COMEDY,2495. 香草精,4854,COMEDY
2496. 著称,4868,COMEDY,2496. 公正,2801,COMEDY
2497. 待,1948,TRAGEDY,2497. 哲学,876,TRAGEDY
2498. 文件夹,3475,COMEDY,2498. 激活,3750,COMEDY
2499. 障碍,1546,TRAGEDY,2499. 突变,4289,TRAGEDY
2500. 许可,4507,COMEDY,2500. 心得,3815,COMEDY
2501. 失误,4765,TRAGEDY,2501. 抬起,4352,COMEDY
2502. 饮品,1956,COMEDY,2502. 观赏,3605,COMEDY
2503. 再生,1203,COMEDY,2503. 银行,749,COMEDY
2504. 队员,3988,COMEDY,2504. 女人,3814,COMEDY
2505. 重要性,532,TRAGEDY,2505. 出门,2876,COMEDY
2506. 选举,4548,COMEDY,2506. 聚,2983,COMEDY
2507. 意识,330,TRAGEDY,2507. 陈述,1641,COMEDY
2508. 轮胎,2527,COMEDY,2508. 交易,632,COMEDY
2509. 样,3922,COMEDY,2509. 牛,2896,COMEDY
2510. 起点,2778,COMEDY,2510. 名词,3354,COMEDY
2511. 账号,2467,COMEDY,2511. 左右,4069,COMEDY
2512. 本,4853,COMEDY,2512. 会计,3093,COMEDY
2513. 医生,164,TRAGEDY,2513. 依据,2502,COMEDY
2514. 电机,3915,COMEDY,2514. 领先,3322,COMEDY
2515. 身高,1968,COMEDY,2515. 饭,3215,COMEDY
2516. 交响曲,4904,COMEDY,2516. 代替,2024,COMEDY
2517. 证券,3284,COMEDY,2517. 调试,2344,COMEDY
2518. 离婚,3189,TRAGEDY,2518. 获胜,3552,COMEDY
2519. 拆分,4526,TRAGEDY,2519. 父,4517,COMEDY
2520. 浸泡,3292,COMEDY,2520. 配件,2926,COMEDY
2521. 成功,466,COMEDY,2521. 红色,1515,COMEDY
2522. 事物,1008,COMEDY,2522. 客房,3579,COMEDY
2523. 香菜,4167,COMEDY,2523. 气体,670,COMEDY
2524. 门口,4155,COMEDY,2524. 旨,2224,COMEDY
2525. 货物,2357,COMEDY,2525. 藏,3829,TRAGEDY
2526. 昆虫,2393,COMEDY,2526. 排,3108,COMEDY
2527. 创造,359,COMEDY,2527. 友情,2643,COMEDY
2528. 优化,276,COMEDY,2528. 滑动,4730,COMEDY
2529. 自动化,1074,COMEDY,2529. 涂上,2982,COMEDY
2530. 名字,543,COMEDY,2530. 做,115,COMEDY
2531. 反馈,575,COMEDY,2531. 火,2250,TRAGEDY
2532. 音效,3558,COMEDY,2532. 广告,586,COMEDY
2533. 有所,587,COMEDY,2533. 服装,1225,COMEDY
2534. 因人而异,4585,COMEDY,2534. 新生儿,2993,COMEDY
2535. 公正,2801,COMEDY,2535. 宇航员,4444,COMEDY
2536. 黄金,2664,COMEDY,2536. 叶片,3681,COMEDY
2537. 木星,2128,COMEDY,2537. 已知,2808,COMEDY
2538. 渠道,894,COMEDY,2538. 等级,2237,COMEDY
2539. 手套,3716,COMEDY,2539. 法庭,3176,TRAGEDY
2540. 类别,934,COMEDY,2540. 道,2085,COMEDY
2541. 大气层,1645,COMEDY,2541. 养分,3309,COMEDY
2542. 厂商,4940,COMEDY,2542. 数组,1599,COMEDY
2543. 鱼,969,COMEDY,2543. 适合,153,COMEDY
2544. 案例,1056,COMEDY,2544. 作出,1993,COMEDY
2545. 地址,1170,COMEDY,2545. 晶体,4731,COMEDY
2546. 需要,7,TRAGEDY,2546. 持,4505,COMEDY
2547. 证书,2944,TRAGEDY,2547. 语言,89,COMEDY
2548. 招募,4351,TRAGEDY,2548. 亮点,3532,COMEDY
2549. 应当,1339,TRAGEDY,2549. 选项,667,COMEDY
2550. 英国,1390,TRAGEDY,2550. 除以,3773,COMEDY
2551. 做出,375,TRAGEDY,2551. 栏,4901,TRAGEDY
2552. 道具,2733,COMEDY,2552. 高兴,2480,COMEDY
2553. 星星,2518,COMEDY,2553. 电力,2190,COMEDY
2554. 词汇,1018,COMEDY,2554. 历程,1579,TRAGEDY
2555. 审视,3929,TRAGEDY,2555. 预,2893,COMEDY
2556. 唱,3678,COMEDY,2556. 落下,4333,TRAGEDY
2557. 牛顿,2309,COMEDY,2557. 刹车,3585,TRAGEDY
2558. 花坛,4979,COMEDY,2558. 撰写,799,COMEDY
2559. 有没有,2134,COMEDY,2559. 珍珠,3724,COMEDY
2560. 动词,3317,COMEDY,2560. 插件,3824,COMEDY
2561. 伴随,2666,COMEDY,2561. 线性,4857,COMEDY
2562. 嫌疑人,1666,TRAGEDY,2562. 光照,2246,COMEDY
2563. 单词,336,COMEDY,2563. 进展,1022,COMEDY
2564. 乙方,2139,COMEDY,2564. 单车,4824,COMEDY
2565. 进行,12,COMEDY,2565. 特点,247,COMEDY
2566. 定,2129,COMEDY,2566. 声音,741,COMEDY
2567. 按钮,1271,COMEDY,2567. 芯片,2516,COMEDY
2568. 时间,44,COMEDY,2568. 伤害,1240,TRAGEDY
2569. 在,235,COMEDY,2569. 所在,1470,TRAGEDY
2570. 小明,126,COMEDY,2570. 人心,3068,TRAGEDY
2571. 此,787,COMEDY,2571. 新娘,3813,COMEDY
2572. 涂料,3950,COMEDY,2572. 竞争,465,COMEDY
2573. 海鲜,1927,COMEDY,2573. 准则,2625,COMEDY
2574. 脸部,4849,COMEDY,2574. 筛选,1631,COMEDY
2575. 镜子,4462,COMEDY,2575. 界面,1017,COMEDY
2576. 查找,1134,COMEDY,2576. 配上,3459,COMEDY
2577. 睡眠,563,COMEDY,2577. 本地,2282,COMEDY
2578. 饮用,2498,COMEDY,2578. 留下,1132,TRAGEDY
2579. 脚本,1832,COMEDY,2579. 含有,918,COMEDY
2580. 饼,2681,COMEDY,2580. 改造,3765,COMEDY
2581. 数,269,TRAGEDY,2581. 人性,1531,TRAGEDY
2582. 设,2919,COMEDY,2582. 消耗,975,TRAGEDY
2583. 仪式,2178,COMEDY,2583. 个性,1290,COMEDY
2584. 找,783,COMEDY,2584. 氧气,1184,COMEDY
2585. 李华,1537,COMEDY,2585. 收益率,4366,COMEDY
2586. 誉为,2474,COMEDY,2586. 墙面,2165,COMEDY
2587. 伦理,1401,TRAGEDY,2587. 灵感,946,COMEDY
2588. 优先级,2788,COMEDY,2588. 独立,3499,COMEDY
2589. 产生,150,COMEDY,2589. 过滤,1788,COMEDY
2590. 孕妇,3513,COMEDY,2590. 噪音,2321,COMEDY
2591. 烹饪,891,COMEDY,2591. 牛肉,1455,COMEDY
2592. 含有,918,COMEDY,2592. 游泳,951,COMEDY
2593. 扣除,4087,COMEDY,2593. 女,3970,COMEDY
2594. 小事,3211,COMEDY,2594. 什么样,2833,COMEDY
2595. 炎症,4237,TRAGEDY,2595. 块,1146,COMEDY
2596. 平台,302,COMEDY,2596. 路线,1438,COMEDY
2597. 特效,4864,COMEDY,2597. 优缺点,1729,COMEDY
2598. 歌曲,627,COMEDY,2598. 雕塑,3498,COMEDY
2599. 车,880,COMEDY,2599. 临床,2141,TRAGEDY
2600. 获胜,3552,COMEDY,2600. 政府,392,TRAGEDY
2601. 电荷,3278,COMEDY,2601. 习惯,432,COMEDY
2602. 欲望,3104,COMEDY,2602. 原材料,2460,COMEDY
2603. 资源,154,COMEDY,2603. 李,553,COMEDY
2604. 咖啡店,3412,COMEDY,2604. 洗,2627,COMEDY
2605. 金色,3439,COMEDY,2605. 南京,4426,COMEDY
2606. 阻碍,4253,TRAGEDY,2606. 废气,3780,TRAGEDY
2607. 相关性,3870,COMEDY,2607. 变迁,4984,TRAGEDY
2608. 制造商,3112,COMEDY,2608. 年轻人,1042,COMEDY
2609. 仿真,4884,COMEDY,2609. 小吃,2742,COMEDY
2610. 政策,461,COMEDY,2610. 费,4776,TRAGEDY
2611. 与众不同,4981,COMEDY,2611. 招聘,1010,COMEDY
2612. 赛事,4106,COMEDY,2612. 怎么样,1469,COMEDY
2613. 产,3967,TRAGEDY,2613. 拉,3335,COMEDY
2614. 出发,1740,COMEDY,2614. 毛发,2512,TRAGEDY
2615. 理性,3437,TRAGEDY,2615. 大数据,878,COMEDY
2616. 太空,877,COMEDY,2616. 钱包,4524,TRAGEDY
2617. 股份,4086,TRAGEDY,2617. 愤怒,4972,TRAGEDY
2618. 付款,2268,TRAGEDY,2618. 饮用,2498,COMEDY
2619. 陷阱,4110,TRAGEDY,2619. 远离,2452,TRAGEDY
2620. 记录,423,COMEDY,2620. 约会,3730,COMEDY
2621. 热,1944,COMEDY,2621. 试试,1775,COMEDY
2622. 顶部,3421,COMEDY,2622. 报道,1123,TRAGEDY
2623. 感觉,345,COMEDY,2623. 代理,3289,COMEDY
2624. 来源,839,TRAGEDY,2624. 制,2485,COMEDY
2625. 公园,794,COMEDY,2625. 探测器,4266,COMEDY
2626. 承担,1239,TRAGEDY,2626. 逗号,4227,COMEDY
2627. 年轻人,1042,COMEDY,2627. 缺点,906,TRAGEDY
2628. 纳入,4724,TRAGEDY,2628. 赢,4928,COMEDY
2629. 跟进,3493,TRAGEDY,2629. 坚果,2670,COMEDY
2630. 促销,1830,COMEDY,2630. 汉堡,3232,COMEDY
2631. 成果,997,COMEDY,2631. 驾驶,619,COMEDY
2632. 生涯,2079,TRAGEDY,2632. 条,4823,COMEDY
2633. 器官,2392,TRAGEDY,2633. 图案,1661,COMEDY
2634. 监控,1114,TRAGEDY,2634. 模具,3661,COMEDY
2635. 站,1412,COMEDY,2635. 返回,583,COMEDY
2636. 话,526,COMEDY,2636. 楼,4020,COMEDY
2637. 厚度,3533,TRAGEDY,2637. 美景,1507,COMEDY
2638. 忽略,2050,COMEDY,2638. 得到,157,COMEDY
2639. 类似,1571,COMEDY,2639. 海鲜,1927,COMEDY
2640. 邀请,1719,COMEDY,2640. 证书,2944,COMEDY
2641. 问题,11,TRAGEDY,2641. 晴天,4630,COMEDY
2642. 花瓣,3242,COMEDY,2642. 热身,4508,COMEDY
2643. 排除,2637,TRAGEDY,2643. 乘,3169,COMEDY
2644. 城,3528,COMEDY,2644. 清单,927,COMEDY
2645. 养成,2113,COMEDY,2645. 硬件,1427,COMEDY
2646. 尘埃,4930,TRAGEDY,2646. 相似性,4567,COMEDY
2647. 整,2495,COMEDY,2647. 技能,241,COMEDY
2648. 装备,1656,COMEDY,2648. 牌,2682,COMEDY
2649. 粒子,1590,COMEDY,2649. 车型,2417,COMEDY
2650. 赞美,3168,COMEDY,2650. 人民币,2817,COMEDY
2651. 体质,4694,TRAGEDY,2651. 开支,2301,TRAGEDY
2652. 魔法,1476,COMEDY,2652. 房价,2774,TRAGEDY
2653. 研究生,4815,COMEDY,2653. 观看,1819,COMEDY
2654. 湖泊,2556,COMEDY,2654. 牛仔裤,3902,COMEDY
2655. 日,1384,COMEDY,2655. 信息化,4502,COMEDY
2656. 擦拭,3575,COMEDY,2656. 想法,343,COMEDY
2657. 销量,3835,COMEDY,2657. 朋友们,3190,COMEDY
2658. 异,3078,TRAGEDY,2658. 安全感,4715,COMEDY
2659. 纠缠,4164,TRAGEDY,2659. 科学家,830,COMEDY
2660. 推出,981,COMEDY,2660. 土,3495,COMEDY
2661. 战略,1223,COMEDY,2661. 比较,721,COMEDY
2662. 力量,441,COMEDY,2662. 创建,321,COMEDY
2663. 股票,793,COMEDY,2663. 编码,1446,COMEDY
2664. 男子,2283,COMEDY,2664. 字典,1841,COMEDY
2665. 穿越,2157,COMEDY,2665. 交响曲,4904,COMEDY
2666. 吸烟,3235,TRAGEDY,2666. 讲,1012,COMEDY
2667. 热点,2818,COMEDY,2667. 是,1,COMEDY
2668. 高温,2538,TRAGEDY,2668. 婚姻,1096,COMEDY
2669. 加班,3860,TRAGEDY,2669. 口罩,2361,COMEDY
2670. 人士,1156,COMEDY,2670. 升起,3793,COMEDY
2671. 监管,1077,TRAGEDY,2671. 来,224,COMEDY
2672. 苹果,1026,COMEDY,2672. 艺术,319,COMEDY
2673. 税,4128,TRAGEDY,2673. 提交,1693,COMEDY
2674. 氛围,726,COMEDY,2674. 家居,559,COMEDY
2675. 习性,3390,TRAGEDY,2675. 进攻,2662,TRAGEDY
2676. 街道,2958,COMEDY,2676. 晋升,3395,COMEDY
2677. 虚构,3784,COMEDY,2677. 播放,2044,COMEDY
2678. 情节,657,COMEDY,2678. 按下,3392,COMEDY
2679. 频率,1167,COMEDY,2679. 仪器,3405,COMEDY
2680. 方案,133,COMEDY,2680. 令人,2787,COMEDY
2681. 德国,2125,COMEDY,2681. 正则,4936,COMEDY
2682. 光,899,COMEDY,2682. 有所,587,COMEDY
2683. 定义,367,COMEDY,2683. 混合物,1860,COMEDY
2684. 定理,1999,COMEDY,2684. 决心,2886,TRAGEDY
2685. 追逐,2870,COMEDY,2685. 涂抹,2397,COMEDY
2686. 空气,363,COMEDY,2686. 根源,4259,TRAGEDY
2687. 感到,244,COMEDY,2687. 粥,4438,COMEDY
2688. 屏幕,1173,COMEDY,2688. 读者,643,COMEDY
2689. 案件,950,TRAGEDY,2689. 能够,38,COMEDY
2690. 举办,2072,COMEDY,2690. 艺术家,1363,COMEDY
2691. 方式,45,COMEDY,2691. 宗教,1409,TRAGEDY
2692. 粒,4298,COMEDY,2692. 南,3135,COMEDY
2693. 云层,4877,COMEDY,2693. 调味品,4329,COMEDY
2694. 理念,933,COMEDY,2694. 极限,3325,TRAGEDY
2695. 必需,4521,COMEDY,2695. 设有,4983,COMEDY
2696. 相似,3638,COMEDY,2696. 射线,4651,TRAGEDY
2697. 通信,1138,COMEDY,2697. 放入,589,COMEDY
2698. 瓶子,3642,COMEDY,2698. 尾气,4775,TRAGEDY
2699. 山水,3697,COMEDY,2699. 升高,1787,COMEDY
2700. 特斯拉,4595,COMEDY,2700. 物资,3311,COMEDY
2701. 转移,2049,TRAGEDY,2701. 检索,3294,TRAGEDY
2702. 引起,572,TRAGEDY,2702. 给出,399,COMEDY
2703. 切换,3357,COMEDY,2703. 翻译,295,COMEDY
2704. 优势,511,COMEDY,2704. 想出,3545,COMEDY
2705. 荷兰,4677,COMEDY,2705. 性价比,2862,COMEDY
2706. 价,3539,COMEDY,2706. 通过,1884,COMEDY
2707. 吉他,3055,COMEDY,2707. 结尾,2961,TRAGEDY
2708. 可以,2,COMEDY,2708. 漏洞,1954,TRAGEDY
2709. 翻转,4024,COMEDY,2709. 平面,2771,COMEDY
2710. 散射,2929,COMEDY,2710. 相似,3638,COMEDY
2711. 武器,2447,TRAGEDY,2711. 复习,3789,TRAGEDY
2712. 全球化,3138,COMEDY,2712. 名为,1338,COMEDY
2713. 形成,306,COMEDY,2713. 牛奶,745,COMEDY
2714. 局限,4540,TRAGEDY,2714. 信念,2326,TRAGEDY
2715. 省份,3894,COMEDY,2715. 封,4420,TRAGEDY
2716. 举例,4772,COMEDY,2716. 美国,498,COMEDY
2717. 情侣,4615,COMEDY,2717. 银行卡,3844,TRAGEDY
2718. 敬礼,3398,COMEDY,2718. 理想,3290,TRAGEDY
2719. 预定,4346,COMEDY,2719. 小米,2974,COMEDY
2720. 发展,25,COMEDY,2720. 搭建,3185,COMEDY
2721. 剧,3743,COMEDY,2721. 摩擦,3836,COMEDY
2722. 元音,4637,COMEDY,2722. 转变,2908,TRAGEDY
2723. 番茄,1444,COMEDY,2723. 网格,4473,COMEDY
2724. 醋,2319,COMEDY,2724. 原则,948,TRAGEDY
2725. 白糖,3122,COMEDY,2725. 当事人,2564,TRAGEDY
2726. 可靠性,1285,COMEDY,2726. 时代,677,TRAGEDY
2727. 灵魂,2520,TRAGEDY,2727. 汽车,331,COMEDY
2728. 软件,308,COMEDY,2728. 盘子,4078,COMEDY
2729. 友情,2643,COMEDY,2729. 眼神,3619,TRAGEDY
2730. 警惕,3391,TRAGEDY,2730. 体重,1195,TRAGEDY
2731. 阶段,651,TRAGEDY,2731. 套餐,4443,COMEDY
2732. 信仰,1194,TRAGEDY,2732. 下来,1218,TRAGEDY
2733. 佛教,2334,COMEDY,2733. 争吵,4734,TRAGEDY
2734. 果汁,2732,COMEDY,2734. 化合物,1978,COMEDY
2735. 选用,1851,COMEDY,2735. 眼,2797,COMEDY
2736. 举行,2624,COMEDY,2736. 弹性,2242,COMEDY
2737. 花椒,4200,COMEDY,2737. 字体,1883,COMEDY
2738. 具,965,COMEDY,2738. 外面,3859,COMEDY
2739. 精华,4666,COMEDY,2739. 线,944,COMEDY
2740. 信,2671,TRAGEDY,2740. 宝石,2885,COMEDY
2741. 交互,1076,COMEDY,2741. 建议,49,COMEDY
2742. 高度,860,TRAGEDY,2742. 引进,4903,COMEDY
2743. 限度,3768,TRAGEDY,2743. 科,2493,COMEDY
2744. 农作物,4021,COMEDY,2744. 分辨率,3097,COMEDY
2745. 女神,4012,COMEDY,2745. 咖啡馆,3050,COMEDY
2746. 起源,1574,TRAGEDY,2746. 添加剂,4596,COMEDY
2747. 要,22,TRAGEDY,2747. 飞行器,4909,COMEDY
2748. 舞者,3319,COMEDY,2748. 解除,4808,TRAGEDY
2749. 卖家,4152,COMEDY,2749. 手册,2059,COMEDY
2750. 社区,524,COMEDY,2750. 对不起,4758,TRAGEDY
2751. 喜欢,97,COMEDY,2751. 做好,1025,COMEDY
2752. 溶液,2465,TRAGEDY,2752. 打击,2878,TRAGEDY
2753. 书法,4040,COMEDY,2753. 气息,1445,TRAGEDY
2754. 孩子,174,COMEDY,2754. 地域,3976,COMEDY
2755. 肥料,1996,COMEDY,2755. 光线,904,COMEDY
2756. 完整性,2851,TRAGEDY,2756. 心脏病,3388,TRAGEDY
2757. 加,666,COMEDY,2757. 年代,1393,COMEDY
2758. 微信,2171,COMEDY,2758. 合并,2013,COMEDY
2759. 利益,859,TRAGEDY,2759. 长,1289,COMEDY
2760. 代理,3289,TRAGEDY,2760. 口腔,3106,COMEDY
2761. 配合,1413,COMEDY,2761. 开发者,2821,NEUTRAL
2762. 汤,2018,COMEDY,2762. 媒介,4058,NEUTRAL
2763. 封,4420,TRAGEDY,2763. 动力学,4780,TRAGEDY
2764. 给,128,COMEDY,2764. 技巧,238,COMEDY
2765. 合并,2013,COMEDY,2765. 分组,3087,NEUTRAL
2766. 周围,674,COMEDY,2766. 见解,2346,COMEDY
2767. 引,4233,TRAGEDY,2767. 图表,2656,NEUTRAL
2768. 凸显,4442,COMEDY,2768. 酶,2693,TRAGEDY
2769. 打击,2878,TRAGEDY,2769. 防范,2679,TRAGEDY
2770. 突破,1838,COMEDY,2770. 修行,4846,COMEDY
2771. 高中,2803,COMEDY,2771. 探测,3039,TRAGEDY
2772. 母,3791,TRAGEDY,2772. 曲子,4650,COMEDY
2773. 解析,1898,COMEDY,2773. 橱柜,4739,COMEDY
2774. 完美,4971,COMEDY,2774. 黑暗,3209,TRAGEDY
2775. 光芒,2451,COMEDY,2775. 星际,4203,COMEDY
2776. 内核,4513,COMEDY,2776. 亲子,1650,COMEDY
2777. 成为,98,COMEDY,2777. 舒适,2325,COMEDY
2778. 辅导,3818,COMEDY,2778. 资讯,4949,COMEDY
2779. 蔬菜,467,COMEDY,2779. 好评,3828,COMEDY
2780. 仪器,3405,COMEDY,2780. 脚,1545,COMEDY
2781. 设计师,1529,COMEDY,2781. 农民,2631,COMEDY
2782. 肾,4332,TRAGEDY,2782. 文艺,2107,COMEDY
2783. 方法,43,COMEDY,2783. 水星,2853,COMEDY
2784. 切成,932,COMEDY,2784. 分裂,3472,TRAGEDY
2785. 终端,3496,COMEDY,2785. 幸福感,3693,COMEDY
2786. 接口,1695,COMEDY,2786. 司机,3609,COMEDY
2787. 单击,4162,COMEDY,2787. 熟悉,1341,COMEDY
2788. 该,921,COMEDY,2788. 盘,2673,COMEDY
2789. 小球,2848,COMEDY,2789. 生抽,3111,COMEDY
2790. 糯米,4276,COMEDY,2790. 供应商,2003,COMEDY
2791. 盛开,4445,COMEDY,2791. 开拓,3298,TRAGEDY
2792. 折射,3060,TRAGEDY,2792. 吃饭,3855,COMEDY
2793. 王,828,COMEDY,2793. 内核,4513,TRAGEDY
2794. 左侧,4124,TRAGEDY,2794. 金额,1068,TRAGEDY
2795. 专辑,4437,COMEDY,2795. 具,965,COMEDY
2796. 水源,2433,TRAGEDY,2796. 嗅觉,4546,COMEDY
2797. 剪刀,3238,COMEDY,2797. 骑士,4702,COMEDY
2798. 开关,2545,COMEDY,2798. 橄榄油,1541,COMEDY
2799. 集,1602,COMEDY,2799. 减小,3667,TRAGEDY
2800. 发射,3331,TRAGEDY,2800. 维度,3015,TRAGEDY
2801. 电,1606,COMEDY,2801. 实习,1642,COMEDY
2802. 国家,752,TRAGEDY,2802. 卖出,4779,TRAGEDY
2803. 门窗,4556,COMEDY,2803. 哈希,4752,TRAGEDY
2804. 违反,2109,TRAGEDY,2804. 授权,2382,TRAGEDY
2805. 多云,3326,COMEDY,2805. 股票,793,TRAGEDY
2806. 广州,3631,COMEDY,2806. 玉米,3017,COMEDY
2807. 注入,2727,TRAGEDY,2807. 逃脱,2793,COMEDY
2808. 感官,3601,COMEDY,2808. 对象,560,COMEDY
2809. 蓝天,4026,COMEDY,2809. 加拿大,4064,COMEDY
2810. 无,566,TRAGEDY,2810. 证人,2791,TRAGEDY
2811. 拌,4210,COMEDY,2811. 日本,928,COMEDY
2812. 风味,2576,COMEDY,2812. 意志,2225,TRAGEDY
2813. 总额,3415,TRAGEDY,2813. 看出,2181,COMEDY
2814. 碗中,4977,COMEDY,2814. 修复,1242,COMEDY
2815. 演变,3065,TRAGEDY,2815. 时尚,957,COMEDY
2816. 好评,3828,COMEDY,2816. 切割,3129,TRAGEDY
2817. 颜料,4450,COMEDY,2817. 疲劳,2196,TRAGEDY
2818. 后台,4736,COMEDY,2818. 线条,2052,COMEDY
2819. 餐,2991,COMEDY,2819. 因人而异,4585,COMEDY
2820. 制度,908,TRAGEDY,2820. 村庄,3054,COMEDY
2821. 笔记本,2687,COMEDY,2821. 加速,1295,COMEDY
2822. 传入,3965,TRAGEDY,2822. 跟进,3493,COMEDY
2823. 代谢,2117,TRAGEDY,2823. 书面化,4498,TRAGEDY
2824. 声,1915,COMEDY,2824. 照片,2349,COMEDY
2825. 可信度,4030,COMEDY,2825. 小刚,3426,COMEDY
2826. 代入,3351,COMEDY,2826. 洒,4706,COMEDY
