"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
",order-0,shuffle0-test0,"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
.1",order-1,shuffle1-test0
2493. 碰撞,2569,TRAGEDY,2493. 葱花,3707,COMEDY
2494. 茶叶,2707,COMEDY,2494. 剩余,4506,TRAGEDY
2495. 中药,3053,COMEDY,2495. 集合,1881,COMEDY
2496. 景点,737,COMEDY,2496. 繁荣,3141,COMEDY
2497. 回复,1975,COMEDY,2497. 种族,3043,TRAGEDY
2498. 大蒜,2457,COMEDY,2498. 股东,3042,COMEDY
2499. 死亡,1685,TRAGEDY,2499. 公平,3811,COMEDY
2500. 防御,2779,TRAGEDY,2500. 倡导,2754,COMEDY
2501. 拼接,4090,COMEDY,2501. 制,2485,COMEDY
2502. 安装,525,COMEDY,2502. 特效,4864,COMEDY
2503. 狗狗,1028,COMEDY,2503. 富含,1624,COMEDY
2504. 草原,2367,COMEDY,2504. 信息化,4502,COMEDY
2505. 企业,118,COMEDY,2505. 精力,1334,COMEDY
2506. 转移,2049,TRAGEDY,2506. 探险家,4135,COMEDY
2507. 外形,4156,COMEDY,2507. 拍摄,1939,COMEDY
2508. 话,526,COMEDY,2508. 雕刻,4778,TRAGEDY
2509. 轨迹,3349,TRAGEDY,2509. 业务,469,COMEDY
2510. 橙色,4001,COMEDY,2510. 拼音,4978,COMEDY
2511. 南极洲,3306,TRAGEDY,2511. 汉语,3363,COMEDY
2512. 平均值,1481,COMEDY,2512. 磨损,3502,TRAGEDY
2513. 散,4033,TRAGEDY,2513. 火箭,3888,COMEDY
2514. 灰色,4189,TRAGEDY,2514. 是否,1034,COMEDY
2515. 员工,203,COMEDY,2515. 俱乐部,3757,COMEDY
2516. 剂量,3367,TRAGEDY,2516. 回归,1745,TRAGEDY
2517. 单词,336,COMEDY,2517. 年代,1393,TRAGEDY
2518. 前来,3007,COMEDY,2518. 给定,513,COMEDY
2519. 吸引,413,COMEDY,2519. 音响,3261,COMEDY
2520. 人生,562,COMEDY,2520. 停车场,3643,COMEDY
2521. 菜品,960,COMEDY,2521. 速率,3073,COMEDY
2522. 贾宝玉,2496,TRAGEDY,2522. 虾仁,4527,COMEDY
2523. 法院,1548,TRAGEDY,2523. 排名,2008,TRAGEDY
2524. 兄弟,4245,COMEDY,2524. 总数,3177,TRAGEDY
2525. 言语,4112,COMEDY,2525. 受众,1759,COMEDY
2526. 变更,3679,COMEDY,2526. 莎士比亚,4417,TRAGEDY
2527. 拯救,3016,COMEDY,2527. 看到,346,COMEDY
2528. 变色,3653,COMEDY,2528. 干,3132,COMEDY
2529. 参与者,2311,COMEDY,2529. 打下,4764,TRAGEDY
2530. 宝藏,1990,COMEDY,2530. 种类,717,COMEDY
2531. 摆脱,3092,COMEDY,2531. 花园,1386,COMEDY
2532. 皮,2120,COMEDY,2532. 探索,267,COMEDY
2533. 登记,4490,COMEDY,2533. 纽约,1879,COMEDY
2534. 专辑,4437,COMEDY,2534. 相关,1382,TRAGEDY
2535. 加深,2902,TRAGEDY,2535. 计算机,270,COMEDY
2536. 线条,2052,COMEDY,2536. 绿化,3263,COMEDY
2537. 候选人,3488,COMEDY,2537. 时,2461,TRAGEDY
2538. 感情,1159,TRAGEDY,2538. 满,2710,COMEDY
2539. 了解,64,COMEDY,2539. 决心,2886,TRAGEDY
2540. 危机,2075,TRAGEDY,2540. 演讲,1292,COMEDY
2541. 不足,2398,TRAGEDY,2541. 整合,2266,COMEDY
2542. 闪烁,3369,COMEDY,2542. 追求,492,COMEDY
2543. 备注,4968,COMEDY,2543. 命名,2220,COMEDY
2544. 团结,3091,COMEDY,2544. 手臂,2315,COMEDY
2545. 周长,1897,COMEDY,2545. 认知,872,COMEDY
2546. 浪漫,2570,COMEDY,2546. 逃脱,2793,COMEDY
2547. 日子,2091,COMEDY,2547. 诗,812,TRAGEDY
2548. 面糊,4212,COMEDY,2548. 蛇,2972,TRAGEDY
2549. 力量,441,COMEDY,2549. 高兴,2480,COMEDY
2550. 步伐,3783,COMEDY,2550. 观,4019,COMEDY
2551. 南京,4426,TRAGEDY,2551. 遍历,1328,COMEDY
2552. 正则,4936,COMEDY,2552. 暴雨,4990,TRAGEDY
2553. 大数据,878,COMEDY,2553. 复习,3789,COMEDY
2554. 意味,694,COMEDY,2554. 主意,1821,COMEDY
2555. 关节,3822,COMEDY,2555. 摧毁,4953,TRAGEDY
2556. 工具,212,COMEDY,2556. 窗口,2221,COMEDY
2557. 奶,3640,COMEDY,2557. 贝多芬,4235,TRAGEDY
2558. 有效性,2715,COMEDY,2558. 板块,2892,COMEDY
2559. 经营,972,COMEDY,2559. 时期,705,COMEDY
2560. 男子,2283,COMEDY,2560. 债务,2674,TRAGEDY
2561. 书写,4036,COMEDY,2561. 水分,984,COMEDY
2562. 取代,1784,COMEDY,2562. 解析,1898,COMEDY
2563. 表中,4605,COMEDY,2563. 癌症,2203,TRAGEDY
2564. 暴力,2230,TRAGEDY,2564. 心理学家,4900,COMEDY
2565. 深海,3645,TRAGEDY,2565. 营养素,2688,COMEDY
2566. 池,4794,COMEDY,2566. 短信,3525,COMEDY
2567. 连接,506,COMEDY,2567. 辅导,3818,COMEDY
2568. 实现,67,COMEDY,2568. 决策,384,COMEDY
2569. 金黄,4293,COMEDY,2569. 看法,818,COMEDY
2570. 工程师,881,COMEDY,2570. 发掘,2436,COMEDY
2571. 补,4767,COMEDY,2571. 遵守,1019,COMEDY
2572. 祝福,2330,COMEDY,2572. 调度,2879,COMEDY
2573. 李明,1343,COMEDY,2573. 坚果,2670,COMEDY
2574. 确定,216,COMEDY,2574. 否定,4472,TRAGEDY
2575. 特性,1095,COMEDY,2575. 批示,3831,COMEDY
2576. 臂,4343,COMEDY,2576. 听说,597,COMEDY
2577. 物业,2610,COMEDY,2577. 口,2692,COMEDY
2578. 岩石,2296,COMEDY,2578. 演唱,4101,COMEDY
2579. 击败,4130,COMEDY,2579. 带来,130,COMEDY
2580. 公寓,2497,COMEDY,2580. 线条,2052,COMEDY
2581. 导向,4738,COMEDY,2581. 相爱,4893,COMEDY
2582. 奉献,4218,TRAGEDY,2582. 绳子,4146,TRAGEDY
2583. 揭示,1707,TRAGEDY,2583. 方法,43,COMEDY
2584. 澳大利亚,3366,COMEDY,2584. 照明,1854,COMEDY
2585. 制造,732,COMEDY,2585. 经济学,3425,TRAGEDY
2586. 加入,168,COMEDY,2586. 免疫力,1811,COMEDY
2587. 宣传,602,COMEDY,2587. 态,1957,COMEDY
2588. 米饭,2104,COMEDY,2588. 介绍,161,COMEDY
2589. 满意,2078,COMEDY,2589. 难点,4656,TRAGEDY
2590. 观念,1429,COMEDY,2590. 化学,446,COMEDY
2591. 流派,2951,COMEDY,2591. 比较,721,TRAGEDY
2592. 加密,1205,TRAGEDY,2592. 突变,4289,TRAGEDY
2593. 充满,374,COMEDY,2593. 参与,380,COMEDY
2594. 厨房,1243,COMEDY,2594. 传达,1326,COMEDY
2595. 配,1817,COMEDY,2595. 帮到,3301,COMEDY
2596. 电动车,4771,COMEDY,2596. 凸显,4442,COMEDY
2597. 家具,529,COMEDY,2597. 阴,4662,TRAGEDY
2598. 色彩,725,COMEDY,2598. 喜好,1003,COMEDY
2599. 油画,4845,TRAGEDY,2599. 归纳,1789,COMEDY
2600. 自学,4819,COMEDY,2600. 鼓舞,4471,COMEDY
2601. 设,2919,COMEDY,2601. 计算,93,TRAGEDY
2602. 发行,3076,COMEDY,2602. 钱包,4524,COMEDY
2603. 植被,3774,COMEDY,2603. 工资,1687,COMEDY
2604. 忽略,2050,TRAGEDY,2604. 愿,2582,COMEDY
2605. 尽,1718,TRAGEDY,2605. 交,3509,COMEDY
2606. 大卫,4031,COMEDY,2606. 画出,4856,COMEDY
2607. 心跳,4693,COMEDY,2607. 膜,4157,TRAGEDY
2608. 属于,700,COMEDY,2608. 咖啡豆,2519,COMEDY
2609. 促使,4254,COMEDY,2609. 共和国,3197,COMEDY
2610. 烤鸭,3613,COMEDY,2610. 肝,3537,TRAGEDY
2611. 时间段,4818,COMEDY,2611. 更新,633,COMEDY
2612. 中国,124,COMEDY,2612. 串,4363,COMEDY
2613. 电机,3915,TRAGEDY,2613. 放进,4993,COMEDY
2614. 发型,4872,COMEDY,2614. 物理,797,TRAGEDY
2615. 管道,2800,TRAGEDY,2615. 面霜,4598,COMEDY
2616. 烤制,2513,COMEDY,2616. 地区,410,TRAGEDY
2617. 配备,2180,COMEDY,2617. 监管,1077,TRAGEDY
2618. 选项,667,COMEDY,2618. 体质,4694,COMEDY
2619. 文献,1431,TRAGEDY,2619. 股,3410,TRAGEDY
2620. 教训,3538,TRAGEDY,2620. 算,2816,COMEDY
2621. 到达,1164,COMEDY,2621. 遵循,1075,TRAGEDY
2622. 做,115,COMEDY,2622. 死,3503,TRAGEDY
2623. 变,197,TRAGEDY,2623. 必需品,4781,COMEDY
2624. 吃,450,COMEDY,2624. 闰年,2318,COMEDY
2625. 新陈代谢,4582,TRAGEDY,2625. 停留,4075,TRAGEDY
2626. 隐私,576,TRAGEDY,2626. 方案,133,COMEDY
2627. 地域,3976,TRAGEDY,2627. 跳过,4791,COMEDY
2628. 丰富,2675,COMEDY,2628. 遇到,489,COMEDY
2629. 产地,4478,COMEDY,2629. 引入,1561,COMEDY
2630. 视力,4458,TRAGEDY,2630. 食材,669,COMEDY
2631. 女孩,1147,COMEDY,2631. 理财,1496,TRAGEDY
2632. 放,487,COMEDY,2632. 商人,2099,COMEDY
2633. 电视剧,2151,COMEDY,2633. 黄金,2664,COMEDY
2634. 金钱,2827,TRAGEDY,2634. 势力,4836,TRAGEDY
2635. 光泽,4494,COMEDY,2635. 压缩,2243,TRAGEDY
2636. 位数,2572,TRAGEDY,2636. 子,1426,COMEDY
2637. 观,4019,COMEDY,2637. 煸炒,3172,COMEDY
2638. 投资,211,TRAGEDY,2638. 更改,1698,COMEDY
2639. 阿甘,4317,COMEDY,2639. 前行,3090,COMEDY
2640. 高达,4760,COMEDY,2640. 出去,2888,COMEDY
2641. 创始人,2947,COMEDY,2641. 能,21,COMEDY
2642. 发送,1158,COMEDY,2642. 图表,2656,TRAGEDY
2643. 信任,723,COMEDY,2643. 有益于,4649,COMEDY
2644. 顺序,1135,COMEDY,2644. 可读性,3113,COMEDY
2645. 关怀,3003,COMEDY,2645. 欢乐,3083,COMEDY
2646. 适应性,2343,COMEDY,2646. 见证,4816,TRAGEDY
2647. 产业,940,TRAGEDY,2647. 追踪,2555,TRAGEDY
2648. 蘑菇,1828,COMEDY,2648. 突破,1838,COMEDY
2649. 类型,183,COMEDY,2649. 巧克力,817,COMEDY
2650. 现代,3137,COMEDY,2650. 注意力,1066,TRAGEDY
2651. 取出,1526,COMEDY,2651. 油漆,4486,COMEDY
2652. 集,1602,COMEDY,2652. 紧张,2970,TRAGEDY
2653. 想象,1468,COMEDY,2653. 猫,436,COMEDY
2654. 东西,886,COMEDY,2654. 相遇,2547,COMEDY
2655. 银联,2699,COMEDY,2655. 信心,1608,COMEDY
2656. 值,205,TRAGEDY,2656. 相似性,4567,COMEDY
2657. 愿望,3324,COMEDY,2657. 箱子,4924,COMEDY
2658. 挑选,2468,COMEDY,2658. 墙壁,2370,TRAGEDY
2659. 目的,610,TRAGEDY,2659. 阅读,361,COMEDY
2660. 回家,2505,COMEDY,2660. 纳入,4724,COMEDY
2661. 排放量,3931,TRAGEDY,2661. 有益,4804,COMEDY
2662. 鉴别,2291,TRAGEDY,2662. 暴力,2230,TRAGEDY
2663. 看作,3900,COMEDY,2663. 后,3737,TRAGEDY
2664. 血液,2102,TRAGEDY,2664. 期待,1039,COMEDY
2665. 总价,3993,TRAGEDY,2665. 水龙头,3947,COMEDY
2666. 供应,1462,COMEDY,2666. 决定,462,TRAGEDY
2667. 变动,4631,COMEDY,2667. 碎,3596,TRAGEDY
2668. 合并,2013,COMEDY,2668. 企业,118,TRAGEDY
2669. 划分,2060,TRAGEDY,2669. 指控,3975,TRAGEDY
2670. 山脉,2366,COMEDY,2670. 挑选,2468,COMEDY
2671. 谓语,3932,COMEDY,2671. 困扰,2641,TRAGEDY
2672. 部署,2206,TRAGEDY,2672. 橄榄油,1541,COMEDY
2673. 情景,3207,COMEDY,2673. 发放,4187,COMEDY
2674. 方方面面,4278,COMEDY,2674. 户外,1554,COMEDY
2675. 格式,739,COMEDY,2675. 沟通,237,COMEDY
2676. 门,1322,COMEDY,2676. 厂商,4940,COMEDY
2677. 人民,980,TRAGEDY,2677. 流行,916,COMEDY
2678. 游泳池,3548,COMEDY,2678. 不可或缺,1711,COMEDY
2679. 专利,3361,COMEDY,2679. 接触,1119,COMEDY
2680. 海浪,2669,COMEDY,2680. 沙子,4553,COMEDY
2681. 思念,2864,TRAGEDY,2681. 元音,4637,COMEDY
2682. 处罚,3629,TRAGEDY,2682. 大数据,878,COMEDY
2683. 锻炼,502,COMEDY,2683. 怎么办,1804,TRAGEDY
2684. 自转,2365,COMEDY,2684. 作业,1908,TRAGEDY
2685. 常识,4543,COMEDY,2685. 灵活性,1846,COMEDY
2686. 指向,3194,COMEDY,2686. 爱好者,1928,COMEDY
2687. 散步,1497,COMEDY,2687. 创新,228,COMEDY
2688. 刺激,1365,COMEDY,2688. 邀请,1719,COMEDY
2689. 高,2345,COMEDY,2689. 候选人,3488,COMEDY
2690. 起床,4744,COMEDY,2690. 帽子,3647,COMEDY
2691. 漏洞,1954,COMEDY,2691. 硬件,1427,COMEDY
2692. 人体,1015,COMEDY,2692. 单词,336,COMEDY
2693. 时刻,1582,TRAGEDY,2693. 准备,254,COMEDY
2694. 球体,4053,COMEDY,2694. 律师,1130,TRAGEDY
2695. 舞者,3319,COMEDY,2695. 语气,2736,COMEDY
2696. 奇数,2663,COMEDY,2696. 动,3385,COMEDY
2697. 艺品,2992,COMEDY,2697. 维持,1005,COMEDY
2698. 大气层,1645,COMEDY,2698. 思,3026,COMEDY
2699. 历程,1579,TRAGEDY,2699. 病变,4665,TRAGEDY
2700. 棕色,4423,TRAGEDY,2700. 闪耀,3905,COMEDY
2701. 发生,255,COMEDY,2701. 主题,147,COMEDY
2702. 圆形,2928,COMEDY,2702. 合成,2399,COMEDY
2703. 认同,2897,COMEDY,2703. 活力,1105,COMEDY
2704. 车身,4382,COMEDY,2704. 海水,2317,COMEDY
2705. 承担,1239,TRAGEDY,2705. 一体,4356,COMEDY
2706. 印度,1967,COMEDY,2706. 送给,4786,COMEDY
2707. 娱乐,805,COMEDY,2707. 上方,3553,COMEDY
2708. 不满,3463,TRAGEDY,2708. 加上,1312,COMEDY
2709. 一致,2442,COMEDY,2709. 构成,1182,COMEDY
2710. 同步,4294,COMEDY,2710. 三星,4096,COMEDY
2711. 福利,1377,COMEDY,2711. 功能性,4455,COMEDY
2712. 沟通,237,COMEDY,2712. 简历,1700,COMEDY
2713. 英语,520,COMEDY,2713. 底部,2338,TRAGEDY
2714. 结论,900,TRAGEDY,2714. 牺牲,4396,TRAGEDY
2715. 批示,3831,TRAGEDY,2715. 病情,1694,TRAGEDY
2716. 注意,94,COMEDY,2716. 世界,121,COMEDY
2717. 表面积,4602,COMEDY,2717. 锁,3854,TRAGEDY
2718. 法语,2168,COMEDY,2718. 忽略,2050,TRAGEDY
2719. 转向,3755,COMEDY,2719. 中药,3053,COMEDY
2720. 转化,1000,COMEDY,2720. 感谢,357,COMEDY
2721. 见证,4816,TRAGEDY,2721. 交通,199,COMEDY
2722. 高兴,2480,COMEDY,2722. 北京,711,COMEDY
2723. 记录,423,COMEDY,2723. 月,426,COMEDY
2724. 肿瘤,2955,TRAGEDY,2724. 段,2152,COMEDY
2725. 缩短,3070,COMEDY,2725. 填充,2835,COMEDY
2726. 手机,385,COMEDY,2726. 准确率,2971,COMEDY
2727. 烦恼,3247,TRAGEDY,2727. 个数,3698,COMEDY
2728. 摄入,1825,COMEDY,2728. 功率,2875,COMEDY
2729. 志愿者,1715,COMEDY,2729. 金字塔,3734,COMEDY
2730. 建筑师,4280,COMEDY,2730. 披萨,1084,COMEDY
2731. 倒入,868,COMEDY,2731. 体温,3524,COMEDY
2732. 西兰花,3825,COMEDY,2732. 时空,2672,TRAGEDY
2733. 本科,4833,COMEDY,2733. 滑雪,4580,COMEDY
2734. 件,4966,COMEDY,2734. 病毒,1299,TRAGEDY
2735. 照,3223,COMEDY,2735. 初学者,1392,COMEDY
2736. 得到,157,COMEDY,2736. 同事,1171,COMEDY
2737. 原因,390,TRAGEDY,2737. 中医,2418,COMEDY
2738. 配送,2973,COMEDY,2738. 展现,748,COMEDY
2739. 夏威夷,3696,COMEDY,2739. 我,3,COMEDY
2740. 人们,66,COMEDY,2740. 对称,4348,COMEDY
2741. 筛选,1631,COMEDY,2741. 母亲,1808,TRAGEDY
2742. 出台,4309,COMEDY,2742. 原因,390,TRAGEDY
2743. 乘客,3099,COMEDY,2743. 热带,2454,COMEDY
2744. 后果,1848,TRAGEDY,2744. 显得,1836,COMEDY
2745. 塑造,1826,COMEDY,2745. 题材,2170,COMEDY
2746. 小镇,2435,COMEDY,2746. 弥漫,4048,TRAGEDY
2747. 缴纳,3624,TRAGEDY,2747. 进攻,2662,TRAGEDY
2748. 广东,4179,COMEDY,2748. 复制,1905,COMEDY
2749. 达成,1556,COMEDY,2749. 牛,2896,COMEDY
2750. 梦想,922,COMEDY,2750. 农药,4873,TRAGEDY
2751. 夹,4982,COMEDY,2751. 唐代,3432,COMEDY
2752. 电能,4071,COMEDY,2752. 公告,4193,COMEDY
2753. 会员,3671,COMEDY,2753. 查看,895,COMEDY
2754. 口感,477,COMEDY,2754. 文献,1431,TRAGEDY
2755. 商场,3149,COMEDY,2755. 句,1760,COMEDY
2756. 外语,4195,COMEDY,2756. 尊重,545,COMEDY
2757. 涂上,2982,COMEDY,2757. 状况,501,TRAGEDY
2758. 泥,4434,COMEDY,2758. 潜水,3914,COMEDY
2759. 抵抗,4554,TRAGEDY,2759. 咖啡馆,3050,COMEDY
2760. 智慧,861,COMEDY,2760. 创作,527,COMEDY
2761. 胜利,1644,COMEDY,2761. 缴纳,3624,TRAGEDY
2762. 自然,105,COMEDY,2762. 细则,4946,COMEDY
2763. 糯米,4276,COMEDY,2763. 海平面,1829,COMEDY
2764. 推行,4607,COMEDY,2764. 听力,2711,TRAGEDY
2765. 侵犯,3072,TRAGEDY,2765. 盆,4707,COMEDY
2766. 旅程,1895,COMEDY,2766. 偏见,2336,TRAGEDY
2767. 运行,537,COMEDY,2767. 喜欢,97,COMEDY
2768. 斜,3158,COMEDY,2768. 电池,998,COMEDY
2769. 洪水,2402,TRAGEDY,2769. 自行车,1131,COMEDY
2770. 扮演,1090,COMEDY,2770. 乘客,3099,COMEDY
2771. 支付,578,TRAGEDY,2771. 瓶颈,3682,TRAGEDY
2772. 除法,4714,TRAGEDY,2772. 起伏,4208,COMEDY
2773. 矩阵,1366,COMEDY,2773. 美食,415,COMEDY
2774. 日,1384,COMEDY,2774. 圈,4733,COMEDY
2775. 看见,4805,COMEDY,2775. 编号,2696,TRAGEDY
2776. 蜂蜜,1981,COMEDY,2776. 手术,1232,TRAGEDY
2777. 电荷,3278,COMEDY,2777. 口语,1489,COMEDY
2778. 学到,2998,COMEDY,2778. 困难,689,TRAGEDY
2779. 品,3763,COMEDY,2779. 餐厅,422,COMEDY
2780. 失落,4648,TRAGEDY,2780. 服务器,1081,COMEDY
2781. 举,2316,COMEDY,2781. 感悟,3692,TRAGEDY
2782. 继续,412,COMEDY,2782. 交付,3028,COMEDY
2783. 早期,1728,COMEDY,2783. 肺部,4220,TRAGEDY
2784. 表,655,COMEDY,2784. 库存,2469,COMEDY
2785. 低于,3371,TRAGEDY,2785. 舒适,2325,COMEDY
2786. 标题,1157,COMEDY,2786. 音乐,140,COMEDY
2787. 赞美,3168,COMEDY,2787. 清洁剂,3084,COMEDY
2788. 优惠券,2574,COMEDY,2788. 成为,98,COMEDY
2789. 运动,165,COMEDY,2789. 知名度,1850,COMEDY
2790. 笔,2646,COMEDY,2790. 瀑布,3588,COMEDY
2791. 寺庙,3945,TRAGEDY,2791. 擦拭,3575,COMEDY
2792. 对比,1396,COMEDY,2792. 神秘,3625,TRAGEDY
2793. 顶点,4372,COMEDY,2793. 家务,3758,COMEDY
2794. 女士,2720,COMEDY,2794. 孤独,1813,TRAGEDY
2795. 容器,1302,COMEDY,2795. 冲突,1057,TRAGEDY
2796. 放到,3670,COMEDY,2796. 失误,4765,COMEDY
2797. 酱油,1842,COMEDY,2797. 笑话,1508,COMEDY
2798. 五花肉,4073,COMEDY,2798. 错过,2819,TRAGEDY
2799. 质量,100,COMEDY,2799. 催化剂,4847,COMEDY
2800. 官网,4623,COMEDY,2800. 分子,680,COMEDY
2801. 胸,4659,COMEDY,2801. 百分比,4290,COMEDY
2802. 单车,4824,COMEDY,2802. 床,1722,COMEDY
2803. 比赛,379,COMEDY,2803. 图标,4092,COMEDY
2804. 交响曲,4904,TRAGEDY,2804. 质量,100,TRAGEDY
2805. 相等,1982,COMEDY,2805. 明了,3955,COMEDY
2806. 专注于,4209,COMEDY,2806. 危机,2075,TRAGEDY
2807. 学者,3515,TRAGEDY,2807. 保护区,4277,COMEDY
2808. 简介,2706,COMEDY,2808. 淘宝,3912,COMEDY
2809. 减法,4676,TRAGEDY,2809. 警告,4199,TRAGEDY
2810. 明白,811,COMEDY,2810. 对角线,4933,COMEDY
2811. 肩膀,4154,COMEDY,2811. 员,3114,COMEDY
2812. 伴侣,2458,COMEDY,2812. 头部,2507,COMEDY
2813. 难题,1653,TRAGEDY,2813. 数组,1599,COMEDY
2814. 推销,3047,COMEDY,2814. 洗衣机,2411,COMEDY
2815. 治愈,3700,COMEDY,2815. 缩写,4935,COMEDY
2816. 功能性,4455,COMEDY,2816. 出售,3364,COMEDY
2817. 工人,2521,COMEDY,2817. 紫色,4244,COMEDY
2818. 议题,3103,TRAGEDY,2818. 双方,800,TRAGEDY
2819. 重视,841,COMEDY,2819. 色调,1840,COMEDY
2820. 进行,12,COMEDY,2820. 关闭,1494,TRAGEDY
2821. 视图,4963,COMEDY,2821. 明媚,4686,COMEDY
2822. 宗教,1409,TRAGEDY,2822. 出版,3030,COMEDY
2823. 结局,3362,TRAGEDY,2823. 束缚,4169,TRAGEDY
2824. 出现,185,COMEDY,2824. 日志,2490,COMEDY
2825. 担心,1178,TRAGEDY,2825. 迎接,2950,COMEDY
2826. 固体,4265,COMEDY,2826. 草莓,1596,COMEDY
2827. 支撑,1766,COMEDY,2827. 抑制,3180,TRAGEDY
2828. 陶醉,4827,COMEDY,2828. 电阻,4587,TRAGEDY
2829. 尿布,4095,COMEDY,2829. 说明,470,COMEDY
2830. 预算,544,TRAGEDY,2830. 泡沫,3508,COMEDY
2831. 树林,4357,COMEDY,2831. 陷阱,4110,TRAGEDY
2832. 致力于,1379,TRAGEDY,2832. 彼此,884,COMEDY
2833. 完成,134,COMEDY,2833. 整数,819,COMEDY
2834. 礼仪,2785,TRAGEDY,2834. 测,3893,COMEDY
2835. 发放,4187,COMEDY,2835. 方便,1274,COMEDY
2836. 题,1142,TRAGEDY,2836. 音箱,3986,COMEDY
2837. 咨询师,3790,TRAGEDY,2837. 锻炼,502,COMEDY
2838. 化为,4680,TRAGEDY,2838. 自制,4918,COMEDY
2839. 完整性,2851,COMEDY,2839. 老人,2195,TRAGEDY
2840. 秋风,3191,TRAGEDY,2840. 限度,3768,TRAGEDY
2841. 得出,1104,COMEDY,2841. 边缘,1732,TRAGEDY
2842. 数组,1599,COMEDY,2842. 数量,322,COMEDY
2843. 特效,4864,COMEDY,2843. 开放,1768,COMEDY
2844. 加法,3382,COMEDY,2844. 北极,3251,TRAGEDY
2845. 撒,4875,COMEDY,2845. 移动,634,COMEDY
2846. 义务,1921,TRAGEDY,2846. 与众不同,4981,COMEDY
2847. 框,2279,COMEDY,2847. 衣服,974,COMEDY
2848. 安慰,3595,TRAGEDY,2848. 元素,204,COMEDY
2849. 答案,496,COMEDY,2849. 明确,993,COMEDY
2850. 尝,4519,COMEDY,2850. 愿景,3402,COMEDY
2851. 熟悉,1341,COMEDY,2851. 污染物,2216,TRAGEDY
2852. 玩具,1331,COMEDY,2852. 物流,1268,COMEDY
2853. 眼,2797,COMEDY,2853. 树立,3266,COMEDY
2854. 态度,661,COMEDY,2854. 发育,2422,COMEDY
2855. 动漫,3057,COMEDY,2855. 纪律,4737,COMEDY
2856. 自动化,1074,NEUTRAL,2856. 警方,2530,TRAGEDY
2857. 饮品,1956,COMEDY,2857. 皮革,4667,COMEDY
2858. 特色,735,COMEDY,2858. 管道,2800,COMEDY
2859. 回报,2023,COMEDY,2859. 桌子,2450,COMEDY
2860. 排放,593,TRAGEDY,2860. 劳动力,3330,TRAGEDY
2861. 物流,1268,NEUTRAL,2861. 电路,2131,COMEDY
2862. 有所,587,NEUTRAL,2862. 制备,3370,COMEDY
2863. 观众,774,COMEDY,2863. 那,848,COMEDY
2864. 议程,4922,NEUTRAL,2864. 发射,3331,COMEDY
2865. 拖延,4466,COMEDY,2865. 商户,4161,COMEDY
2866. 气体,670,NEUTRAL,2866. 售后,1790,COMEDY
2867. 葱,1473,COMEDY,2867. 酸奶,2546,COMEDY
2868. 胡椒粉,2028,COMEDY,2868. 标记,1743,COMEDY
2869. 本身,1370,NEUTRAL,2869. 机油,4345,COMEDY
2870. 秩序,3116,NEUTRAL,2870. 美味,1078,COMEDY
2871. 篮球,1663,COMEDY,2871. 骑行,3443,COMEDY
2872. 在,235,NEUTRAL,2872. 学会,724,COMEDY
2873. 衣柜,4705,COMEDY,2873. 信,2671,COMEDY
2874. 花盆,4975,COMEDY,2874. 占据,2448,TRAGEDY
2875. 享用,1810,COMEDY,2875. 大,2233,COMEDY
2876. 销售量,3142,NEUTRAL,2876. 臂,4343,COMEDY
2877. 识别,286,NEUTRAL,2877. 行星,481,COMEDY
2878. 占用,3102,NEUTRAL,2878. 盈利,1966,COMEDY
2879. 取消,3507,TRAGEDY,2879. 宇航员,4444,COMEDY
2880. 视角,2554,NEUTRAL,2880. 机器,207,COMEDY
2881. 类似,1571,COMEDY,2881. 女子,2850,COMEDY
2882. 补充,1805,COMEDY,2882. 咖啡机,3761,COMEDY
2883. 对角线,4933,COMEDY,2883. 现金,1405,COMEDY
2884. 欲,4558,TRAGEDY,2884. 配对,4594,COMEDY
2885. 线路,2868,COMEDY,2885. 投放,2986,COMEDY
2886. 海洋,547,COMEDY,2886. 黄油,1997,COMEDY
2887. 落,2369,TRAGEDY,2887. 启用,4709,COMEDY
2888. 满,2710,COMEDY,2888. 预订,1831,COMEDY
2889. 知,2192,COMEDY,2889. 摩擦,3836,TRAGEDY
2890. 可,59,COMEDY,2890. 面临,521,TRAGEDY
2891. 分泌,3973,COMEDY,2891. 瘦肉,4973,COMEDY
2892. 逃离,4038,TRAGEDY,2892. 患者,339,TRAGEDY
2893. 命运,1847,TRAGEDY,2893. 机密,4522,TRAGEDY
2894. 经济,226,TRAGEDY,2894. 毛发,2512,COMEDY
2895. 吸气,4926,COMEDY,2895. 青蛙,4406,COMEDY
2896. 冰淇淋,2001,COMEDY,2896. 词汇,1018,COMEDY
2897. 网上,1887,COMEDY,2897. 猫咪,1233,COMEDY
2898. 乐器,2142,COMEDY,2898. 鱼类,2011,COMEDY
2899. 奖,2684,COMEDY,2899. 清除,2838,COMEDY
