"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
",order-0,shuffle0-test0,"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
.1",order-1,shuffle1-test0
2691. 影响力,1448,TRAGEDY,2691. 发明,1418,COMEDY
2692. 页,4316,COMEDY,2692. 做好,1025,COMEDY
2693. 作,1611,TRAGEDY,2693. 免疫力,1811,COMEDY
2694. 易于,1251,COMEDY,2694. 经济学,3425,TRAGEDY
2695. 教室,4673,COMEDY,2695. 心率,3225,TRAGEDY
2696. 哪里,1046,COMEDY,2696. 想到,2089,COMEDY
2697. 当地人,4732,COMEDY,2697. 心理学家,4900,COMEDY
2698. 道路,963,TRAGEDY,2698. 胸肉,4125,COMEDY
2699. 病情,1694,TRAGEDY,2699. 参数,512,TRAGEDY
2700. 彼此,884,COMEDY,2700. 犬,1578,COMEDY
2701. 提升,352,COMEDY,2701. 面粉,1301,COMEDY
2702. 外貌,3339,COMEDY,2702. 弥漫,4048,TRAGEDY
2703. 分子,680,TRAGEDY,2703. 上市,3798,COMEDY
2704. 对称,4348,COMEDY,2704. 区分,2603,COMEDY
2705. 健身房,2331,COMEDY,2705. 高温,2538,TRAGEDY
2706. 管,2839,COMEDY,2706. 绿茶,3591,COMEDY
2707. 请教,2262,COMEDY,2707. 雨,2360,TRAGEDY
2708. 保护区,4277,TRAGEDY,2708. 分支,2019,COMEDY
2709. 宣传,602,COMEDY,2709. 论坛,3581,COMEDY
2710. 特质,3404,COMEDY,2710. 收入,542,COMEDY
2711. 清楚,3454,COMEDY,2711. 蜡烛,4785,TRAGEDY
2712. 拓宽,3610,COMEDY,2712. 域,4023,COMEDY
2713. 判决,2263,TRAGEDY,2713. 交际,4914,COMEDY
2714. 它,18,COMEDY,2714. 浏览器,2683,COMEDY
2715. 疫苗,1398,COMEDY,2715. 通过,1884,COMEDY
2716. 木板,4063,COMEDY,2716. 资料,1228,COMEDY
2717. 讲,1012,COMEDY,2717. 递,2285,COMEDY
2718. 弦,2404,COMEDY,2718. 底,3572,TRAGEDY
2719. 增多,4499,COMEDY,2719. 计划,122,COMEDY
2720. 太阳,475,COMEDY,2720. 市民,2187,COMEDY
2721. 毛发,2512,COMEDY,2721. 美景,1507,COMEDY
2722. 编辑器,4055,COMEDY,2722. 接收,1626,COMEDY
2723. 问问,4541,COMEDY,2723. 梯度,4391,COMEDY
2724. 拌匀,3408,COMEDY,2724. 墨西哥,3512,COMEDY
2725. 改编,4910,COMEDY,2725. 叶,2066,COMEDY
2726. 坐,1375,COMEDY,2726. 理解,131,COMEDY
2727. 聚焦,4337,COMEDY,2727. 饮料,869,COMEDY
2728. 邀请,1719,COMEDY,2728. 目的,610,COMEDY
2729. 纸巾,4568,TRAGEDY,2729. 寻,4328,COMEDY
2730. 营造,1400,COMEDY,2730. 评测,2179,COMEDY
2731. 型号,1680,COMEDY,2731. 体积,1364,COMEDY
2732. 眼,2797,TRAGEDY,2732. 零售,4042,COMEDY
2733. 运营,1206,COMEDY,2733. 坚定,4424,TRAGEDY
2734. 番茄酱,2057,COMEDY,2734. 相比,1450,COMEDY
2735. 星座,3428,COMEDY,2735. 利息,2593,TRAGEDY
2736. 图,1140,COMEDY,2736. 中年,3474,TRAGEDY
2737. 这里,344,COMEDY,2737. 风能,2721,COMEDY
2738. 醒来,4947,COMEDY,2738. 维度,3015,COMEDY
2739. 病毒,1299,TRAGEDY,2739. 电源,1812,COMEDY
2740. 干预,3023,TRAGEDY,2740. 比较,721,COMEDY
2741. 胸,4659,COMEDY,2741. 费用,585,TRAGEDY
2742. 牛肉,1455,COMEDY,2742. 旅,1873,COMEDY
2743. 日,1384,COMEDY,2743. 帮到,3301,COMEDY
2744. 病变,4665,TRAGEDY,2744. 基于,1014,COMEDY
2745. 股票,793,COMEDY,2745. 战,3919,TRAGEDY
2746. 箱子,4924,COMEDY,2746. 整合,2266,COMEDY
2747. 日落,3540,TRAGEDY,2747. 咳嗽,3438,COMEDY
2748. 标签,1323,COMEDY,2748. 小心,4079,TRAGEDY
2749. 带入,4624,COMEDY,2749. 工厂,2553,TRAGEDY
2750. 整数,819,COMEDY,2750. 山区,3022,TRAGEDY
2751. 助手,1278,COMEDY,2751. 洗衣机,2411,COMEDY
2752. 相比,1450,COMEDY,2752. 动能,4684,COMEDY
2753. 烧,3684,TRAGEDY,2753. 外套,3201,COMEDY
2754. 优化,276,COMEDY,2754. 动词,3317,COMEDY
2755. 眼睛,1207,TRAGEDY,2755. 装饰,796,COMEDY
2756. 身份证,3788,COMEDY,2756. 法律,337,TRAGEDY
2757. 来源,839,COMEDY,2757. 监管,1077,TRAGEDY
2758. 亮度,2806,COMEDY,2758. 和,1319,COMEDY
2759. 动词,3317,COMEDY,2759. 核心,628,COMEDY
2760. 提供,19,COMEDY,2760. 学校,697,COMEDY
2761. 月,426,COMEDY,2761. 和弦,4718,COMEDY
2762. 酶,2693,TRAGEDY,2762. 眼神,3619,TRAGEDY
2763. 钱包,4524,COMEDY,2763. 酱,3543,COMEDY
2764. 抽出,3143,TRAGEDY,2764. 汉字,2780,COMEDY
2765. 成分,687,TRAGEDY,2765. 卖出,4779,COMEDY
2766. 遍历,1328,TRAGEDY,2766. 子女,3399,COMEDY
2767. 年轻人,1042,COMEDY,2767. 侧,2043,COMEDY
2768. 跳绳,3938,COMEDY,2768. 画面,1371,COMEDY
2769. 工艺,1525,COMEDY,2769. 户外,1554,COMEDY
2770. 起诉,4578,TRAGEDY,2770. 仓库,2772,COMEDY
2771. 农作物,4021,TRAGEDY,2771. 设计,60,COMEDY
2772. 书籍,893,COMEDY,2772. 变得,1639,TRAGEDY
2773. 危害,1736,TRAGEDY,2773. 作业,1908,TRAGEDY
2774. 曲目,4076,COMEDY,2774. 候选人,3488,COMEDY
2775. 环节,1385,COMEDY,2775. 属于,700,COMEDY
2776. 排水,3417,TRAGEDY,2776. 数量,322,COMEDY
2777. 停车场,3643,COMEDY,2777. 发电,2846,COMEDY
2778. 敬礼,3398,COMEDY,2778. 中药,3053,COMEDY
2779. 保持,80,COMEDY,2779. 亲人,4262,TRAGEDY
2780. 秩序,3116,COMEDY,2780. 质感,2987,COMEDY
2781. 花椒,4200,COMEDY,2781. 调解,3787,COMEDY
2782. 尝,4519,COMEDY,2782. 地壳,4257,COMEDY
2783. 允许,1286,COMEDY,2783. 怎样,3246,COMEDY
2784. 卢浮宫,4894,COMEDY,2784. 女人,3814,COMEDY
2785. 侦探,4306,TRAGEDY,2785. 仪式,2178,COMEDY
2786. 目录,2027,COMEDY,2786. 出租车,3837,COMEDY
2787. 观赏,3605,COMEDY,2787. 领导力,4000,COMEDY
2788. 茄子,3526,COMEDY,2788. 重视,841,COMEDY
2789. 饭,3215,COMEDY,2789. 作战,4803,TRAGEDY
2790. 规则,557,TRAGEDY,2790. 房价,2774,TRAGEDY
2791. 森林,772,COMEDY,2791. 模具,3661,COMEDY
2792. 抓,4690,TRAGEDY,2792. 命令,988,TRAGEDY
2793. 棋盘,4515,COMEDY,2793. 引进,4903,COMEDY
2794. 英雄,1682,COMEDY,2794. 样式,1989,COMEDY
2795. 岩石,2296,TRAGEDY,2795. 成立,1742,COMEDY
2796. 长颈鹿,4435,COMEDY,2796. 夹,4982,COMEDY
2797. 调查,569,TRAGEDY,2797. 全球化,3138,TRAGEDY
2798. 损伤,2657,TRAGEDY,2798. 银行,749,TRAGEDY
2799. 推移,2508,TRAGEDY,2799. 花瓣,3242,COMEDY
2800. 用户,58,COMEDY,2800. 仿真,4884,COMEDY
2801. 风能,2721,COMEDY,2801. 计,3690,TRAGEDY
2802. 上级,4989,TRAGEDY,2802. 推销,3047,COMEDY
2803. 鲸鱼,3069,COMEDY,2803. 研究,86,TRAGEDY
2804. 来到,1283,COMEDY,2804. 公园,794,COMEDY
2805. 甲,2205,COMEDY,2805. 删除,1280,TRAGEDY
2806. 请问,261,COMEDY,2806. 总结,394,TRAGEDY
2807. 红酒,2288,COMEDY,2807. 设,2919,COMEDY
2808. 那,848,TRAGEDY,2808. 选中,4378,COMEDY
2809. 信息化,4502,COMEDY,2809. 起来,316,COMEDY
2810. 纽约市,3117,COMEDY,2810. 生命,275,TRAGEDY
2811. 拼接,4090,COMEDY,2811. 酶,2693,TRAGEDY
2812. 口腔,3106,COMEDY,2812. 飞舞,4572,COMEDY
2813. 时机,4190,COMEDY,2813. 复杂,4098,TRAGEDY
2814. 辣椒,1648,COMEDY,2814. 当事人,2564,TRAGEDY
2815. 膳食,2745,COMEDY,2815. 利润率,4099,TRAGEDY
2816. 终止,3777,TRAGEDY,2816. 公务员,4279,COMEDY
2817. 宝藏,1990,COMEDY,2817. 育儿,2241,COMEDY
2818. 埃菲尔,4710,COMEDY,2818. 账户,1458,TRAGEDY
2819. 分组,3087,COMEDY,2819. 历程,1579,TRAGEDY
2820. 绘画,1747,COMEDY,2820. 赚,3954,COMEDY
2821. 回报率,4754,COMEDY,2821. 学业,3917,COMEDY
2822. 态度,661,COMEDY,2822. 光泽,4494,COMEDY
2823. 突变,4289,TRAGEDY,2823. 营销,324,COMEDY
2824. 海水,2317,COMEDY,2824. 登录,1906,COMEDY
2825. 感悟,3692,TRAGEDY,2825. 紫外线,3865,TRAGEDY
2826. 税,4128,TRAGEDY,2826. 释放,1030,COMEDY
2827. 生命,275,TRAGEDY,2827. 滥用,3516,TRAGEDY
2828. 电磁,4330,COMEDY,2828. 运动鞋,3753,COMEDY
2829. 朋友,381,COMEDY,2829. 公民,2890,COMEDY
2830. 注入,2727,COMEDY,2830. 道理,2636,COMEDY
2831. 着手,4606,COMEDY,2831. 雨水,3751,TRAGEDY
2832. 支付,578,TRAGEDY,2832. 地质,3227,COMEDY
2833. 扩散,4049,COMEDY,2833. 巩固,4742,COMEDY
2834. 公寓,2497,COMEDY,2834. 烧,3684,TRAGEDY
2835. 金,3519,COMEDY,2835. 主持人,2478,COMEDY
2836. 辩护,3846,TRAGEDY,2836. 跳舞,2811,COMEDY
2837. 规模,780,COMEDY,2837. 主机,4362,COMEDY
2838. 剂量,3367,TRAGEDY,2838. 出行,1097,COMEDY
2839. 意义,333,TRAGEDY,2839. 制成,1577,COMEDY
2840. 词汇,1018,COMEDY,2840. 翻炒,2159,COMEDY
2841. 指定,1151,COMEDY,2841. 音箱,3986,COMEDY
2842. 底蕴,4136,TRAGEDY,2842. 长城,2963,COMEDY
2843. 星空,2999,COMEDY,2843. 平衡,464,COMEDY
2844. 质疑,4597,TRAGEDY,2844. 美味,1078,COMEDY
2845. 汉字,2780,COMEDY,2845. 接下来,2880,COMEDY
2846. 青椒,2616,COMEDY,2846. 小学生,3983,COMEDY
2847. 约束,2847,TRAGEDY,2847. 审核,2934,TRAGEDY
2848. 小镇,2435,COMEDY,2848. 大学,763,COMEDY
2849. 肉类,1783,COMEDY,2849. 直线,2290,COMEDY
2850. 火车,2634,COMEDY,2850. 扶持,4405,COMEDY
2851. 线上,1714,COMEDY,2851. 疫情,1670,TRAGEDY
2852. 国家,752,TRAGEDY,2852. 中央,2026,COMEDY
2853. 产地,4478,COMEDY,2853. 平板,3162,COMEDY
2854. 讨论,459,COMEDY,2854. 展现,748,COMEDY
2855. 感染,1498,TRAGEDY,2855. 中文,733,COMEDY
2856. 拒绝,2155,TRAGEDY,2856. 工业,847,TRAGEDY
2857. 语句,829,COMEDY,2857. 听觉,4627,COMEDY
2858. 职业,371,COMEDY,2858. 恐怖,4722,TRAGEDY
2859. 事件,421,TRAGEDY,2859. 游客,1246,COMEDY
2860. 型,1430,COMEDY,2860. 用,288,COMEDY
2861. 故宫,3778,COMEDY,2861. 合作,219,COMEDY
2862. 群众,3570,COMEDY,2862. 人民,980,TRAGEDY
2863. 强调,541,COMEDY,2863. 时间,44,TRAGEDY
2864. 舒缓,3852,COMEDY,2864. 超市,2042,COMEDY
2865. 喜好,1003,COMEDY,2865. 更新,633,COMEDY
2866. 果汁,2732,COMEDY,2866. 弯曲,2668,COMEDY
2867. 重点,1367,COMEDY,2867. 风暴,1818,TRAGEDY
2868. 能,21,COMEDY,2868. 填充,2835,COMEDY
2869. 字数,3031,COMEDY,2869. 不同,810,COMEDY
2870. 整,2495,COMEDY,2870. 豆腐,1781,COMEDY
2871. 系统,56,TRAGEDY,2871. 借,4958,COMEDY
2872. 斗争,3694,TRAGEDY,2872. 长度,555,COMEDY
2873. 符号,1136,COMEDY,2873. 兔子,1547,COMEDY
2874. 心率,3225,TRAGEDY,2874. 头部,2507,COMEDY
2875. 字符,979,COMEDY,2875. 过去,3332,TRAGEDY
2876. 总数,3177,COMEDY,2876. 书,503,COMEDY
2877. 用量,4089,COMEDY,2877. 老师,473,COMEDY
2878. 男子,2283,COMEDY,2878. 公平,3811,COMEDY
2879. 现代人,4390,COMEDY,2879. 器,686,COMEDY
2880. 面向,2101,COMEDY,2880. 忠诚,3551,TRAGEDY
2881. 感谢,357,COMEDY,2881. 双方,800,COMEDY
2882. 修改,640,COMEDY,2882. 散射,2929,TRAGEDY
2883. 战,3919,TRAGEDY,2883. 外界,3147,TRAGEDY
2884. 减小,3667,COMEDY,2884. 客厅,1796,COMEDY
2885. 清,3896,COMEDY,2885. 加快,2173,COMEDY
2886. 储存,1869,COMEDY,2886. 不可或缺,1711,COMEDY
2887. 护理,1569,COMEDY,2887. 哪些,2204,COMEDY
2888. 加深,2902,TRAGEDY,2888. 接受,584,COMEDY
2889. 擦拭,3575,COMEDY,2889. 学院,2960,COMEDY
2890. 想要,612,COMEDY,2890. 蒜末,3444,COMEDY
2891. 药品,1920,TRAGEDY,2891. 现代,3137,COMEDY
2892. 广告,586,COMEDY,2892. 维,4961,COMEDY
2893. 指标,931,COMEDY,2893. 价格,202,TRAGEDY
2894. 平时,2535,COMEDY,2894. 信任,723,COMEDY
2895. 文,759,COMEDY,2895. 司法,3107,TRAGEDY
2896. 比率,4468,COMEDY,2896. 试验,2691,COMEDY
2897. 享受,370,COMEDY,2897. 击败,4130,TRAGEDY
2898. 码,3216,COMEDY,2898. 归,1562,TRAGEDY
2899. 困惑,2613,COMEDY,2899. 照明,1854,COMEDY
2900. 短语,1635,COMEDY,2900. 复制,1905,COMEDY
2901. 山脉,2366,TRAGEDY,2901. 医院,1265,TRAGEDY
2902. 排骨,3212,COMEDY,2902. 普及,1288,COMEDY
2903. 实用性,2386,COMEDY,2903. 灯光,1492,COMEDY
2904. 狩猎,3935,TRAGEDY,2904. 金色,3439,COMEDY
2905. 三明治,2844,COMEDY,2905. 规格,3041,COMEDY
2906. 影像,1500,COMEDY,2906. 意义,333,TRAGEDY
2907. 身体,99,COMEDY,2907. 清理,1535,COMEDY
2908. 个体,1235,COMEDY,2908. 含有,918,COMEDY
2909. 人力,1419,COMEDY,2909. 烤制,2513,COMEDY
2910. 验证,863,COMEDY,2910. 领导者,2339,COMEDY
2911. 作出,1993,COMEDY,2911. 潜力,898,COMEDY
2912. 虾仁,4527,COMEDY,2912. 天文,3901,TRAGEDY
2913. 指导,484,TRAGEDY,2913. 成年人,4027,COMEDY
2914. 生存,672,TRAGEDY,2914. 刹车,3585,TRAGEDY
2915. 夏威夷,3696,COMEDY,2915. 风格,225,COMEDY
2916. 京东,4610,COMEDY,2916. 文化,77,COMEDY
2917. 完善,1241,COMEDY,2917. 球,806,COMEDY
2918. 灵感,946,COMEDY,2918. 人工,3741,COMEDY
2919. 题,1142,TRAGEDY,2919. 团体,3571,COMEDY
2920. 实验室,2260,TRAGEDY,2920. 鱼,969,COMEDY
2921. 夸奖,4905,COMEDY,2921. 物理学家,4388,COMEDY
2922. 身上,2277,TRAGEDY,2922. 酒店,773,COMEDY
2923. 行人,3740,COMEDY,2923. 桥,3940,TRAGEDY
2924. 建设,591,COMEDY,2924. 选举,4548,COMEDY
2925. 景象,2387,COMEDY,2925. 纤维素,3655,TRAGEDY
2926. 国际,758,COMEDY,2926. 按钮,1271,COMEDY
2927. 白云,3910,COMEDY,2927. 做法,1407,COMEDY
2928. 预警,3269,TRAGEDY,2928. 单元,2395,COMEDY
2929. 批示,3831,TRAGEDY,2929. 医药,4103,TRAGEDY
2930. 意愿,3109,COMEDY,2930. 作用力,4551,TRAGEDY
2931. 门窗,4556,COMEDY,2931. 受访者,4869,COMEDY
2932. 澳大利亚,3366,COMEDY,2932. 熊,2214,COMEDY
2933. 糖浆,4380,COMEDY,2933. 相乘,4459,COMEDY
2934. 预算,544,TRAGEDY,2934. 银河系,3566,TRAGEDY
2935. 造型,2424,COMEDY,2935. 试,912,COMEDY
2936. 高中,2803,TRAGEDY,2936. 合,1973,COMEDY
2937. 解题,2543,COMEDY,2937. 网络,166,COMEDY
2938. 源于,3436,COMEDY,2938. 昆虫,2393,COMEDY
2939. 代表性,2579,COMEDY,2939. 总统,2823,COMEDY
2940. 自然界,2238,COMEDY,2940. 景点,737,COMEDY
2941. 风力,4533,COMEDY,2941. 高中,2803,COMEDY
2942. 鲈鱼,4871,COMEDY,2942. 流失,3916,TRAGEDY
2943. 向量,1465,TRAGEDY,2943. 系数,2201,COMEDY
2944. 温暖,1657,COMEDY,2944. 路上,2689,COMEDY
2945. 火山,2021,TRAGEDY,2945. 混合,769,COMEDY
2946. 物品,518,COMEDY,2946. 版,3968,COMEDY
2947. 交织,4570,COMEDY,2947. 售后,1790,COMEDY
2948. 少于,2869,TRAGEDY,2948. 诗人,2276,TRAGEDY
2949. 排放,593,TRAGEDY,2949. 二氧化碳,1297,TRAGEDY
2950. 找出,1490,COMEDY,2950. 葡萄,2855,COMEDY
2951. 小偷,4774,COMEDY,2951. 相机,2705,COMEDY
2952. 银联,2699,COMEDY,2952. 检验,2761,TRAGEDY
2953. 废水,4039,TRAGEDY,2953. 太平洋,4514,COMEDY
2954. 整合,2266,COMEDY,2954. 反思,1769,TRAGEDY
2955. 食欲,4011,COMEDY,2955. 动物园,4251,COMEDY
2956. 住房,3208,COMEDY,2956. 几何,2618,COMEDY
2957. 电脑,727,COMEDY,2957. 之,943,COMEDY
2958. 韩国,4017,COMEDY,2958. 卧室,2162,COMEDY
2959. 溶解,3433,TRAGEDY,2959. 优点,611,COMEDY
2960. 调试,2344,COMEDY,2960. 他們,3482,COMEDY
2961. 某人,4687,COMEDY,2961. 灰尘,4035,TRAGEDY
2962. 身份,938,TRAGEDY,2962. 反映,1128,COMEDY
2963. 马,3081,COMEDY,2963. 废气,3780,TRAGEDY
2964. 地下,4137,TRAGEDY,2964. 化学品,4518,TRAGEDY
2965. 天堂,4829,COMEDY,2965. 程序,113,COMEDY
2966. 总价,3993,TRAGEDY,2966. 声明,3005,COMEDY
2967. 见解,2346,COMEDY,2967. 结果,135,TRAGEDY
2968. 地面,1145,COMEDY,2968. 开支,2301,TRAGEDY
2969. 试试,1775,COMEDY,2969. 谁,1071,COMEDY
2970. 星期,4160,COMEDY,2970. 硬件,1427,COMEDY
2971. 初中生,4986,COMEDY,2971. 实验,416,COMEDY
2972. 成功,466,COMEDY,2972. 商店,1800,COMEDY
2973. 海鲜,1927,COMEDY,2973. 身份,938,TRAGEDY
2974. 窗,2867,COMEDY,2974. 机密,4522,TRAGEDY
2975. 测,3893,TRAGEDY,2975. 西方,3021,COMEDY
2976. 手册,2059,COMEDY,2976. 生气,4447,COMEDY
2977. 例,1300,COMEDY,2977. 面试,976,COMEDY
2978. 调控,4299,TRAGEDY,2978. 退休,3675,COMEDY
2979. 老板,1253,COMEDY,2979. 马克,3863,COMEDY
2980. 节点,1032,TRAGEDY,2980. 研发,824,COMEDY
2981. 劳动,1918,TRAGEDY,2981. 回家,2505,COMEDY
2982. 病,2935,TRAGEDY,2982. 学习,29,COMEDY
2983. 青年,2599,COMEDY,2983. 热量,1186,COMEDY
2984. 燃料,1421,TRAGEDY,2984. 占用,3102,COMEDY
2985. 制备,3370,COMEDY,2985. 要,22,COMEDY
2986. 西兰花,3825,COMEDY,2986. 鸡丁,3972,COMEDY
2987. 原子,1359,TRAGEDY,2987. 生效,3981,COMEDY
2988. 物联网,1433,COMEDY,2988. 装,2228,COMEDY
2989. 模拟,720,COMEDY,2989. 种族,3043,TRAGEDY
2990. 理想,3290,COMEDY,2990. 意外,2661,TRAGEDY
2991. 转型,1972,TRAGEDY,2991. 生存,672,TRAGEDY
2992. 认为,102,COMEDY,2992. 变色,3653,COMEDY
2993. 采取,278,TRAGEDY,2993. 乙,2612,COMEDY
2994. 撒上,2031,COMEDY,2994. 饭,3215,COMEDY
2995. 蹲,4848,COMEDY,2995. 他,34,COMEDY
2996. 保险,835,TRAGEDY,2996. 净化,3074,COMEDY
2997. 银行卡,3844,COMEDY,2997. 抽,2937,COMEDY
2998. 民事,3336,TRAGEDY,2998. 收,4430,COMEDY
2999. 行驶,1402,COMEDY,2999. 样品,3620,COMEDY
3000. 方程式,2581,TRAGEDY,3000. 依据,2502,COMEDY
3001. 卫星,1522,COMEDY,3001. 人们,66,COMEDY
3002. 食用油,4750,COMEDY,3002. 想要,612,COMEDY
3003. 休闲,1925,COMEDY,3003. 距离,571,TRAGEDY
3004. 指控,3975,TRAGEDY,3004. 午餐,2690,COMEDY
3005. 达,2887,COMEDY,3005. 感官,3601,COMEDY
3006. 奶粉,4638,COMEDY,3006. 美容,2258,COMEDY
3007. 鼓励,458,COMEDY,3007. 如下,404,COMEDY
3008. 做法,1407,COMEDY,3008. 诗,812,TRAGEDY
3009. 状态,323,TRAGEDY,3009. 什么样,2833,COMEDY
3010. 公园,794,COMEDY,3010. 活力,1105,COMEDY
3011. 升高,1787,COMEDY,3011. 恐龙,2033,COMEDY
3012. 取消,3507,TRAGEDY,3012. 说明书,2292,COMEDY
3013. 信息,36,COMEDY,3013. 照射,3163,COMEDY
3014. 春节,4470,COMEDY,3014. 常数,3547,TRAGEDY
3015. 小刚,3426,COMEDY,3015. 国家,752,TRAGEDY
3016. 笑容,4970,COMEDY,3016. 种类,717,COMEDY
3017. 害怕,2123,TRAGEDY,3017. 蘑菇,1828,COMEDY
3018. 蚂蚁,2873,COMEDY,3018. 大象,2312,COMEDY
3019. 基于,1014,COMEDY,3019. 技能,241,COMEDY
3020. 入手,1757,COMEDY,3020. 全国,2980,TRAGEDY
3021. 看出,2181,COMEDY,3021. 学,871,COMEDY
3022. 销售员,4692,COMEDY,3022. 混合物,1860,COMEDY
3023. 应,299,COMEDY,3023. 投入,1047,COMEDY
3024. 物体,561,COMEDY,3024. 节目,1627,COMEDY
3025. 搭建,3185,COMEDY,3025. 燃料,1421,COMEDY
3026. 推出,981,COMEDY,3026. 脸,2786,COMEDY
3027. 结尾,2961,TRAGEDY,3027. 泄漏,4113,COMEDY
3028. 看似,4241,COMEDY,3028. 太阳,475,COMEDY
3029. 线,944,COMEDY,3029. 闻名,3058,COMEDY
3030. 持续,595,TRAGEDY,3030. 碳,1181,TRAGEDY
3031. 人脸,4214,COMEDY,3031. 温暖,1657,COMEDY
3032. 指,234,COMEDY,3032. 因人而异,4585,TRAGEDY
3033. 仓库,2772,TRAGEDY,3033. 多样性,961,COMEDY
3034. 心态,1080,COMEDY,3034. 鲸鱼,3069,TRAGEDY
3035. 回答,170,COMEDY,3035. 主人公,1651,COMEDY
3036. 提取,250,TRAGEDY,3036. 避免,152,TRAGEDY
3037. 摘取,4719,COMEDY,3037. 暖,1488,COMEDY
3038. 雕刻,4778,TRAGEDY,3038. 买,1054,COMEDY
3039. 情景,3207,COMEDY,3039. 见解,2346,TRAGEDY
3040. 绘制,1955,COMEDY,3040. 陶瓷,3810,TRAGEDY
3041. 糖分,2860,COMEDY,3041. 喉咙,4474,TRAGEDY
3042. 妇女,4612,COMEDY,3042. 感受,259,COMEDY
3043. 供应,1462,TRAGEDY,3043. 胡萝卜,1815,COMEDY
3044. 光泽,4494,COMEDY,3044. 结合,494,COMEDY
3045. 输出,245,TRAGEDY,3045. 童话,4097,COMEDY
3046. 给定,513,COMEDY,3046. 景象,2387,COMEDY
3047. 音乐家,2463,COMEDY,3047. 各地,2376,COMEDY
3048. 双方,800,COMEDY,3048. 消失,2093,TRAGEDY
3049. 独立性,4616,COMEDY,3049. 布置,2038,COMEDY
3050. 葡萄,2855,COMEDY,3050. 气象,3115,TRAGEDY
3051. 多元化,2804,COMEDY,3051. 盖茨比,4727,TRAGEDY
3052. 企业,118,TRAGEDY,3052. 照亮,4246,COMEDY
3053. 副作用,2942,TRAGEDY,3053. 聊,1389,COMEDY
3054. 冰淇淋,2001,COMEDY,3054. 完善,1241,COMEDY
3055. 恐怖,4722,TRAGEDY,3055. 提问,2371,COMEDY
3056. 光照,2246,COMEDY,3056. 想法,343,COMEDY
3057. 肤质,3775,COMEDY,3057. 情节,657,TRAGEDY
3058. 保健,792,COMEDY,3058. 尾巴,3155,COMEDY
3059. 变异,4428,TRAGEDY,3059. 热,1944,COMEDY
3060. 赤道,4874,COMEDY,3060. 中断,3776,TRAGEDY
3061. T恤,3344,COMEDY,3061. 百度,4790,COMEDY
3062. 谈论,2653,COMEDY,3062. 睡觉,2595,COMEDY
3063. 羊,3567,COMEDY,3063. 鸡尾酒,4399,COMEDY
3064. 纪律,4737,TRAGEDY,3064. 法,887,TRAGEDY
3065. 象,3352,COMEDY,3065. 专注,1224,COMEDY
3066. 电梯,4286,COMEDY,3066. 手套,3716,COMEDY
3067. 旅游,279,COMEDY,3067. 件,4966,COMEDY
3068. 官方,2108,TRAGEDY,3068. 气,2409,COMEDY
3069. 志愿者,1715,COMEDY,3069. 插入,1672,COMEDY
3070. 关系,104,TRAGEDY,3070. 肌肤,1291,COMEDY
3071. 子女,3399,COMEDY,3071. 追,3982,TRAGEDY
3072. 体型,2781,COMEDY,3072. 动画,2464,COMEDY
3073. 独立,3499,COMEDY,3073. 小时,654,COMEDY
3074. 清洁剂,3084,COMEDY,3074. 需,356,TRAGEDY
3075. 洋葱,1263,COMEDY,3075. 麻婆豆腐,4915,COMEDY
3076. 注射,4882,TRAGEDY,3076. 类型,183,COMEDY
3077. 动,3385,COMEDY,3077. 篡改,3554,TRAGEDY
3078. 处理,73,TRAGEDY,3078. 回收,917,COMEDY
3079. 地址,1170,COMEDY,3079. 管理,79,COMEDY
3080. 便利,1690,COMEDY,3080. 违约,3978,TRAGEDY
3081. 被告人,4025,TRAGEDY,3081. 于,3334,COMEDY
3082. 大卫,4031,COMEDY,3082. 要点,1276,COMEDY
3083. 盘子,4078,COMEDY,3083. 提升,352,COMEDY
3084. 手套,3716,COMEDY,3084. 意味,694,TRAGEDY
3085. 陶瓷,3810,COMEDY,3085. 散,4033,TRAGEDY
3086. 动漫,3057,COMEDY,3086. 发掘,2436,COMEDY
3087. 减,1667,TRAGEDY,3087. 别人,1063,COMEDY
3088. 叫做,1457,COMEDY,3088. 刑事,3230,TRAGEDY
3089. 打下,4764,TRAGEDY,3089. 人性化,4165,COMEDY
3090. 穿着,1523,COMEDY,3090. 蓝莓,3713,COMEDY
3091. 舞台,2523,COMEDY,3091. 资金,671,COMEDY
3092. 单元,2395,TRAGEDY,3092. 危害,1736,TRAGEDY
3093. 素质,1227,COMEDY,3093. 规模,780,COMEDY
3094. 爆炸,2825,COMEDY,3094. 放弃,1454,TRAGEDY
3095. 扩张,3063,COMEDY,3095. 争议,1791,COMEDY
3096. 代,1570,TRAGEDY,3096. 芝士,1713,COMEDY
3097. 摩尔,4238,TRAGEDY,3097. 分工,3939,COMEDY
3098. 穿上,3578,COMEDY,3098. 拍打,4275,COMEDY
