"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
",order-0,shuffle0-test0,"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下相应词语和你的选择，不要添加额外内容。

这些词语是：
.1",order-1,shuffle1-test0
2297. Bill,4873,COMEDY,2297. caused,796,TRAGEDY
2298. pollutants,3491,TRAGEDY,2298. exchange,1079,COMEDY
2299. Monitor,3414,TRAGEDY,2299. caring,4458,COMEDY
2300. ensure,45,TRAGEDY,2300. none,2380,TRAGEDY
2301. re,941,TRAGEDY,2301. cold,4275,TRAGEDY
2302. Press,4250,TRAGEDY,2302. Best,4314,COMEDY
2303. landscape,735,COMEDY,2303. Angeles,4531,COMEDY
2304. execution,3010,TRAGEDY,2304. enchanting,4697,COMEDY
2305. month,1620,TRAGEDY,2305. ties,4457,COMEDY
2306. sauce,953,COMEDY,2306. damaged,4019,TRAGEDY
2307. war,878,TRAGEDY,2307. chicken,1201,COMEDY
2308. tied,3729,TRAGEDY,2308. date,773,COMEDY
2309. we,12,COMEDY,2309. investigation,2615,TRAGEDY
2310. shade,3691,COMEDY,2310. shaking,4764,TRAGEDY
2311. horizon,4265,COMEDY,2311. She,56,COMEDY
2312. failed,3167,TRAGEDY,2312. status,829,TRAGEDY
2313. beans,1638,COMEDY,2313. MARIA,2939,COMEDY
2314. warfare,4087,TRAGEDY,2314. scenarios,1761,COMEDY
2315. based,83,COMEDY,2315. items,606,COMEDY
2316. plants,613,COMEDY,2316. Being,3041,TRAGEDY
2317. institution,3719,TRAGEDY,2317. milk,1232,COMEDY
2318. deeply,4512,TRAGEDY,2318. website,211,COMEDY
2319. Line,4613,COMEDY,2319. clothing,811,COMEDY
2320. Art,1385,COMEDY,2320. materials,216,COMEDY
2321. worked,992,COMEDY,2321. icon,4274,TRAGEDY
2322. piece,749,COMEDY,2322. pop,2673,COMEDY
2323. state,289,TRAGEDY,2323. target,407,TRAGEDY
2324. plane,3972,COMEDY,2324. volunteer,2497,COMEDY
2325. house,854,COMEDY,2325. PHP,4448,COMEDY
2326. balanced,4661,COMEDY,2326. surrounded,1641,TRAGEDY
2327. Freedom,2813,COMEDY,2327. fan,2240,COMEDY
2328. enters,3222,COMEDY,2328. layout,2656,COMEDY
2329. interests,529,COMEDY,2329. participating,2598,COMEDY
2330. files,872,TRAGEDY,2330. let,128,COMEDY
2331. noting,2389,COMEDY,2331. generations,1265,TRAGEDY
2332. execute,3124,TRAGEDY,2332. gives,1479,COMEDY
2333. inventory,2511,COMEDY,2333. palette,4399,COMEDY
2334. occurred,3013,TRAGEDY,2334. linked,2241,COMEDY
2335. Samantha,3552,COMEDY,2335. berries,4346,COMEDY
2336. shapes,1895,COMEDY,2336. Jason,2753,COMEDY
2337. provides,166,COMEDY,2337. Machine,3233,TRAGEDY
2338. Information,2829,TRAGEDY,2338. opponent,3008,TRAGEDY
2339. Yes,4085,COMEDY,2339. appreciated,4090,COMEDY
2340. content,78,COMEDY,2340. Please,373,COMEDY
2341. base,913,COMEDY,2341. photography,1653,COMEDY
2342. aid,1360,TRAGEDY,2342. hit,1600,TRAGEDY
2343. directions,4205,COMEDY,2343. T,2288,COMEDY
2344. forests,2181,TRAGEDY,2344. performance,168,COMEDY
2345. walking,1261,COMEDY,2345. problems,592,TRAGEDY
2346. attempts,2161,COMEDY,2346. matches,2232,COMEDY
2347. joining,3026,COMEDY,2347. Companies,2677,COMEDY
2348. fulfillment,4203,COMEDY,2348. tissue,4251,COMEDY
2349. inspired,1439,COMEDY,2349. stretches,4802,COMEDY
2350. sports,734,COMEDY,2350. scope,2775,COMEDY
2351. voting,3459,TRAGEDY,2351. Fire,4554,TRAGEDY
2352. packages,3325,COMEDY,2352. technique,987,COMEDY
2353. cameras,3561,COMEDY,2353. stages,2839,COMEDY
2354. remaining,2082,TRAGEDY,2354. breaches,4424,TRAGEDY
2355. fell,2820,TRAGEDY,2355. aftermath,4538,TRAGEDY
2356. missed,4135,TRAGEDY,2356. stocks,4602,COMEDY
2357. throat,4625,TRAGEDY,2357. UK,1964,COMEDY
2358. cups,2400,COMEDY,2358. making,59,COMEDY
2359. member,937,COMEDY,2359. fulfill,3365,COMEDY
2360. furniture,2505,COMEDY,2360. online,434,COMEDY
2361. transform,1936,COMEDY,2361. Following,4673,COMEDY
2362. grocery,4235,COMEDY,2362. echo,4716,TRAGEDY
2363. composed,3826,COMEDY,2363. appreciation,1804,COMEDY
2364. integrated,2649,COMEDY,2364. recorded,4907,COMEDY
2365. Hey,940,COMEDY,2365. respiratory,4809,TRAGEDY
2366. default,2223,TRAGEDY,2366. Jack,1210,COMEDY
2367. loved,1702,COMEDY,2367. weapon,3898,TRAGEDY
2368. committed,1387,COMEDY,2368. streamline,4667,COMEDY
2369. payment,1234,TRAGEDY,2369. species,397,COMEDY
2370. crops,1511,TRAGEDY,2370. value,151,COMEDY
2371. added,1008,COMEDY,2371. Church,2245,TRAGEDY
2372. chair,3178,COMEDY,2372. segments,4146,COMEDY
2373. intent,4676,TRAGEDY,2373. Explain,2914,COMEDY
2374. Well,2846,COMEDY,2374. note,471,COMEDY
2375. girlfriend,4460,COMEDY,2375. essays,3148,TRAGEDY
2376. anger,3014,TRAGEDY,2376. harm,1102,TRAGEDY
2377. Type,3419,COMEDY,2377. hospitality,4717,COMEDY
2378. industries,604,TRAGEDY,2378. fixed,4480,COMEDY
2379. threat,1636,TRAGEDY,2379. interventions,1765,TRAGEDY
2380. remember,589,TRAGEDY,2380. said,235,COMEDY
2381. characteristics,1732,COMEDY,2381. container,1994,COMEDY
2382. bill,3987,COMEDY,2382. Rachel,3921,COMEDY
2383. President,2188,TRAGEDY,2383. format,864,COMEDY
2384. supplements,3425,COMEDY,2384. morality,3577,TRAGEDY
2385. targeted,2931,TRAGEDY,2385. College,2644,COMEDY
2386. spell,2799,COMEDY,2386. Update,3680,COMEDY
2387. bag,2378,COMEDY,2387. health,39,TRAGEDY
2388. credibility,3412,TRAGEDY,2388. mechanism,3106,COMEDY
2389. outcomes,621,TRAGEDY,2389. hospital,2020,TRAGEDY
2390. suits,3183,COMEDY,2390. Discuss,3640,COMEDY
2391. algorithm,1244,TRAGEDY,2391. photos,1707,COMEDY
2392. seeds,1679,COMEDY,2392. formats,3496,COMEDY
2393. tastes,4209,COMEDY,2393. viewer,3458,COMEDY
2394. issue,363,TRAGEDY,2394. motivate,3924,COMEDY
2395. electricity,1556,TRAGEDY,2395. login,4759,COMEDY
2396. Mike,4257,COMEDY,2396. Providing,3234,COMEDY
2397. oneself,3990,TRAGEDY,2397. glasses,4043,COMEDY
2398. lit,4730,COMEDY,2398. iron,3182,COMEDY
2399. resonates,2915,TRAGEDY,2399. inequality,1198,TRAGEDY
2400. loves,3295,COMEDY,2400. knowledge,246,COMEDY
2401. routine,910,COMEDY,2401. bookshelf,4505,COMEDY
2402. Description,2789,TRAGEDY,2402. momentum,4164,COMEDY
2403. gathered,3211,TRAGEDY,2403. precautions,4037,TRAGEDY
2404. Name,550,COMEDY,2404. decade,4082,TRAGEDY
2405. list,239,COMEDY,2405. Brazil,3488,COMEDY
2406. acknowledging,3606,TRAGEDY,2406. irrigation,4160,COMEDY
2407. batteries,4026,COMEDY,2407. temple,4303,TRAGEDY
2408. tender,2710,TRAGEDY,2408. store,552,COMEDY
2409. DIY,3533,COMEDY,2409. concepts,1133,COMEDY
2410. kinds,4511,COMEDY,2410. click,2257,COMEDY
2411. requirements,505,TRAGEDY,2411. bustling,3161,COMEDY
2412. stated,4466,TRAGEDY,2412. Congress,4805,TRAGEDY
2413. projects,393,COMEDY,2413. avocado,4104,COMEDY
2414. purchase,1052,COMEDY,2414. delay,3646,TRAGEDY
2415. something,126,COMEDY,2415. transitions,4819,TRAGEDY
2416. presents,2684,COMEDY,2416. male,2917,COMEDY
2417. introducing,3452,COMEDY,2417. George,3494,COMEDY
2418. Pay,4421,TRAGEDY,2418. yield,4230,TRAGEDY
2419. habitat,2536,TRAGEDY,2419. surveys,3042,COMEDY
2420. weekend,4126,COMEDY,2420. header,3970,COMEDY
2421. revealed,2953,TRAGEDY,2421. Ben,4751,COMEDY
2422. rocks,3851,COMEDY,2422. tastes,4209,COMEDY
2423. allow,717,TRAGEDY,2423. style,125,COMEDY
2424. Nature,3914,TRAGEDY,2424. replaced,2563,TRAGEDY
2425. roots,2892,TRAGEDY,2425. capacity,1285,COMEDY
2426. felt,356,COMEDY,2426. frameworks,2559,COMEDY
2427. shell,4562,TRAGEDY,2427. extend,4144,COMEDY
2428. Located,4536,TRAGEDY,2428. refugees,3566,TRAGEDY
2429. think,201,COMEDY,2429. visits,4874,COMEDY
2430. shown,694,TRAGEDY,2430. hesitate,2814,TRAGEDY
2431. nations,2438,TRAGEDY,2431. president,3895,TRAGEDY
2432. Ruby,4336,COMEDY,2432. SpongeBob,3592,COMEDY
2433. linked,2241,TRAGEDY,2433. discovery,2102,TRAGEDY
2434. garden,1245,COMEDY,2434. sunset,4498,TRAGEDY
2435. demonstrate,2186,TRAGEDY,2435. measuring,3573,TRAGEDY
2436. directed,3934,TRAGEDY,2436. voting,3459,TRAGEDY
2437. putting,2492,COMEDY,2437. facilitate,2646,TRAGEDY
2438. evidence,687,TRAGEDY,2438. smiles,4061,COMEDY
2439. Image,2621,TRAGEDY,2439. Christian,4461,TRAGEDY
2440. years,109,TRAGEDY,2440. Key,3549,TRAGEDY
2441. juicy,2744,COMEDY,2441. refer,3243,TRAGEDY
2442. exercise,571,COMEDY,2442. open,2015,TRAGEDY
2443. decision,699,TRAGEDY,2443. afternoon,3800,TRAGEDY
2444. random,3140,COMEDY,2444. technologies,344,TRAGEDY
2445. print,565,TRAGEDY,2445. demonstrating,4355,TRAGEDY
2446. fur,2874,COMEDY,2446. mission,1056,TRAGEDY
2447. Eastern,3707,TRAGEDY,2447. seed,3892,TRAGEDY
2448. tab,4990,COMEDY,2448. tells,2353,TRAGEDY
2449. Miss,4199,COMEDY,2449. represents,1226,TRAGEDY
2450. example,44,TRAGEDY,2450. deals,2790,TRAGEDY
2451. NULL,3900,TRAGEDY,2451. ring,2864,TRAGEDY
2452. invest,1764,TRAGEDY,2452. df,3608,COMEDY
2453. back,1291,COMEDY,2453. implementing,598,TRAGEDY
2454. container,1994,TRAGEDY,2454. horizon,4265,TRAGEDY
2455. physics,3004,TRAGEDY,2455. aspects,692,TRAGEDY
2456. network,478,TRAGEDY,2456. backgrounds,1354,TRAGEDY
2457. K,4794,COMEDY,2457. Engaging,4405,COMEDY
2458. front,1215,TRAGEDY,2458. sheet,2571,TRAGEDY
2459. stages,2839,COMEDY,2459. chaos,1323,TRAGEDY
2460. tool,432,COMEDY,2460. respond,1221,TRAGEDY
2461. preserving,2066,COMEDY,2461. magic,1629,COMEDY
2462. deadlines,3504,TRAGEDY,2462. Research,888,TRAGEDY
2463. trail,2249,COMEDY,2463. trails,2385,TRAGEDY
2464. amount,411,COMEDY,2464. Goku,3828,COMEDY
2465. usage,1092,COMEDY,2465. beauty,365,COMEDY
2466. shades,3782,COMEDY,2466. hunger,4875,TRAGEDY
2467. sets,977,COMEDY,2467. Focus,1781,TRAGEDY
2468. worldwide,4971,COMEDY,2468. Internet,3428,COMEDY
2469. shop,1576,COMEDY,2469. mentioned,713,TRAGEDY
2470. audience,165,COMEDY,2470. plastics,4196,TRAGEDY
2471. insects,3432,COMEDY,2471. paintings,3040,COMEDY
2472. dark,2070,TRAGEDY,2472. predators,3368,TRAGEDY
2473. tsp,4116,COMEDY,2473. district,3847,TRAGEDY
2474. fee,3483,COMEDY,2474. revolutionized,4902,COMEDY
2475. output,547,COMEDY,2475. outreach,3959,TRAGEDY
2476. teach,2766,COMEDY,2476. EXT,3206,COMEDY
2477. killer,4852,TRAGEDY,2477. floating,4545,COMEDY
2478. shift,1109,COMEDY,2478. knife,4683,TRAGEDY
2479. spine,4711,TRAGEDY,2479. database,971,TRAGEDY
2480. Korea,3118,COMEDY,2480. map,1785,COMEDY
2481. employees,331,COMEDY,2481. Answer,2050,COMEDY
2482. claims,2142,TRAGEDY,2482. attack,1572,TRAGEDY
2483. determined,1358,COMEDY,2483. elimination,4808,TRAGEDY
2484. kept,2157,COMEDY,2484. perspective,756,COMEDY
2485. move,536,COMEDY,2485. did,130,COMEDY
2486. progression,4789,COMEDY,2486. delivered,3582,COMEDY
2487. territories,4208,TRAGEDY,2487. talent,1759,COMEDY
2488. Trade,4795,COMEDY,2488. functioning,3638,TRAGEDY
2489. Is,611,COMEDY,2489. seemed,1037,TRAGEDY
2490. user,136,COMEDY,2490. see,63,COMEDY
2491. displayed,3017,COMEDY,2491. Generate,1866,COMEDY
2492. causing,870,TRAGEDY,2492. sends,4434,TRAGEDY
2493. waters,2912,TRAGEDY,2493. victory,2137,COMEDY
2494. puzzle,4408,COMEDY,2494. egg,2905,COMEDY
2495. aids,3742,TRAGEDY,2495. Job,4783,TRAGEDY
2496. announced,3503,COMEDY,2496. throat,4625,TRAGEDY
2497. drive,1156,COMEDY,2497. controlled,3253,TRAGEDY
2498. threads,4817,COMEDY,2498. yogurt,3123,COMEDY
2499. streams,3706,TRAGEDY,2499. var,3345,TRAGEDY
2500. ar,790,COMEDY,2500. area,222,TRAGEDY
2501. nature,218,TRAGEDY,2501. supplies,2351,TRAGEDY
2502. End,2345,TRAGEDY,2502. treasure,4056,COMEDY
2503. Yuri,706,COMEDY,2503. butt,4442,COMEDY
2504. remind,2601,TRAGEDY,2504. remote,4297,COMEDY
2505. range,123,COMEDY,2505. climate,291,TRAGEDY
2506. says,1396,COMEDY,2506. Monitor,3414,TRAGEDY
2507. purpose,664,COMEDY,2507. post,1017,TRAGEDY
2508. speech,1308,COMEDY,2508. statement,966,TRAGEDY
2509. promise,3039,COMEDY,2509. producers,3667,COMEDY
2510. rely,3268,COMEDY,2510. resolution,1391,TRAGEDY
2511. mindfulness,903,COMEDY,2511. gold,2262,COMEDY
2512. known,144,COMEDY,2512. manufacturing,1300,TRAGEDY
2513. select,1836,COMEDY,2513. meeting,965,TRAGEDY
2514. villains,4811,TRAGEDY,2514. charity,3446,COMEDY
2515. Education,1458,COMEDY,2515. exposed,2515,TRAGEDY
2516. washing,4180,COMEDY,2516. paths,2477,TRAGEDY
2517. pursue,2329,COMEDY,2517. tree,1529,COMEDY
2518. brands,886,COMEDY,2518. Mike,4257,COMEDY
2519. navigating,3188,COMEDY,2519. crew,2322,COMEDY
2520. URL,2698,COMEDY,2520. Cook,3593,COMEDY
2521. k,3005,COMEDY,2521. screen,1178,COMEDY
2522. Body,3678,TRAGEDY,2522. Global,3897,TRAGEDY
2523. describe,833,COMEDY,2523. None,2127,TRAGEDY
2524. conference,3142,COMEDY,2524. potatoes,2647,COMEDY
2525. interviews,2566,COMEDY,2525. America,1175,TRAGEDY
2526. computer,993,COMEDY,2526. know,115,COMEDY
2527. pulled,3530,TRAGEDY,2527. job,230,COMEDY
2528. Service,2390,COMEDY,2528. t,154,COMEDY
2529. promoting,271,COMEDY,2529. mentions,3724,COMEDY
2530. battlefield,3287,TRAGEDY,2530. checks,2203,COMEDY
2531. Watch,4622,COMEDY,2531. mysteries,4278,TRAGEDY
2532. minds,3298,COMEDY,2532. soldiers,2628,TRAGEDY
2533. origin,3917,TRAGEDY,2533. updated,2440,COMEDY
2534. CBT,4113,TRAGEDY,2534. YouTube,2158,COMEDY
2535. needs,106,TRAGEDY,2535. opening,1882,COMEDY
2536. involves,352,COMEDY,2536. paste,4077,COMEDY
2537. view,639,COMEDY,2537. spent,1612,COMEDY
2538. provide,18,COMEDY,2538. availability,1271,TRAGEDY
2539. horse,3521,COMEDY,2539. z,2007,COMEDY
2540. playing,698,COMEDY,2540. effectiveness,716,TRAGEDY
2541. personalities,3455,COMEDY,2541. Java,2906,COMEDY
2542. serves,1237,COMEDY,2542. percent,2815,TRAGEDY
2543. Studies,2713,TRAGEDY,2543. art,149,COMEDY
2544. begin,1713,COMEDY,2544. portion,3251,COMEDY
2545. meaning,922,TRAGEDY,2545. strain,3611,TRAGEDY
2546. Services,2752,COMEDY,2546. compared,865,TRAGEDY
2547. bool,4615,COMEDY,2547. optimized,3856,TRAGEDY
2548. trouble,2888,TRAGEDY,2548. covered,1660,COMEDY
2549. Code,2215,COMEDY,2549. sourcing,4313,TRAGEDY
2550. Illustration,4652,COMEDY,2550. pets,3975,COMEDY
2551. research,69,TRAGEDY,2551. Dick,4441,COMEDY
2552. processing,1033,TRAGEDY,2552. ensures,1425,TRAGEDY
2553. overview,2019,TRAGEDY,2553. trends,712,COMEDY
2554. syrup,4591,COMEDY,2554. turn,682,COMEDY
2555. mentorship,3770,TRAGEDY,2555. opponents,3420,TRAGEDY
2556. Output,3076,TRAGEDY,2556. music,67,COMEDY
2557. tapestry,4128,TRAGEDY,2557. carbon,483,TRAGEDY
2558. question,422,TRAGEDY,2558. pool,2321,COMEDY
2559. amusement,4826,COMEDY,2559. Ash,4124,TRAGEDY
2560. orientation,4433,TRAGEDY,2560. loans,3982,TRAGEDY
2561. tested,3523,TRAGEDY,2561. gaps,3885,TRAGEDY
2562. collar,4015,COMEDY,2562. race,1194,TRAGEDY
2563. bit,767,COMEDY,2563. difficulty,2323,TRAGEDY
2564. examining,4534,TRAGEDY,2564. gas,711,COMEDY
2565. scheme,2602,COMEDY,2565. determining,3705,TRAGEDY
2566. Washington,3383,TRAGEDY,2566. spring,3426,COMEDY
2567. watch,1325,TRAGEDY,2567. juice,1916,COMEDY
2568. Force,4943,TRAGEDY,2568. boundaries,814,TRAGEDY
2569. asset,3447,TRAGEDY,2569. discrimination,1067,TRAGEDY
2570. responses,915,TRAGEDY,2570. incident,2947,TRAGEDY
2571. palette,4399,COMEDY,2571. depicted,3512,TRAGEDY
2572. Derek,4942,TRAGEDY,2572. landmarks,2692,TRAGEDY
2573. sensitivity,2928,TRAGEDY,2573. submit,3288,TRAGEDY
2574. techniques,187,TRAGEDY,2574. grown,2354,COMEDY
2575. contrast,1313,TRAGEDY,2575. decided,1377,TRAGEDY
2576. stopped,4006,TRAGEDY,2576. pond,2965,COMEDY
2577. Data,1231,TRAGEDY,2577. rolling,3641,COMEDY
2578. walls,1457,TRAGEDY,2578. opinion,1503,TRAGEDY
2579. alcohol,2483,COMEDY,2579. reflecting,1860,TRAGEDY
2580. Anna,4689,TRAGEDY,2580. courage,2281,TRAGEDY
2581. Salt,4348,COMEDY,2581. walk,1561,COMEDY
2582. agriculture,874,TRAGEDY,2582. friendship,1995,COMEDY
2583. slice,4831,COMEDY,2583. Green,3375,COMEDY
2584. planet,832,TRAGEDY,2584. you,2,COMEDY
2585. stir,3873,COMEDY,2585. evoke,3806,TRAGEDY
2586. showing,1536,COMEDY,2586. documents,1839,TRAGEDY
2587. chain,1098,TRAGEDY,2587. Type,3419,COMEDY
2588. he,19,COMEDY,2588. specified,3248,TRAGEDY
2589. numbers,826,TRAGEDY,2589. surprise,1897,COMEDY
2590. designing,2765,COMEDY,2590. modified,3216,TRAGEDY
2591. sun,981,COMEDY,2591. amidst,3257,TRAGEDY
2592. chatbot,3194,COMEDY,2592. Group,2182,COMEDY
2593. mountains,2645,TRAGEDY,2593. dried,4455,TRAGEDY
2594. offered,1379,COMEDY,2594. stands,1388,COMEDY
2595. Pacific,3859,TRAGEDY,2595. readers,904,COMEDY
2596. Lily,1726,COMEDY,2596. angle,2980,COMEDY
2597. document,1771,TRAGEDY,2597. fans,997,COMEDY
2598. breasts,2716,COMEDY,2598. firms,3882,TRAGEDY
2599. dates,2625,COMEDY,2599. mountains,2645,TRAGEDY
2600. hidden,3102,TRAGEDY,2600. oxygen,3200,COMEDY
2601. Android,3507,COMEDY,2601. department,2180,TRAGEDY
2602. wave,2461,COMEDY,2602. particles,2865,TRAGEDY
2603. skill,1400,COMEDY,2603. acceptance,2121,COMEDY
2604. strikes,4412,TRAGEDY,2604. determination,942,COMEDY
2605. setbacks,3981,TRAGEDY,2605. quinoa,4969,COMEDY
2606. feedback,326,COMEDY,2606. played,578,COMEDY
2607. functioning,3638,COMEDY,2607. improving,524,COMEDY
2608. rendering,4830,COMEDY,2608. mechanics,3316,TRAGEDY
2609. paintings,3040,COMEDY,2609. herself,595,COMEDY
2610. Product,2783,COMEDY,2610. const,852,TRAGEDY
2611. diabetes,3484,TRAGEDY,2611. religions,3589,TRAGEDY
2612. crust,4047,COMEDY,2612. inspiration,1532,COMEDY
2613. Lisa,3862,COMEDY,2613. height,1406,COMEDY
2614. spirituality,4575,TRAGEDY,2614. combinations,3841,COMEDY
2615. Russia,2491,TRAGEDY,2615. given,342,TRAGEDY
2616. breakfast,2564,COMEDY,2616. division,3481,TRAGEDY
2617. family,137,COMEDY,2617. Human,3144,TRAGEDY
2618. method,405,TRAGEDY,2618. s,28,COMEDY
2619. height,1406,COMEDY,2619. Monday,4930,TRAGEDY
2620. reflects,1592,TRAGEDY,2620. printing,2473,COMEDY
2621. player,384,COMEDY,2621. shaping,1339,COMEDY
2622. left,467,TRAGEDY,2622. festival,1417,COMEDY
2623. bell,3169,COMEDY,2623. std,1373,TRAGEDY
2624. ourselves,2118,TRAGEDY,2624. programmed,3797,COMEDY
2625. extends,4329,TRAGEDY,2625. falling,2868,TRAGEDY
2626. gloves,4693,COMEDY,2626. conservation,579,COMEDY
2627. alter,4600,TRAGEDY,2627. passwords,4398,COMEDY
2628. faced,575,TRAGEDY,2628. number,107,COMEDY
2629. Increase,4503,TRAGEDY,2629. passed,1395,TRAGEDY
2630. America,1175,TRAGEDY,2630. cock,2943,COMEDY
2631. developer,4853,TRAGEDY,2631. location,492,COMEDY
2632. mirror,3398,COMEDY,2632. withstand,4456,TRAGEDY
2633. Bob,4129,COMEDY,2633. set,95,COMEDY
2634. Play,4804,COMEDY,2634. focuses,1427,COMEDY
2635. institutions,1097,TRAGEDY,2635. combined,2068,COMEDY
2636. album,1929,COMEDY,2636. resistance,1147,TRAGEDY
2637. attitude,2694,COMEDY,2637. origins,3969,TRAGEDY
2638. changes,140,TRAGEDY,2638. beans,1638,COMEDY
2639. connections,1123,TRAGEDY,2639. backdrop,3780,COMEDY
2640. spoken,4540,TRAGEDY,2640. styles,620,COMEDY
2641. fashion,491,COMEDY,2641. Systems,4070,TRAGEDY
2642. finish,2767,TRAGEDY,2642. stone,2867,TRAGEDY
2643. cream,1389,COMEDY,2643. smiling,1845,COMEDY
2644. showed,2293,COMEDY,2644. supported,1991,COMEDY
2645. edges,3086,TRAGEDY,2645. sorting,4599,COMEDY
2646. turns,1682,COMEDY,2646. dishes,635,COMEDY
2647. Elizabeth,4806,TRAGEDY,2647. divide,4558,TRAGEDY
2648. bathroom,2900,COMEDY,2648. teach,2766,COMEDY
2649. h,4138,NEUTRAL,2649. stigma,3505,TRAGEDY
2650. identify,272,TRAGEDY,2650. flour,2436,COMEDY
2651. transit,4767,TRAGEDY,2651. body,90,TRAGEDY
2652. Community,2095,COMEDY,2652. doubt,3838,TRAGEDY
2653. request,752,COMEDY,2653. elections,4946,TRAGEDY
2654. automation,1522,TRAGEDY,2654. arrived,2977,COMEDY
2655. robots,3089,COMEDY,2655. waves,1717,COMEDY
2656. comedy,3018,COMEDY,2656. coach,3242,COMEDY
2657. gods,2026,TRAGEDY,2657. replied,4213,COMEDY
2658. warm,3466,COMEDY,2658. weights,4123,TRAGEDY
2659. specified,3248,TRAGEDY,2659. Chapter,1546,TRAGEDY
2660. supports,1610,COMEDY,2660. plot,1416,TRAGEDY
2661. talk,945,COMEDY,2661. publication,4967,TRAGEDY
2662. enforcement,2011,TRAGEDY,2662. bear,3677,TRAGEDY
2663. Change,2781,TRAGEDY,2663. depend,1558,TRAGEDY
2664. models,596,COMEDY,2664. leadership,810,TRAGEDY
2665. compost,4185,COMEDY,2665. contact,703,COMEDY
2666. designers,2347,COMEDY,2666. illustration,2935,COMEDY
2667. you,2,COMEDY,2667. Beach,3324,COMEDY
2668. situation,418,TRAGEDY,2668. possess,3977,TRAGEDY
2669. startups,4312,COMEDY,2669. improve,80,COMEDY
2670. asking,1903,COMEDY,2670. person,250,TRAGEDY
2671. was,6,TRAGEDY,2671. hint,2416,COMEDY
2672. operating,1824,TRAGEDY,2672. mystery,2196,TRAGEDY
2673. Instructions,2558,TRAGEDY,2673. bands,2969,COMEDY
2674. Scene,1769,COMEDY,2674. South,1082,TRAGEDY
2675. Run,4740,COMEDY,2675. Developer,4322,COMEDY
2676. solution,645,TRAGEDY,2676. breathing,1236,TRAGEDY
2677. beginner,4816,COMEDY,2677. shaped,2173,COMEDY
2678. developed,671,TRAGEDY,2678. maps,3930,COMEDY
2679. recruitment,4641,TRAGEDY,2679. achieve,445,COMEDY
2680. Challenges,4568,TRAGEDY,2680. known,144,COMEDY
2681. president,3895,TRAGEDY,2681. Offer,2653,COMEDY
2682. navigate,975,TRAGEDY,2682. slow,3436,TRAGEDY
2683. aunt,3944,COMEDY,2683. protecting,1471,TRAGEDY
2684. combining,3570,TRAGEDY,2684. operators,4055,COMEDY
2685. customization,4354,TRAGEDY,2685. text,212,COMEDY
2686. acting,2705,COMEDY,2686. encouraging,1914,COMEDY
2687. entering,3202,TRAGEDY,2687. Johnson,3116,COMEDY
2688. stand,1351,COMEDY,2688. tour,1538,COMEDY
2689. P,2309,TRAGEDY,2689. Mugman,4241,COMEDY
2690. estimated,3661,TRAGEDY,2690. Nations,3445,TRAGEDY
2691. Maya,3664,COMEDY,2691. Women,1687,TRAGEDY
2692. guests,1974,COMEDY,2692. others,94,TRAGEDY
2693. explores,1646,TRAGEDY,2693. depending,538,TRAGEDY
2694. paid,1927,TRAGEDY,2694. empowerment,4639,COMEDY
2695. doing,465,COMEDY,2695. function,108,COMEDY
2696. ice,1403,COMEDY,2696. produces,3381,COMEDY
2697. nutrients,2001,TRAGEDY,2697. independence,2460,COMEDY
2698. cute,3342,COMEDY,2698. drawing,2018,COMEDY
2699. ignore,3957,TRAGEDY,2699. activities,139,COMEDY
2700. site,967,TRAGEDY,2700. noticed,1872,COMEDY
2701. involvement,2135,TRAGEDY,2701. feedback,326,COMEDY
2702. https,827,TRAGEDY,2702. Organization,4052,TRAGEDY
2703. weather,762,TRAGEDY,2703. episode,2294,COMEDY
2704. agencies,1665,TRAGEDY,2704. manufacturers,3435,TRAGEDY
2705. service,240,TRAGEDY,2705. profound,4253,TRAGEDY
2706. Language,2819,COMEDY,2706. sight,1862,COMEDY
2707. program,114,TRAGEDY,2707. Luna,4127,COMEDY
2708. School,1495,COMEDY,2708. issues,91,TRAGEDY
2709. Experience,3803,TRAGEDY,2709. Nick,4345,COMEDY
2710. surrounded,1641,TRAGEDY,2710. craft,2594,COMEDY
2711. causes,1152,TRAGEDY,2711. right,765,COMEDY
2712. gratitude,1487,COMEDY,2712. High,2685,COMEDY
2713. vegetables,786,COMEDY,2713. Today,1913,COMEDY
2714. Rose,4574,COMEDY,2714. corner,2362,COMEDY
2715. festivals,1539,COMEDY,2715. breeze,3591,COMEDY
2716. templates,4115,TRAGEDY,2716. speaks,3547,TRAGEDY
2717. sounds,427,COMEDY,2717. agreed,3676,COMEDY
2718. empire,3032,TRAGEDY,2718. attempts,2161,COMEDY
2719. venue,4594,TRAGEDY,2719. increasing,628,TRAGEDY
2720. improve,80,COMEDY,2720. sister,2174,COMEDY
2721. African,4761,TRAGEDY,2721. use,14,COMEDY
2722. men,1081,TRAGEDY,2722. communities,143,TRAGEDY
