"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下词语序号和你的选择，不要添加任何额外内容。

这些词语是：
",order-0,shuffle0-test0,"Prompt: 你将看到一系列词语。请根据你的第一反应，快速决定每个词语更让你联想到“喜剧”还是“悲剧”。在每个词语旁边写下你的选择。

请注意：

快速反应： 不需要过度思考，依靠第一印象。
简洁回答： 只需写下词语序号和你的选择，不要添加任何额外内容。

这些词语是：
.1",order-1,shuffle1-test0
2567. 瓶颈,3682,TRAGEDY,2567. 吹,2391,COMEDY
2568. 布置,2038,COMEDY,2568. 书,503,COMEDY
2569. 蘑菇,1828,COMEDY,2569. 共同点,3752,COMEDY
2570. 餐厅,422,COMEDY,2570. 保险,835,COMEDY
2571. 讲座,4134,COMEDY,2571. 社会主义,2630,COMEDY
2572. 地理,1619,COMEDY,2572. 三角形,1122,COMEDY
2573. 歧视,2724,TRAGEDY,2573. 探险家,4135,COMEDY
2574. 命令,988,TRAGEDY,2574. 出去,2888,COMEDY
2575. 错过,2819,TRAGEDY,2575. 奇数,2663,COMEDY
2576. 检查,287,TRAGEDY,2576. 柔韧性,3944,COMEDY
2577. 清洁,695,COMEDY,2577. 物理,797,COMEDY
2578. 英国,1390,COMEDY,2578. 小刚,3426,COMEDY
2579. 语,2020,COMEDY,2579. 地震,1451,TRAGEDY
2580. 联,4842,COMEDY,2580. 现代,3137,COMEDY
2581. 漏洞,1954,TRAGEDY,2581. 发掘,2436,TRAGEDY
2582. 投入,1047,COMEDY,2582. 噪声,2845,COMEDY
2583. 考核,3314,TRAGEDY,2583. 那里,1113,TRAGEDY
2584. 医疗,108,TRAGEDY,2584. 养,1926,COMEDY
2585. 言语,4112,COMEDY,2585. 老鼠,2552,COMEDY
2586. 总监,4830,TRAGEDY,2586. 到达,1164,COMEDY
2587. 肥料,1996,COMEDY,2587. 加速度,2307,COMEDY
2588. 跨,2046,COMEDY,2588. 自行车,1131,COMEDY
2589. 贝叶斯,4138,COMEDY,2589. 电话,1127,COMEDY
2590. 演化,1612,COMEDY,2590. 南方,4213,COMEDY
2591. 司法,3107,TRAGEDY,2591. 感恩,3323,COMEDY
2592. 艺品,2992,COMEDY,2592. 男生,4207,COMEDY
2593. 产地,4478,COMEDY,2593. 大自然,1086,COMEDY
2594. 黑色,2601,TRAGEDY,2594. 停止,1686,TRAGEDY
2595. 具,965,TRAGEDY,2595. 值,205,TRAGEDY
2596. 恢复,949,COMEDY,2596. 收入,542,TRAGEDY
2597. 会员,3671,COMEDY,2597. 使得,372,COMEDY
2598. 墙面,2165,TRAGEDY,2598. 草地,2100,COMEDY
2599. 折,3442,TRAGEDY,2599. 观测,1953,TRAGEDY
2600. 等于,854,COMEDY,2600. 洞察力,4532,TRAGEDY
2601. 季度,2138,TRAGEDY,2601. 海王星,3286,TRAGEDY
2602. 种族,3043,TRAGEDY,2602. 原告,2635,TRAGEDY
2603. 求,1474,TRAGEDY,2603. 下去,2229,TRAGEDY
2604. 硬件,1427,TRAGEDY,2604. 他人,548,TRAGEDY
2605. 烧,3684,TRAGEDY,2605. 均衡,3032,TRAGEDY
2606. 生活,48,COMEDY,2606. 夸奖,4905,COMEDY
2607. 园林,3691,COMEDY,2607. 账号,2467,TRAGEDY
2608. 木质,3949,COMEDY,2608. 牺牲,4396,TRAGEDY
2609. 摘取,4719,COMEDY,2609. 巩固,4742,TRAGEDY
2610. 开始,111,COMEDY,2610. 口罩,2361,TRAGEDY
2611. 蝴蝶,2200,COMEDY,2611. 信,2671,TRAGEDY
2612. 取,1420,COMEDY,2612. 好友,3077,COMEDY
2613. 增多,4499,COMEDY,2613. 功效,2000,COMEDY
2614. 色素,3559,COMEDY,2614. 器械,3673,TRAGEDY
2615. 品种,923,COMEDY,2615. 抵御,4446,TRAGEDY
2616. 音响,3261,COMEDY,2616. 平台,302,COMEDY
2617. 回忆,1572,TRAGEDY,2617. 木,2740,TRAGEDY
2618. 卖家,4152,COMEDY,2618. 射线,4651,TRAGEDY
2619. 相连,4197,COMEDY,2619. 线,944,TRAGEDY
2620. 法官,3310,TRAGEDY,2620. 提高,39,COMEDY
2621. 灯泡,3241,COMEDY,2621. 圆形,2928,COMEDY
2622. 母乳,2912,COMEDY,2622. 画作,3644,COMEDY
2623. 地球,172,TRAGEDY,2623. 李,553,TRAGEDY
2624. 归纳,1789,COMEDY,2624. 短期,3766,TRAGEDY
2625. 领袖,2906,TRAGEDY,2625. 动物,187,COMEDY
2626. 分析,62,COMEDY,2626. 红色,1515,COMEDY
2627. 错误,623,TRAGEDY,2627. 狮子,2385,TRAGEDY
2628. 面向,2101,COMEDY,2628. 蚂蚁,2873,COMEDY
2629. 医药,4103,TRAGEDY,2629. 减小,3667,TRAGEDY
2630. 尊敬,1443,COMEDY,2630. 变换,3256,COMEDY
2631. 爸爸,3321,COMEDY,2631. 紫色,4244,COMEDY
2632. 报警,4921,TRAGEDY,2632. 容量,1704,COMEDY
2633. 下面,373,TRAGEDY,2633. 签署,3719,TRAGEDY
2634. 岩石,2296,TRAGEDY,2634. 兴起,3962,COMEDY
2635. 国内,1876,COMEDY,2635. 收获,2144,COMEDY
2636. 纪念,4230,TRAGEDY,2636. 保湿,3455,COMEDY
2637. 接口,1695,COMEDY,2637. 未知,3781,TRAGEDY
2638. 欣赏,992,COMEDY,2638. 年代,1393,TRAGEDY
2639. 接种,2056,TRAGEDY,2639. 配件,2926,COMEDY
2640. 差别,4959,TRAGEDY,2640. 餐馆,2231,COMEDY
2641. 边长,2920,TRAGEDY,2641. 摄入,1825,TRAGEDY
2642. 优先级,2788,TRAGEDY,2642. 燃油,3396,TRAGEDY
2643. 货物,2357,TRAGEDY,2643. 排放,593,TRAGEDY
2644. 姜,1354,COMEDY,2644. 洗衣机,2411,COMEDY
2645. 艺术,319,COMEDY,2645. 穿,1609,COMEDY
2646. 水质,3851,TRAGEDY,2646. 吞噬,3803,TRAGEDY
2647. 峡谷,4925,TRAGEDY,2647. 兴奋,4258,COMEDY
2648. 制造业,2303,TRAGEDY,2648. 跳绳,3938,COMEDY
2649. 选用,1851,COMEDY,2649. 天地,4010,TRAGEDY
2650. 确认,953,COMEDY,2650. 滴,4770,TRAGEDY
2651. 结束,825,TRAGEDY,2651. 模块,1040,TRAGEDY
2652. 气味,3248,COMEDY,2652. 当,4485,TRAGEDY
2653. 食,2434,COMEDY,2653. 会计,3093,TRAGEDY
2654. 美味,1078,COMEDY,2654. 场,2795,TRAGEDY
2655. 冲洗,4870,COMEDY,2655. 空,2731,TRAGEDY
2656. 退货,4102,TRAGEDY,2656. 处罚,3629,TRAGEDY
2657. 雨水,3751,TRAGEDY,2657. 高校,4368,COMEDY
2658. 短文,1965,COMEDY,2658. 产,3967,TRAGEDY
2659. 钱包,4524,TRAGEDY,2659. 污染,258,TRAGEDY
2660. 同义词,2506,COMEDY,2660. 生产力,1735,COMEDY
2661. 推移,2508,TRAGEDY,2661. 痛苦,2164,TRAGEDY
2662. 皮革,4667,TRAGEDY,2662. 女孩,1147,COMEDY
2663. 情绪,409,TRAGEDY,2663. 风暴,1818,TRAGEDY
2664. 地上,3154,COMEDY,2664. 自由,874,COMEDY
2665. 绿化,3263,COMEDY,2665. 机票,3034,COMEDY
2666. 病情,1694,TRAGEDY,2666. 优先级,2788,COMEDY
2667. 开水,4016,TRAGEDY,2667. 浏览,2712,COMEDY
2668. 脸,2786,COMEDY,2668. 折,3442,TRAGEDY
2669. 贝多芬,4235,TRAGEDY,2669. 纽约,1879,COMEDY
2670. 得分,1504,COMEDY,2670. 音,2592,COMEDY
2671. 香料,2659,COMEDY,2671. 英文,652,COMEDY
2672. 快递,4065,COMEDY,2672. 作品,290,COMEDY
2673. 鸡翅,3348,COMEDY,2673. 转向,3755,COMEDY
2674. 成立,1742,COMEDY,2674. 单价,4837,TRAGEDY
2675. 处理,73,COMEDY,2675. 剩余,4506,TRAGEDY
2676. 爱情,448,COMEDY,2676. 竞技,3206,COMEDY
2677. 相比,1450,TRAGEDY,2677. 贾宝玉,2496,TRAGEDY
2678. 钠,4117,TRAGEDY,2678. 肺部,4220,TRAGEDY
2679. 地下,4137,TRAGEDY,2679. 重要性,532,TRAGEDY
2680. 科学家,830,COMEDY,2680. 背景,408,TRAGEDY
2681. 效应,1799,TRAGEDY,2681. 新人,2525,COMEDY
2682. 不同,810,TRAGEDY,2682. 股市,3864,TRAGEDY
2683. 样子,3665,COMEDY,2683. 纪律,4737,TRAGEDY
2684. 观,4019,TRAGEDY,2684. 字母,716,COMEDY
2685. 所得税,2966,TRAGEDY,2685. 奶,3640,COMEDY
2686. 原料,2743,COMEDY,2686. 鸣,4939,COMEDY
2687. 化为,4680,TRAGEDY,2687. 电路,2131,TRAGEDY
2688. 成本,307,TRAGEDY,2688. 论述,4660,TRAGEDY
2689. 窗帘,2426,TRAGEDY,2689. 正确性,3899,TRAGEDY
2690. 着手,4606,COMEDY,2690. 解析,1898,TRAGEDY
2691. 高山,4465,COMEDY,2691. 智能,15,COMEDY
2692. 公民,2890,COMEDY,2692. 流动性,4945,TRAGEDY
2693. 上涨,3345,COMEDY,2693. 技能,241,TRAGEDY
2694. 反映,1128,TRAGEDY,2694. 体重,1195,TRAGEDY
2695. 色,1858,COMEDY,2695. 氧,2924,TRAGEDY
2696. 省,4555,COMEDY,2696. 会,9,TRAGEDY
2697. 线,944,TRAGEDY,2697. 本人,4009,TRAGEDY
2698. 网上,1887,COMEDY,2698. 生,1923,COMEDY
2699. 牌,2682,COMEDY,2699. 混合,769,TRAGEDY
2700. 父,4517,COMEDY,2700. 蔬菜,467,COMEDY
2701. 模板,2115,COMEDY,2701. 升高,1787,COMEDY
2702. 怎么办,1804,COMEDY,2702. 陷入,2548,TRAGEDY
2703. 沙滩,1422,COMEDY,2703. 母,3791,COMEDY
2704. 诚信,4250,COMEDY,2704. 拍,3377,COMEDY
2705. 不可或缺,1711,COMEDY,2705. 喜欢,97,COMEDY
2706. 偶数,2198,COMEDY,2706. 图书,4756,COMEDY
2707. 标语,4932,COMEDY,2707. 电流,2531,TRAGEDY
2708. 海岸线,4586,COMEDY,2708. 听,312,COMEDY
2709. 赋,4493,TRAGEDY,2709. 保障,673,COMEDY
2710. 中,1734,COMEDY,2710. 碳,1181,TRAGEDY
2711. 利息,2593,COMEDY,2711. 栏,4901,TRAGEDY
2712. 结交,3907,COMEDY,2712. 样,3922,COMEDY
2713. 会议,816,TRAGEDY,2713. 茶,1598,COMEDY
2714. 直线,2290,COMEDY,2714. 单,4022,TRAGEDY
2715. 喝水,3920,COMEDY,2715. 我们,5,COMEDY
2716. 奉献,4218,COMEDY,2716. 分析师,3759,TRAGEDY
2717. 如此,2694,COMEDY,2717. 农产品,4635,COMEDY
2718. 滑动,4730,COMEDY,2718. 情报,4530,TRAGEDY
2719. 排列,1177,COMEDY,2719. 权力,2174,TRAGEDY
2720. 悲伤,3561,TRAGEDY,2720. 习俗,3267,COMEDY
2721. 扩展,1029,COMEDY,2721. 准则,2625,COMEDY
2722. 编辑器,4055,COMEDY,2722. 月光,4703,COMEDY
2723. 演出,2383,COMEDY,2723. 使,112,COMEDY
2724. 应当,1339,COMEDY,2724. 概述,2278,TRAGEDY
2725. 板块,2892,COMEDY,2725. 思绪,4488,TRAGEDY
2726. 著称,4868,COMEDY,2726. 成立,1742,COMEDY
2727. 白色,2589,COMEDY,2727. 美丽,1865,COMEDY
2728. 总统,2823,COMEDY,2728. 妆容,4067,COMEDY
2729. 充满,374,COMEDY,2729. 核,2143,TRAGEDY
2730. 医院,1265,TRAGEDY,2730. 治疗,200,TRAGEDY
2731. 实习,1642,TRAGEDY,2731. 餐饮,1995,COMEDY
2732. 互联网,528,COMEDY,2732. 统计,945,TRAGEDY
2733. 理财,1496,TRAGEDY,2733. 入手,1757,COMEDY
2734. 页,4316,NEUTRAL,2734. 钻石,3303,COMEDY
2735. 交,3509,NEUTRAL,2735. 色调,1840,TRAGEDY
2736. 找到,196,COMEDY,2736. 小王,3880,COMEDY
2737. 阐述,1266,TRAGEDY,2737. 脸部,4849,COMEDY
2738. 星,2032,COMEDY,2738. 聚,2983,COMEDY
2739. 适用,744,NEUTRAL,2739. 拼接,4090,COMEDY
2740. 玛丽亚,3011,COMEDY,2740. 知识点,3840,TRAGEDY
2741. 变形,3393,COMEDY,2741. 舞,2333,COMEDY
2742. 应用,42,NEUTRAL,2742. 瑞士,4956,COMEDY
2743. 路程,4425,NEUTRAL,2743. 结婚,3416,COMEDY
2744. 卫生,1045,NEUTRAL,2744. 按下,3392,COMEDY
2745. 老师,473,TRAGEDY,2745. 手臂,2315,TRAGEDY
2746. 黄瓜,2483,COMEDY,2746. 电机,3915,TRAGEDY
2747. 承诺,2473,TRAGEDY,2747. 污垢,4415,TRAGEDY
2748. 付款,2268,TRAGEDY,2748. 北京市,3226,COMEDY
2749. 煎,1867,COMEDY,2749. 小学,2907,COMEDY
2750. 手臂,2315,TRAGEDY,2750. 岛屿,3603,COMEDY
2751. 谜题,2952,COMEDY,2751. 脚步,4867,TRAGEDY
2752. 决心,2886,TRAGEDY,2752. 史,3494,TRAGEDY
2753. 光,899,COMEDY,2753. 词汇,1018,TRAGEDY
2754. 觉得,349,NEUTRAL,2754. 情侣,4615,COMEDY
2755. 浪漫,2570,COMEDY,2755. 系,2767,TRAGEDY
2756. 首都,3471,NEUTRAL,2756. 来自,765,COMEDY
2757. 领取,4573,NEUTRAL,2757. 健身房,2331,COMEDY
2758. 食欲,4011,COMEDY,2758. 油画,4845,COMEDY
2759. 切碎,2605,NEUTRAL,2759. 家装,3868,COMEDY
2760. 政治,1576,TRAGEDY,2760. 案件,950,TRAGEDY
2761. 心肺,3615,TRAGEDY,2761. 谓语,3932,TRAGEDY
2762. 工作者,3622,TRAGEDY,2762. 队伍,2135,COMEDY
2763. 固体,4265,NEUTRAL,2763. 过滤器,3652,TRAGEDY
2764. 平均值,1481,NEUTRAL,2764. 心跳,4693,COMEDY
2765. 出台,4309,NEUTRAL,2765. 倾斜,3699,TRAGEDY
2766. 频率,1167,NEUTRAL,2766. 雨水,3751,TRAGEDY
2767. 理念,933,NEUTRAL,2767. 燃烧,1723,TRAGEDY
2768. 会计,3093,NEUTRAL,2768. 高山,4465,COMEDY
2769. 液体,2045,NEUTRAL,2769. 薪资,2802,TRAGEDY
2770. 赢,4928,COMEDY,2770. 文艺,2107,TRAGEDY
2771. 听觉,4627,NEUTRAL,2771. 母亲,1808,COMEDY
2772. 摘要,1088,NEUTRAL,2772. 西兰花,3825,COMEDY
2773. 水流,4255,NEUTRAL,2773. 出租车,3837,COMEDY
2774. 投放,2986,NEUTRAL,2774. 家具,529,COMEDY
2775. 理想,3290,COMEDY,2775. 细菌,2007,TRAGEDY
2776. 问卷,2284,NEUTRAL,2776. 推理,788,COMEDY
2777. 梯度,4391,NEUTRAL,2777. 肾,4332,TRAGEDY
2778. 质地,2752,NEUTRAL,2778. 污染物,2216,TRAGEDY
2779. 造型,2424,COMEDY,2779. 望远镜,4052,COMEDY
2780. 翻炒,2159,NEUTRAL,2780. 注射,4882,TRAGEDY
2781. 你们,388,NEUTRAL,2781. 切成,932,TRAGEDY
2782. 商业,401,NEUTRAL,2782. 听众,2602,COMEDY
2783. 情人节,4375,COMEDY,2783. 海洋,547,COMEDY
2784. 至,909,NEUTRAL,2784. 发挥,608,COMEDY
2785. 治疗,200,TRAGEDY,2785. 粉,2037,TRAGEDY
2786. 牛肉,1455,NEUTRAL,2786. 烧烤,3178,COMEDY
2787. 怎么样,1469,NEUTRAL,2787. 观赏,3605,COMEDY
2788. 情感,156,COMEDY,2788. 食物,281,COMEDY
2789. 变成,1016,NEUTRAL,2789. 看看,1234,COMEDY
2790. 友情,2643,COMEDY,2790. 愿,2582,COMEDY
2791. 备份,1345,COMEDY,2791. 名额,4410,TRAGEDY
2792. 当地,452,COMEDY,2792. 进程,1298,COMEDY
2793. 贴,3989,COMEDY,2793. 附近,1356,COMEDY
2794. 确定,216,COMEDY,2794. 木材,2364,COMEDY
2795. 伙伴,1487,COMEDY,2795. 指针,2559,TRAGEDY
2796. 专辑,4437,COMEDY,2796. 类型,183,COMEDY
2797. 组装,3458,COMEDY,2797. 增长,604,COMEDY
2798. 西瓜,3080,COMEDY,2798. 签订,3505,COMEDY
2799. 航班,3838,COMEDY,2799. 蛋糕,685,COMEDY
2800. 薄片,3960,COMEDY,2800. 语法,795,TRAGEDY
2801. 水污染,3804,TRAGEDY,2801. 熟悉,1341,COMEDY
2802. 携带,2380,COMEDY,2802. 质数,2240,TRAGEDY
2803. 地方,320,COMEDY,2803. 电视,937,COMEDY
2804. 像是,2936,COMEDY,2804. 阴影,4429,TRAGEDY
2805. 桌面,3794,COMEDY,2805. 参与者,2311,COMEDY
2806. 制造商,3112,COMEDY,2806. 因果,3478,TRAGEDY
2807. 字体,1883,COMEDY,2807. 清,3896,COMEDY
2808. 维生素,982,COMEDY,2808. 可行性,2775,COMEDY
2809. 成绩,1031,COMEDY,2809. 完毕,4159,TRAGEDY
2810. 调制,4593,COMEDY,2810. 与众不同,4981,COMEDY
2811. 糖浆,4380,COMEDY,2811. 发现,178,COMEDY
2812. 沙漠,2040,TRAGEDY,2812. 干扰,1610,TRAGEDY
2813. 协议,1004,COMEDY,2813. 迁移,3329,TRAGEDY
2814. 消耗,975,TRAGEDY,2814. 积分,2882,COMEDY
2815. 冥想,1154,COMEDY,2815. 没,1050,TRAGEDY
2816. 度,708,COMEDY,2816. 刻画,4013,TRAGEDY
2817. 老虎,3403,TRAGEDY,2817. 加上,1312,COMEDY
2818. 饮酒,3170,TRAGEDY,2818. 专业,478,TRAGEDY
2819. 大学,763,COMEDY,2819. 流,1809,COMEDY
2820. 侵权,4672,TRAGEDY,2820. 杂志,3045,COMEDY
2821. 冷静,2658,TRAGEDY,2821. 前进,2197,COMEDY
2822. 肾,4332,TRAGEDY,2822. 泡打粉,4284,COMEDY
2823. 杰克,1864,COMEDY,2823. 星座,3428,COMEDY
2824. 山峰,1991,TRAGEDY,2824. 劳动力,3330,TRAGEDY
2825. 树,970,COMEDY,2825. 变革,1461,TRAGEDY
2826. 纪律,4737,TRAGEDY,2826. 中性,4811,TRAGEDY
2827. 异常,2341,TRAGEDY,2827. 房间,622,COMEDY
2828. 支撑,1766,COMEDY,2828. 欢迎,447,COMEDY
2829. 桌子,2450,COMEDY,2829. 烘烤,4285,COMEDY
2830. 发挥,608,COMEDY,2830. 酶,2693,NEUTRAL
2831. 波长,3179,COMEDY,2831. 下雨,2995,TRAGEDY
2832. 前方,4809,COMEDY,2832. 文化,77,NEUTRAL
2833. 左,2820,COMEDY,2833. 开源,3633,COMEDY
2834. 树叶,2401,COMEDY,2834. 效益,1761,NEUTRAL
2835. 蛋白,3001,COMEDY,2835. 硬件,1427,NEUTRAL
2836. 率,1118,COMEDY,2836. 协议,1004,NEUTRAL
2837. 年代,1393,COMEDY,2837. 激发,1236,COMEDY
2838. 右侧,4216,COMEDY,2838. 交换,1778,NEUTRAL
2839. 试,912,COMEDY,2839. 演出,2383,COMEDY
2840. 梦想,922,COMEDY,2840. 玩具,1331,COMEDY
2841. 周期表,4454,TRAGEDY,2841. 低碳,2943,TRAGEDY
2842. 扫描,2611,TRAGEDY,2842. 乘客,3099,NEUTRAL
2843. 猪肉,2805,COMEDY,2843. 财产,1436,NEUTRAL
2844. 按钮,1271,COMEDY,2844. 形象,650,NEUTRAL
2845. 赞叹,4919,COMEDY,2845. 余数,4536,NEUTRAL
2846. 认可,1623,COMEDY,2846. 统一,3414,NEUTRAL
2847. 选取,2700,COMEDY,2847. 传输,1049,NEUTRAL
2848. 改变,301,TRAGEDY,2848. 尾巴,3155,COMEDY
2849. 饲养,2865,COMEDY,2849. 英雄,1682,COMEDY
2850. 容纳,3969,COMEDY,2850. 聊,1389,COMEDY
2851. 一体,4356,COMEDY,2851. 放下,4088,TRAGEDY
2852. 要求,123,TRAGEDY,2852. 评价,696,TRAGEDY
2853. 遭受,2654,TRAGEDY,2853. 午餐,2690,COMEDY
2854. 预测,340,TRAGEDY,2854. 碎,3596,TRAGEDY
2855. 管理层,4566,TRAGEDY,2855. 生理,2014,TRAGEDY
2856. 占比,3477,TRAGEDY,2856. 海平面,1829,TRAGEDY
2857. 经典,2359,COMEDY,2857. 主演,4886,COMEDY
2858. 才,3834,COMEDY,2858. 党,2112,TRAGEDY
2859. 留,2549,TRAGEDY,2859. 外部,1404,TRAGEDY
2860. 分隔,3853,TRAGEDY,2860. 题材,2170,TRAGEDY
2861. 独立性,4616,COMEDY,2861. 语义,2759,TRAGEDY
2862. 建立,169,COMEDY,2862. 碗,2069,COMEDY
2863. 中成药,4561,TRAGEDY,2863. 生涯,2079,TRAGEDY
2864. 金星,2760,COMEDY,2864. 讲述,767,TRAGEDY
2865. 调试,2344,TRAGEDY,2865. 启动,1521,COMEDY
2866. 系,2767,COMEDY,2866. 创作,527,COMEDY
2867. 英文,652,COMEDY,2867. 策划,1994,COMEDY
2868. 这些,731,TRAGEDY,2868. 多云,3326,TRAGEDY
2869. 语法,795,COMEDY,2869. 表明,813,COMEDY
2870. 出行,1097,COMEDY,2870. 盐,472,COMEDY
2871. 此,787,TRAGEDY,2871. 阐述,1266,TRAGEDY
2872. 杯,3689,COMEDY,2872. 道德,648,TRAGEDY
2873. 必要性,4773,TRAGEDY,2873. 消费,842,TRAGEDY
2874. 火车,2634,COMEDY,2874. 兄弟,4245,COMEDY
2875. 逃离,4038,TRAGEDY,2875. 仿真,4884,COMEDY
2876. 集体,4962,COMEDY,2876. 动物园,4251,COMEDY
2877. 压力,274,TRAGEDY,2877. 配,1817,COMEDY
2878. 手续,4723,TRAGEDY,2878. 怎样,3246,COMEDY
2879. 台,4432,COMEDY,2879. 落叶,3123,TRAGEDY
2880. 夸奖,4905,COMEDY,2880. 夜晚,1563,TRAGEDY
2881. 量化,4336,TRAGEDY,2881. 尿布,4095,COMEDY
2882. 嗅觉,4546,COMEDY,2882. 应用,42,NEUTRAL
2883. 涌现,3727,COMEDY,2883. 素材,4144,COMEDY
2884. 开关,2545,COMEDY,2884. 赞誉,4798,COMEDY
2885. 减肥,1705,TRAGEDY,2885. 云南,4735,NEUTRAL
2886. 身材,3033,COMEDY,2886. 丈夫,4964,NEUTRAL
2887. 细胞,761,TRAGEDY,2887. 平等,2976,COMEDY
2888. 橱柜,4739,COMEDY,2888. 饮品,1956,COMEDY
2889. 钾,4748,TRAGEDY,2889. 感情,1159,TRAGEDY
2890. 提示,864,COMEDY,2890. 南,3135,NEUTRAL
2891. 表示,256,COMEDY,2891. 销售,273,NEUTRAL
2892. 精神,505,COMEDY,2892. 行驶,1402,NEUTRAL
2893. 节目,1627,COMEDY,2893. 宝藏,1990,COMEDY
2894. 云南,4735,COMEDY,2894. 个性化,1893,NEUTRAL
2895. 刷,4539,COMEDY,2895. 给出,399,NEUTRAL
2896. 南极洲,3306,TRAGEDY,2896. 航班,3838,NEUTRAL
2897. 泄露,1910,TRAGEDY,2897. 增加,127,NEUTRAL
2898. 该,921,COMEDY,2898. 数据库,907,NEUTRAL
2899. 跟踪,1538,TRAGEDY,2899. 知道,193,NEUTRAL
2900. 改编,4910,COMEDY,2900. 形势,4140,TRAGEDY
2901. 封,4420,TRAGEDY,2901. 施肥,2514,COMEDY
2902. 服务员,2062,COMEDY,2902. 塑造,1826,NEUTRAL
2903. 体验,190,COMEDY,2903. 废弃物,2064,TRAGEDY
2904. 蒸,3229,COMEDY,2904. 这个,2095,NEUTRAL
2905. 他,34,COMEDY,2905. 调料,1857,COMEDY
2906. 益处,3133,COMEDY,2906. 独立性,4616,NEUTRAL
2907. 前面,2768,COMEDY,2907. 不同,810,NEUTRAL
2908. 尿布,4095,COMEDY,2908. 智能化,1092,NEUTRAL
2909. 均值,4759,TRAGEDY,2909. 样本,1452,NEUTRAL
2910. 正面,3440,COMEDY,2910. 墙壁,2370,TRAGEDY
2911. 心理学,1317,TRAGEDY,2911. 线下,2863,COMEDY
2912. 竞争,465,TRAGEDY,2912. 波长,3179,COMEDY
2913. 熊,2214,COMEDY,2913. 物理学,1230,TRAGEDY
2914. 看看,1234,COMEDY,2914. 唱,3678,COMEDY
2915. 设备,181,TRAGEDY,2915. 通,4769,COMEDY
2916. 线下,2863,COMEDY,2916. 比萨,3490,COMEDY
2917. 数学,455,TRAGEDY,2917. 气象,3115,TRAGEDY
2918. 冒险,1139,COMEDY,2918. 开设,4617,COMEDY
2919. 扮演,1090,COMEDY,2919. 疗法,2560,TRAGEDY
2920. 名字,543,COMEDY,2920. 农药,4873,TRAGEDY
2921. 飞行,1217,COMEDY,2921. 框,2279,TRAGEDY
2922. 小于,2005,TRAGEDY,2922. 反对,3721,TRAGEDY
2923. 果实,2984,COMEDY,2923. 女子,2850,COMEDY
2924. 渲染,3214,TRAGEDY,2924. 时间段,4818,TRAGEDY
2925. 校园,2563,COMEDY,2925. 主题,147,TRAGEDY
2926. 感官,3601,COMEDY,2926. 死亡,1685,TRAGEDY
2927. 回应,2716,COMEDY,2927. 必需,4521,TRAGEDY
2928. 进入,594,COMEDY,2928. 请问,261,COMEDY
2929. 添加,368,COMEDY,2929. 草坪,4177,COMEDY
2930. 活力,1105,COMEDY,2930. 表格,396,TRAGEDY
2931. 女性,636,COMEDY,2931. 瘦肉,4973,TRAGEDY
2932. 军事,2208,TRAGEDY,2932. 易于,1251,COMEDY
2933. 温暖,1657,COMEDY,2933. 循环,635,TRAGEDY
2934. 位,2477,TRAGEDY,2934. 限,2842,TRAGEDY
2935. 大熊猫,4589,COMEDY,2935. 记,3764,TRAGEDY
2936. 牛,2896,COMEDY,2936. 享用,1810,COMEDY
2937. 火山,2021,TRAGEDY,2937. 饮料,869,COMEDY
2938. 科学,300,TRAGEDY,2938. 书面化,4498,TRAGEDY
2939. 氧,2924,COMEDY,2939. 管理层,4566,TRAGEDY
2940. 一生,2854,TRAGEDY,2940. 营造,1400,COMEDY
2941. 极性,4713,TRAGEDY,2941. 巧克力,817,COMEDY
2942. 默认,2575,TRAGEDY,2942. 拯救,3016,COMEDY
2943. 恒星,1144,COMEDY,2943. 广东,4179,COMEDY
2944. 审批,4825,TRAGEDY,2944. 特性,1095,COMEDY
2945. 传达,1326,COMEDY,2945. 士兵,4145,TRAGEDY
2946. 游戏,88,COMEDY,2946. 光,899,COMEDY
2947. 剩余,4506,TRAGEDY,2947. 分组,3087,COMEDY
2948. 受访者,4869,TRAGEDY,2948. 除法,4714,COMEDY
2949. 孔,4314,TRAGEDY,2949. 相似度,4056,COMEDY
2950. 产量,3245,COMEDY,2950. 饼干,2403,COMEDY
2951. 海平面,1829,TRAGEDY,2951. 目的,610,COMEDY
2952. 我们,5,COMEDY,2952. 顾问,2638,COMEDY
2953. 排除,2637,TRAGEDY,2953. 富含,1624,COMEDY
2954. 狼,3200,TRAGEDY,2954. 里面,1568,COMEDY
2955. 相爱,4893,COMEDY,2955. 能,21,COMEDY
2956. 呼吁,3262,TRAGEDY,2956. 皮,2120,COMEDY
2957. 装备,1656,COMEDY,2957. 歌词,1604,COMEDY
2958. 电,1606,COMEDY,2958. 认识,581,COMEDY
2959. 药,1660,TRAGEDY,2959. 参数,512,COMEDY
2960. 公转,3136,TRAGEDY,2960. 续航,3832,COMEDY
2961. 边,1453,TRAGEDY,2961. 术语,2439,COMEDY
2962. 书面化,4498,TRAGEDY,2962. 在于,846,COMEDY
2963. 长,1289,COMEDY,2963. 冠军,2794,COMEDY
2964. 停,2621,TRAGEDY,2964. 勇气,1314,COMEDY
2965. 消失,2093,TRAGEDY,2965. 解释,236,COMEDY
